0.00000000000000e+00    	0.00000000000000e+00 	 6.12323399570000e-17  	1.00000000000000e+00    -1.00000000000000e+01	 0.00000000000000e+00	0.00000000000000e+00		1.00498756211209e+01
2.61000000000000e+00    	-2.59704654502561e+00 	 -1.75140619274629e-05   9.99998897223321e-01 	-9.99421246722123e+00	 2.41207066681169e-02	-3.21295193830574e-05		1.00441457899357e+01
2.64000000000000e+00    	-2.62689739387089e+00 	 5.65222318632839e-05   9.99998793505921e-01 	-9.99403133328401e+00	 2.48735230593975e-02	-3.74015069727307e-05		1.00439673926298e+01
2.67000000000000e+00    	-2.65674825720736e+00 	 1.27512255335104e-04   9.99998674058906e-01 	-9.99470584036375e+00	 2.20680861836906e-02	-4.24153028125647e-05		1.00446319911497e+01
2.70000000000000e+00    	-2.68659918127054e+00 	 1.84955890820176e-04   9.99998541736550e-01 	-9.99619264677723e+00	 1.58789543977210e-02	-4.58642257012841e-05		1.00460997195319e+01
2.73000000000000e+00    	-2.71645019369417e+00 	 2.19646236811867e-04   9.99998402207383e-01 	-9.99832533054522e+00	 6.98797345396191e-03	-4.72801316935031e-05		1.00482116940991e+01
2.76000000000000e+00    	-2.74630129457549e+00 	 2.25103324740146e-04   9.99998260720235e-01 	-1.00008323527164e+01	 -3.48384890941130e-03	-4.74228835925520e-05		1.00507044472809e+01
2.79000000000000e+00    	-2.77615245979421e+00 	 1.98692944007532e-04   9.99998118670763e-01 	-1.00033718084415e+01	 -1.41136730504196e-02	-4.80067246383354e-05		1.00532406086791e+01
2.82000000000000e+00    	-2.80600365502956e+00 	 1.42246838942879e-04   9.99997971937069e-01 	-1.00055779751882e+01	 -2.33669764109017e-02	-5.08371713662183e-05		1.00554530795853e+01
2.85000000000000e+00    	-2.83585485298203e+00 	 6.20659276237079e-05   9.99997812173034e-01 	-1.00071129400354e+01	 -2.98154212500726e-02	-5.67849649848066e-05		1.00569974822107e+01
2.88000000000000e+00    	-2.86570604413731e+00 	 -3.17269129631772e-05   9.99997630681438e-01 	-1.00077161242812e+01	 -3.23519975443369e-02	-6.51715199789088e-05		1.00576055142459e+01
2.91000000000000e+00    	-2.89555723461991e+00 	 -1.26425862750508e-04   9.99997422951615e-01 	-1.00072451048496e+01	 -3.03718667978922e-02	-7.39728103038595e-05		1.00571306566188e+01
2.94000000000000e+00    	-2.92540843194875e+00 	 -2.08427563237097e-04   9.99997191328385e-01 	-1.00057023274618e+01	 -2.38906491486166e-02	-8.08254379710496e-05		1.00555780458124e+01
2.97000000000000e+00    	-2.95525962704488e+00 	 -2.65147073577882e-04   9.99996944043795e-01 	-1.00032437535739e+01	 -1.35793259455237e-02	-8.43534166748926e-05		1.00531124532964e+01
3.00000000000000e+00    	-2.98511078429934e+00 	 -2.86903435115970e-04   9.99996690718410e-01 	-1.00001670903320e+01	 -7.05663490285996e-04	-8.50896334509690e-05		1.00500419073634e+01
3.03000000000000e+00    	-3.01496184835515e+00 	 -2.68500995395785e-04   9.99996436485923e-01 	-9.99687920519763e+00	 1.30151032908043e-02	-8.54099294961014e-05		1.00467787496053e+01
3.06000000000000e+00    	-3.04481276743783e+00 	 -2.10256511275193e-04   9.99996177958881e-01 	-9.99384487644146e+00	 2.56442057168396e-02	-8.83961478823886e-05		1.00437838013109e+01
3.09000000000000e+00    	-3.07466352294469e+00 	 -1.18283900259009e-04   9.99995903592340e-01 	-9.99152217873261e+00	 3.52896684241153e-02	-9.61543104538355e-05		1.00415019204325e+01
3.12000000000000e+00    	-3.10451414934123e+00 	 -3.94441689314162e-06   9.99995598773430e-01 	-9.99029306108223e+00	 4.03859124157591e-02	-1.08495181842202e-04		1.00402981270479e+01
3.15000000000000e+00    	-3.13436473121826e+00 	 1.17510529694743e-04   9.99995253262389e-01 	-9.99040008274615e+00	 3.99415798318250e-02	-1.22784687191405e-04		1.00404028384428e+01
3.18000000000000e+00    	-3.16421537522850e+00 	 2.28950779137146e-04   9.99994866957232e-01 	-9.99190073999657e+00	 3.37166781888070e-02	-1.35188207343617e-04		1.00418731933145e+01
3.21000000000000e+00    	-3.19406616829289e+00 	 3.13768690881917e-04   9.99994450453724e-01 	-9.99464865703610e+00	 2.22985659360270e-02	-1.42748633435416e-04		1.00445756019861e+01
3.24000000000000e+00    	-3.22391714231922e+00 	 3.58330376719238e-04   9.99994019490057e-01 	-9.99830630324741e+00	 7.06004799720146e-03	-1.45190388979419e-04		1.00481928125865e+01
3.27000000000000e+00    	-3.25376826401468e+00 	 3.54112725742720e-04   9.99993585805798e-01 	-1.00023879595717e+01	 -1.00000729639973e-02	-1.45378784365183e-04		1.00522567076443e+01
3.30000000000000e+00    	-3.28361945608768e+00 	 2.99195261514826e-04   9.99993149282356e-01 	-1.00063260653899e+01	 -2.65159244521149e-02	-1.48027117851050e-04		1.00562052705313e+01
3.33000000000000e+00    	-3.31347063931661e+00 	 1.98861606348895e-04   9.99992695995952e-01 	-1.00095503552060e+01	 -4.00793997700333e-02	-1.57210575831790e-04		1.00594584693414e+01
3.36000000000000e+00    	-3.34332177284510e+00 	 6.51889715017019e-05   9.99992203895037e-01 	-1.00115680572020e+01	 -4.85864853908057e-02	-1.73986718490429e-04		1.00615036471106e+01
3.39000000000000e+00    	-3.37317286987679e+00 	 -8.43545224478576e-05   9.99991653638885e-01 	-1.00120345468487e+01	 -5.05560709935496e-02	-1.95491116794287e-04		1.00619775254083e+01
3.42000000000000e+00    	-3.40302397867677e+00 	 -2.29146344855077e-04   9.99991038961561e-01 	-1.00108061637429e+01	 -4.53744324066959e-02	-2.16172989853595e-04		1.00607305367890e+01
3.45000000000000e+00    	-3.43287513826885e+00 	 -3.48202871924417e-04   9.99990370634604e-01 	-1.00079692697625e+01	 -3.34271683056475e-02	-2.30686747451444e-04		1.00578609223486e+01
3.48000000000000e+00    	-3.46272633405482e+00 	 -4.23166077591004e-04   9.99989671124428e-01 	-1.00038414878486e+01	 -1.60942911104429e-02	-2.36966406105529e-04		1.00537109365826e+01
3.51000000000000e+00    	-3.49257748149719e+00 	 -4.41074811424119e-04   9.99988962009575e-01 	-9.99894270550957e+00	 4.39805832302542e-03	-2.37753190084290e-04		1.00488245395920e+01
3.54000000000000e+00    	-3.52242845295228e+00 	 -3.96514977837835e-04   9.99988250552861e-01 	-9.99393575486290e+00	 2.52560221814661e-02	-2.39543626466234e-04		1.00438732467293e+01
3.57000000000000e+00    	-3.55227913924928e+00 	 -2.92800330907056e-04   9.99987522997613e-01 	-9.98954052470847e+00	 4.34938049650286e-02	-2.49286361158940e-04		1.00395623245243e+01
3.60000000000000e+00    	-3.58212951584795e+00 	 -1.41948797424939e-04   9.99986749138591e-01 	-9.98643062353024e+00	 5.63575691886392e-02	-2.70480228836138e-04		1.00365319133328e+01
3.63000000000000e+00    	-3.61197967622566e+00 	 3.66191261120035e-05   9.99985896740112e-01 	-9.98512735858352e+00	 6.17376384757398e-02	-3.00847605518549e-04		1.00352668122799e+01
3.66000000000000e+00    	-3.64182980869973e+00 	 2.18542667658742e-04   9.99984948548239e-01 	-9.98590952729533e+00	 5.85070523037862e-02	-3.33079715563513e-04		1.00360257210431e+01
3.69000000000000e+00    	-3.67168012192661e+00 	 3.77837179332641e-04   9.99983912389146e-01 	-9.98875714816255e+00	 4.67320631300715e-02	-3.58532733711551e-04		1.00387974070223e+01
3.72000000000000e+00    	-3.70153075366895e+00 	 4.90605591365236e-04   9.99982817880349e-01 	-9.99334184800679e+00	 2.77169465396904e-02	-3.72039359428615e-04		1.00432887869792e+01
3.75000000000000e+00    	-3.73138170994064e+00 	 5.38602035493422e-04   9.99981700374071e-01 	-9.99906725064391e+00	 3.86919847638900e-03	-3.75183624084221e-04		1.00489482531437e+01
3.78000000000000e+00    	-3.76123286844731e+00 	 5.12108637324753e-04   9.99980580139198e-01 	-1.00051522454330e+01	 -2.16019626355612e-02	-3.76028930920651e-04		1.00550255216225e+01
3.81000000000000e+00    	-3.79108404688821e+00 	 4.11678840310165e-04   9.99979448198297e-01 	-1.00107418647010e+01	 -4.51153829684286e-02	-3.85144152225879e-04		1.00606653968708e+01
3.84000000000000e+00    	-3.82093510089897e+00 	 2.48463578448220e-04   9.99978267392462e-01 	-1.00150270151806e+01	 -6.32177505043896e-02	-4.09866913136490e-04		1.00650267146574e+01
3.87000000000000e+00    	-3.85078599832701e+00 	 4.30391693345181e-05   9.99976989327212e-01 	-1.00173557110014e+01	 -7.30838185789738e-02	-4.49898598433832e-04		1.00674106347004e+01
3.90000000000000e+00    	-3.88063682721657e+00 	 -1.77136539538489e-04   9.99975578983920e-01 	-1.00173229221691e+01	 -7.29462347451990e-02	-4.96824090467132e-04		1.00673770132548e+01
3.93000000000000e+00    	-3.91048772993366e+00 	 -3.81328953233571e-04   9.99974033842530e-01 	-1.00148309722055e+01	 -6.23923661789189e-02	-5.38157808091041e-04		1.00648265011782e+01
3.96000000000000e+00    	-3.94033879741740e+00 	 -5.39738402462645e-04   9.99972386345025e-01 	-1.00101155351938e+01	 -4.24817247788198e-02	-5.64034753784901e-04		1.00600307177963e+01
3.99000000000000e+00    	-3.97018998328925e+00 	 -6.27771401206612e-04   9.99970686862101e-01 	-1.00037333840392e+01	 -1.56598264231784e-02	-5.73022672395998e-04		1.00536026964198e+01
4.02000000000000e+00    	-4.00004109206059e+00 	 -6.29787306247526e-04   9.99968974969966e-01 	-9.99650865438923e+00	 1.45294542762455e-02	-5.73705559780356e-04		1.00464121312764e+01
4.05000000000000e+00    	-4.02989185891875e+00 	 -5.41764788932623e-04   9.99967254149123e-01 	-9.98943692500591e+00	 4.39030667571597e-02	-5.80753464252242e-04		1.00394610360924e+01
4.08000000000000e+00    	-4.05974208758785e+00 	 -3.72437121022192e-04   9.99965484563165e-01 	-9.98355259829282e+00	 6.82130625052630e-02	-6.07187776622039e-04		1.00337418679899e+01
4.11000000000000e+00    	-4.08959177477538e+00 	 -1.42629805801186e-04   9.99963599752518e-01 	-9.97977447969826e+00	 8.37585349329096e-02	-6.56881423331880e-04		1.00301004276779e+01
4.14000000000000e+00    	-4.11944114832523e+00 	 1.17214211759601e-04   9.99961539977651e-01 	-9.97875408502396e+00	 8.79466485069854e-02	-7.21590464371371e-04		1.00291210094932e+01
4.17000000000000e+00    	-4.14929058688747e+00 	 3.71052148361580e-04   9.99959284679080e-01 	-9.98075648250336e+00	 7.97162914128430e-02	-7.84620268747603e-04		1.00310445750071e+01
4.20000000000000e+00    	-4.17914045279880e+00 	 5.82266810354210e-04   9.99956865404048e-01 	-9.98560058690319e+00	 5.97543569731246e-02	-8.29607085610803e-04		1.00357257013425e+01
4.23000000000000e+00    	-4.20899092175169e+00 	 7.18974218128234e-04   9.99954350161149e-01 	-9.99267408409778e+00	 3.04636718061390e-02	-8.49825910270008e-04		1.00426323296486e+01
4.26000000000000e+00    	-4.23884190102695e+00 	 7.58815578233558e-04   9.99951805826793e-01 	-1.00010209748084e+01	 -4.32140608894306e-03	-8.52764732732597e-04		1.00508924947148e+01
