0.00000000000000e+00    	0.00000000000000e+00 	 -1.83697019870000e-16  	-1.00000000000000e+00    -1.00000000000000e+01	 0.00000000000000e+00	0.00000000000000e+00		1.00498756211209e+01
4.22100000000000e+01    	-4.18510947063880e+01 	 -8.69138256525424e-06   8.63721680282782e-02 	-9.97238099673244e+00	 6.56019077271679e-04	-9.87386669160506e-01		1.00709143382707e+01
4.22400000000000e+01    	-4.18808011427759e+01 	 -6.04007163577920e-06   8.34306416730817e-02 	-9.97090626235769e+00	 1.08593578621078e-03	-9.87386754254941e-01		1.00694540802597e+01
4.22700000000000e+01    	-4.19105075079640e+01 	 -2.45245399697258e-06   8.04887606728600e-02 	-9.96994960562099e+00	 1.28379252831298e-03	-9.87386912695996e-01		1.00685068258461e+01
4.23000000000000e+01    	-4.19402138342857e+01 	 1.39367643822094e-06   7.75466858279913e-02 	-9.96957233984847e+00	 1.26463433513748e-03	-9.87387100961028e-01		1.00681332691774e+01
4.23300000000000e+01    	-4.19699201550173e+01 	 4.91238299332127e-06   7.46045826474008e-02 	-9.96974585313845e+00	 1.07334254668587e-03	-9.87387264821476e-01		1.00683050777659e+01
4.23600000000000e+01    	-4.19996264995043e+01 	 7.68092944874847e-06   7.16625972782929e-02 	-9.97036743889937e+00	 7.72365422694901e-04	-9.87387370895114e-01		1.00689205619776e+01
4.23900000000000e+01    	-4.20293328895241e+01 	 9.47274804312353e-06   6.87208383961130e-02 	-9.97128526193790e+00	 4.28720113413075e-04	-9.87387417928871e-01		1.00698293864308e+01
4.24200000000000e+01    	-4.20590393372787e+01 	 1.02533242986600e-05   6.57793670781297e-02 	-9.97232751788536e+00	 1.02528838688936e-04	-9.87387428108421e-01		1.00708614362264e+01
4.24500000000000e+01    	-4.20887458450995e+01 	 1.01462765380266e-05   6.28381951776487e-02 	-9.97333074758768e+00	 -1.61258953493162e-04	-9.87387429113673e-01		1.00718548521091e+01
4.24800000000000e+01    	-4.21184524066637e+01 	 9.38068011533819e-06   5.98972912940119e-02 	-9.97416299408192e+00	 -3.37113078734477e-04	-9.87387439213405e-01		1.00726789634771e+01
4.25100000000000e+01    	-4.21481590093162e+01 	 8.23192341708439e-06   5.69565923379602e-02 	-9.97473883070679e+00	 -4.19122847414477e-04	-9.87387462172087e-01		1.00732491737735e+01
4.25400000000000e+01    	-4.21778656369754e+01 	 6.96727898607747e-06   5.40160180710396e-02 	-9.97502495859831e+00	 -4.17840315551454e-04	-9.87387491303071e-01		1.00735325063868e+01
4.25700000000000e+01    	-4.22075722730866e+01 	 5.80451059257745e-06   5.10754858916830e-02 	-9.97503676179950e+00	 -3.54928301099525e-04	-9.87387517335665e-01		1.00735441943050e+01
4.26000000000000e+01    	-4.22372789031537e+01 	 4.88801086731129e-06   4.81349234942853e-02 	-9.97482763950995e+00	 -2.56966483225381e-04	-9.87387534564656e-01		1.00733371157416e+01
4.26300000000000e+01    	-4.22669855165135e+01 	 4.28300842514400e-06   4.51942777190959e-02 	-9.97447389890513e+00	 -1.49686682452006e-04	-9.87387542662772e-01		1.00729868331966e+01
4.26600000000000e+01    	-4.22966921071875e+01 	 3.98502527838246e-06   4.22535187829635e-02 	-9.97405837611723e+00	 -5.36068754119851e-05	-9.87387544873345e-01		1.00725753735993e+01
4.26900000000000e+01    	-4.23263986738235e+01 	 3.93951878064481e-06   3.93126399695504e-02 	-9.97365575142922e+00	 1.84006260169516e-05	-9.87387545021174e-01		1.00721766869142e+01
4.27200000000000e+01    	-4.23561052188925e+01 	 4.06574809164545e-06   3.63716536142410e-02 	-9.97332183132835e+00	 6.15377855965034e-05	-9.87387545473674e-01		1.00718460333741e+01
4.27500000000000e+01    	-4.23858117474101e+01 	 4.27931935587861e-06   3.34305847306115e-02 	-9.97308805617880e+00	 7.78415228916102e-05	-9.87387546774964e-01		1.00716145453389e+01
4.27800000000000e+01    	-4.24155182654958e+01 	 4.50929652810097e-06   3.04894638297231e-02 	-9.97296137211252e+00	 7.38829845923283e-05	-9.87387548411947e-01		1.00714891007172e+01
4.28100000000000e+01    	-4.24452247790593e+01 	 4.70776240280691e-06   2.75483203775737e-02 	-9.97292859506118e+00	 5.81141741305213e-05	-9.87387549752809e-01		1.00714566443476e+01
4.28400000000000e+01    	-4.24749312928338e+01 	 4.85176946335569e-06   2.46071779743458e-02 	-9.97296367098355e+00	 3.85070907358502e-05	-9.87387550536745e-01		1.00714913771097e+01
4.28700000000000e+01    	-4.25046378098677e+01 	 4.93928443903206e-06   2.16660518204793e-02 	-9.97303590742649e+00	 2.09386673084911e-05	-9.87387550860801e-01		1.00715629068607e+01
4.29000000000000e+01    	-4.25343443314770e+01 	 4.98170497226701e-06   1.87249484797097e-02 	-9.97311734093462e+00	 8.51515505615897e-06	-9.87387550945911e-01		1.00716435437264e+01
4.29300000000000e+01    	-4.25640508575658e+01 	 4.99570946155286e-06   1.57838674741358e-02 	-9.97318785285336e+00	 1.76995945644377e-06	-9.87387550955590e-01		1.00717133658622e+01
4.29600000000000e+01    	-4.25937573871585e+01 	 4.99668492575600e-06   1.28428039392474e-02 	-9.97323732779268e+00	 -5.31237060439315e-07	-9.87387550955666e-01		1.00717623568202e+01
4.29900000000000e+01    	-4.26234639189708e+01 	 4.99500523043880e-06   9.90175147236034e-03 	-9.97326490306026e+00	 -3.46005291395071e-07	-9.87387550956529e-01		1.00717896623389e+01
4.30200000000000e+01    	-4.26531704518695e+01 	 4.99532158805039e-06   6.96070442223485e-03 	-9.97327601979874e+00	 5.69065920697692e-07	-9.87387550956428e-01		1.00718006703308e+01
4.30500000000000e+01    	-4.26828769851234e+01 	 4.99808993590353e-06   4.01965914327105e-03 	-9.97327842320460e+00	 1.20567846865135e-06	-9.87387550955807e-01		1.00718030502260e+01
4.30800000000000e+01    	-4.27125835184238e+01 	 5.00202569481984e-06   1.07861409621837e-03 	-9.97327839073408e+00	 1.37780851837083e-06	-9.87387550955582e-01		1.00718030180731e+01
4.31100000000000e+01    	-4.27422900517199e+01 	 5.00614541064710e-06   -1.86243097247246e-03 	-9.97327828271223e+00	 1.39520753738224e-06	-9.87387550955557e-01		1.00718029111080e+01
4.31400000000000e+01    	-4.27719965849674e+01 	 5.01048104212747e-06   -4.80347628311534e-03 	-9.97327606665543e+00	 1.53993490374958e-06	-9.87387550955289e-01		1.00718007167292e+01
4.31700000000000e+01    	-4.28017031179104e+01 	 5.01526496753366e-06   -7.74452311255931e-03 	-9.97326687691756e+00	 1.60655398713925e-06	-9.87387550954773e-01		1.00717916168874e+01
4.32000000000000e+01    	-4.28314096500001e+01 	 5.01913622651128e-06   -1.06855741965027e-02 	-9.97324607708535e+00	 7.36084056663433e-07	-9.87387550954792e-01		1.00717710205246e+01
4.32300000000000e+01    	-4.28611161805126e+01 	 5.01745889368727e-06   -1.36266331444855e-02 	-9.97321283559499e+00	 -2.33443346267852e-06	-9.87387550953521e-01		1.00717381042132e+01
4.32600000000000e+01    	-4.28908227088595e+01 	 5.00198255034140e-06   -1.65677028908822e-02 	-9.97317301639534e+00	 -8.63948133614605e-06	-9.87387550931971e-01		1.00716986745418e+01
4.32900000000000e+01    	-4.29205292350187e+01 	 4.96273928446383e-06   -1.95087835452419e-02 	-9.97314028270454e+00	 -1.81585637493410e-05	-9.87387550834762e-01		1.00716662610701e+01
4.33200000000000e+01    	-4.29502357599595e+01 	 4.89232795709304e-06   -2.24498702740495e-02 	-9.97313470229779e+00	 -2.90950589807019e-05	-9.87387550580797e-01		1.00716607352544e+01
4.33500000000000e+01    	-4.29799422859099e+01 	 4.79177945964558e-06   -2.53909519680387e-02 	-9.97317875020958e+00	 -3.75875314990603e-05	-9.87387550137131e-01		1.00717043522539e+01
4.33800000000000e+01    	-4.30096488163290e+01 	 4.67630505087490e-06   -2.83320113792184e-02 	-9.97329129999858e+00	 -3.81079113568089e-05	-9.87387549619013e-01		1.00718158009975e+01
4.34100000000000e+01    	-4.30393553555009e+01 	 4.57869763041640e-06   -3.12730271462618e-02 	-9.97348082163516e+00	 -2.46359170167073e-05	-9.87387549276539e-01		1.00720034686550e+01
4.34400000000000e+01    	-4.30690619077497e+01 	 4.54821442356813e-06   -3.42139777079780e-02 	-9.97373941113149e+00	 7.52456965807693e-06	-9.87387549219104e-01		1.00722595287039e+01
4.34700000000000e+01    	-4.30987684763736e+01 	 4.64351839714577e-06   -3.71548466143533e-02 	-9.97403934967508e+00	 5.96505291202691e-05	-9.87387548922253e-01		1.00725565336806e+01
4.35000000000000e+01    	-4.31284750624891e+01 	 4.91961890488832e-06   -4.00956282901456e-02 	-9.97433357725791e+00	 1.27762624096546e-04	-9.87387546891292e-01		1.00728478840144e+01
4.35300000000000e+01    	-4.31581816640352e+01 	 5.41047520758243e-06   -4.30363329971754e-02 	-9.97456079544638e+00	 2.01644083127159e-04	-9.87387541031338e-01		1.00730728806507e+01
4.35600000000000e+01    	-4.31878882752074e+01 	 6.11061871662825e-06   -4.59769896668683e-02 	-9.97465499255861e+00	 2.65230071199639e-04	-9.87387529963365e-01		1.00731661569364e+01
4.35900000000000e+01    	-4.32175948865432e+01 	 6.96036424602435e-06   -4.89176454808858e-02 	-9.97455818091408e+00	 2.98649105889436e-04	-9.87387514705566e-01		1.00730702915163e+01
4.36200000000000e+01    	-4.32473014857892e+01 	 7.83951652589357e-06   -5.18583615574495e-02 	-9.97423425089454e+00	 2.81848327128485e-04	-9.87387499312299e-01		1.00727495275597e+01
4.36500000000000e+01    	-4.32770080595356e+01 	 8.57368117591801e-06   -5.47992047915909e-02 	-9.97368127518970e+00	 1.99331703599560e-04	-9.87387489062326e-01		1.00722019574847e+01
4.36800000000000e+01    	-4.33067145954508e+01 	 8.95532636661519e-06   -5.77402366897223e-02 	-9.97293948915996e+00	 4.51693231886416e-05	-9.87387486141178e-01		1.00714674255679e+01
4.37100000000000e+01    	-4.33364210847966e+01 	 8.77883658246966e-06   -6.06815007922134e-02 	-9.97209260395734e+00	 -1.72813655346563e-04	-9.87387485014730e-01		1.00706288273041e+01
4.37400000000000e+01    	-4.33661275247966e+01 	 7.88542239139058e-06   -6.36230108407729e-02 	-9.97126105678956e+00	 -4.30811819410492e-04	-9.87387471305705e-01		1.00698054234796e+01
4.37700000000000e+01    	-4.33958339203850e+01 	 6.21055486564883e-06   -6.65647420819936e-02 	-9.97058714725198e+00	 -6.89730419961477e-04	-9.87387427178363e-01		1.00691381194233e+01
4.38000000000000e+01    	-4.34255402848956e+01 	 3.82431812321279e-06   -6.95066279060460e-02 	-9.97021354313180e+00	 -8.99309196406598e-04	-9.87387342430436e-01		1.00687681802889e+01
4.38300000000000e+01    	-4.34552466393746e+01 	 9.54400286321743e-07   -7.24485633695206e-02 	-9.97025809804433e+00	 -1.00556609953981e-03	-9.87387225387056e-01		1.00688122976665e+01
4.38600000000000e+01    	-4.34849530104034e+01 	 -2.01716076613001e-06   -7.53904161024124e-02 	-9.97078902392355e+00	 -9.60723769847636e-04	-9.87387104884171e-01		1.00693380108861e+01
4.38900000000000e+01    	-4.35146594265778e+01 	 -4.58879205401784e-06   -7.83320438042269e-02 	-9.97180495393674e+00	 -7.34100580032275e-04	-9.87387017464767e-01		1.00703439713110e+01
4.39200000000000e+01    	-4.35443659140625e+01 	 -6.20569412219530e-06   -8.12733162205557e-02 	-9.97322415075763e+00	 -3.21961492269045e-04	-9.87386982647675e-01		1.00717492581188e+01
4.39500000000000e+01    	-4.35740724918771e+01 	 -6.35120644217302e-06   -8.42141384152957e-02 	-9.97488602387521e+00	 2.45834156587480e-04	-9.87386979451886e-01		1.00733948744664e+01
4.39800000000000e+01    	-4.36037791677061e+01 	 -4.65060386980812e-06   -8.71544715400361e-02 	-9.97656633019988e+00	 9.04296996945010e-04	-9.87386941977159e-01		1.00750587855267e+01
4.40100000000000e+01    	-4.36334859350258e+01 	 -9.69985521357824e-07   -9.00943472921483e-02 	-9.97800519974757e+00	 1.55811956461342e-03	-9.87386785015254e-01		1.00764836553804e+01
4.40400000000000e+01    	-4.36631927721909e+01 	 4.50918192296500e-06   -9.30338728775824e-02 	-9.97894481163560e+00	 2.09305567870755e-03	-9.87386453150660e-01		1.00774141495930e+01
4.40700000000000e+01    	-4.36928996438453e+01 	 1.12580582518457e-05   -9.59732244806295e-02 	-9.97917154505636e+00	 2.39288305588686e-03	-9.87385967549549e-01		1.00776386867394e+01
4.41000000000000e+01    	-4.37226065046705e+01 	 1.84243903782484e-05   -9.89126288445172e-02 	-9.97855611421085e+00	 2.35977565096124e-03	-9.87385436919639e-01		1.00770292097442e+01
4.41300000000000e+01    	-4.37523133051275e+01 	 2.49180146759771e-05   -1.01852334394323e-01 	-9.97708483846429e+00	 1.93495484065210e-03	-9.87385012374743e-01		1.00755721813020e+01
4.41600000000000e+01    	-4.37820199985271e+01 	 2.95534845853454e-05   -1.04792575169042e-01 	-9.97487593183436e+00	 1.11595856364114e-03	-9.87384797789499e-01		1.00733847260867e+01
4.41900000000000e+01    	-4.38117265485278e+01 	 3.12346479772470e-05   -1.07733532421771e-01 	-9.97217649112681e+00	 -3.30913922461768e-05	-9.87384761552010e-01		1.00707116252340e+01
4.42200000000000e+01    	-4.38414329359976e+01 	 2.91561295663017e-05   -1.10675299809447e-01 	-9.96933853137470e+00	 -1.38116232435468e-03	-9.87384709528939e-01		1.00679015303773e+01
4.42500000000000e+01    	-4.38711391641204e+01 	 2.29894961723532e-05   -1.13617858331221e-01 	-9.96677562851738e+00	 -2.74156265427377e-03	-9.87384356637983e-01		1.00653639682382e+01
4.42800000000000e+01    	-4.39008452606920e+01 	 1.30191381537453e-05   -1.16561066355989e-01 	-9.96490503460920e+00	 -3.89462091661735e-03	-9.87383479784018e-01		1.00635119939811e+01
4.43100000000000e+01    	-4.39305512767955e+01 	 1.95956234515061e-07   -1.19504668144731e-01 	-9.96408301025653e+00	 -4.61959186620832e-03	-9.87382075427039e-01		1.00626981937643e+01
4.43400000000000e+01    	-4.39602572815123e+01 	 -1.39136214720427e-05   -1.22448321427127e-01 	-9.96454304543740e+00	 -4.73161562597775e-03	-9.87380419549603e-01		1.00631536103486e+01
4.43700000000000e+01    	-4.39899633529978e+01 	 -2.72905689217673e-05   -1.25391641323142e-01 	-9.96634716861683e+00	 -4.11803901251294e-03	-9.87378963279659e-01		1.00649396451628e+01
4.44000000000000e+01    	-4.40196695670361e+01 	 -3.77264751928777e-05   -1.28334254881312e-01 	-9.96935941581761e+00	 -2.76771454075788e-03	-9.87378087070769e-01		1.00679218465790e+01
4.44300000000000e+01    	-4.40493759848613e+01 	 -4.31559425749006e-05   -1.31275858391559e-01 	-9.97324776268963e+00	 -7.87277974086345e-04	-9.87377834768183e-01		1.00717717678863e+01
4.44600000000000e+01    	-4.40790826423789e+01 	 -4.20109702005566e-05   -1.34216268841219e-01 	-9.97751674816666e+00	 1.60006720097576e-03	-9.87377793011142e-01		1.00759991031308e+01
4.44900000000000e+01    	-4.41087895427663e+01 	 -3.35408349356037e-05   -1.37155461479908e-01 	-9.98156825514876e+00	 4.07523065758578e-03	-9.87377228833097e-01		1.00800116682332e+01
4.45200000000000e+01    	-4.41384966537973e+01 	 -1.80407238664262e-05   -1.40093587185297e-01 	-9.98478324664039e+00	 6.26226356874052e-03	-9.87375460532494e-01		1.00831962193740e+01
4.45500000000000e+01    	-4.41682039103271e+01 	 3.05840395713711e-06   -1.43030965782021e-01 	-9.98661347386055e+00	 7.78144526703838e-03	-9.87372283420843e-01		1.00850093333249e+01
4.45800000000000e+01    	-4.41979112214877e+01 	 2.72688068504060e-05   -1.45968054328089e-01 	-9.98666990990893e+00	 8.30941489530631e-03	-9.87368197159564e-01		1.00850652398791e+01
4.46100000000000e+01    	-4.42276184815556e+01 	 5.13006721144108e-05   -1.48905392477940e-01 	-9.98479429231410e+00	 7.63750526973131e-03	-9.87364248856964e-01		1.00832070072589e+01
4.46400000000000e+01    	-4.42573255832281e+01 	 7.14734273568227e-05   -1.51843530282938e-01 	-9.98110176470237e+00	 5.71881061463033e-03	-9.87361503676108e-01		1.00795489919481e+01
4.46700000000000e+01    	-4.42870324320560e+01 	 8.42388135098274e-05   -1.54782947024290e-01 	-9.97598602048245e+00	 2.69525456815936e-03	-9.87360387416660e-01		1.00744818665725e+01
4.47000000000000e+01    	-4.43167389607581e+01 	 8.67485078595741e-05   -1.57723972432386e-01 	-9.97008320019599e+00	 -1.10196705385140e-03	-9.87360277463377e-01		1.00686364792197e+01
4.47300000000000e+01    	-4.43464451418680e+01 	 7.73832833361319e-05   -1.60666723157347e-01 	-9.96419655516587e+00	 -5.18183967034472e-03	-9.87359646823439e-01		1.00628086990471e+01
4.47600000000000e+01    	-4.43761509966731e+01 	 5.61549191371909e-05   -1.63611066738908e-01 	-9.95918989985789e+00	 -8.95183729042193e-03	-9.87356790549424e-01		1.00578535000599e+01
4.47900000000000e+01    	-4.44058565980221e+01 	 2.48995981542744e-05   -1.66556622008659e-01 	-9.95586333426092e+00	 -1.17992569305752e-02	-9.87350810563386e-01		1.00545619286006e+01
4.48200000000000e+01    	-4.44355620648376e+01 	 -1.27956825601054e-05   -1.69502799024412e-01 	-9.95482872641532e+00	 -1.31852011808230e-02	-9.87342307088920e-01		1.00535383648326e+01
4.48500000000000e+01    	-4.44652675474758e+01 	 -5.19548680846031e-05   -1.72448874420983e-01 	-9.95640412260026e+00	 -1.27373766136613e-02	-9.87333293106586e-01		1.00550968331971e+01
4.48800000000000e+01    	-4.44949732053356e+01 	 -8.68367801984035e-05   -1.75394091304498e-01 	-9.96054494522625e+00	 -1.03263865264347e-02	-9.87326232498193e-01		1.00591935725241e+01
4.49100000000000e+01    	-4.45246791806413e+01 	 -1.11746580121363e-04   -1.78337768369412e-01 	-9.96682537242316e+00	 -6.11128739461009e-03	-9.87322624457869e-01		1.00654086512659e+01
4.49400000000000e+01    	-4.45543855739757e+01 	 -1.21920290899100e-04   -1.81279401821110e-01 	-9.97447615660644e+00	 -5.43968450192492e-04	-9.87321913492719e-01		1.00729826494179e+01
4.49700000000000e+01    	-4.45840924270168e+01 	 -1.14346177437249e-04   -1.84218745715891e-01 	-9.98247647514883e+00	 5.67209731482339e-03	-9.87321442291740e-01		1.00809063273099e+01
4.50000000000000e+01    	-4.46137997158677e+01 	 -8.83882688704580e-05   -1.87155860211633e-01 	-9.98968877031681e+00	 1.16660283055286e-02	-9.87317652534799e-01		1.00880530317310e+01
4.50300000000000e+01    	-4.46435073552132e+01 	 -4.61015405684471e-05   -1.90091121438518e-01 	-9.99501848950305e+00	 1.65169040289075e-02	-9.87308020953434e-01		1.00933366406687e+01
4.50600000000000e+01    	-4.46732152107020e+01 	 7.83010104126043e-06   -1.93025190367537e-01 	-9.99757634570901e+00	 1.93888925687414e-02	-9.87292698788658e-01		1.00958731960399e+01
4.50900000000000e+01    	-4.47029231157254e+01 	 6.65506404124765e-05   -1.95958941335232e-01 	-9.99681972069611e+00	 1.96651605339450e-02	-9.87274838848001e-01		1.00951227260524e+01
4.51200000000000e+01    	-4.47326308895340e+01 	 1.21847738857353e-04   -1.98893354671011e-01 	-9.99265205494140e+00	 1.70606168888304e-02	-9.87259209417316e-01		1.00909893916480e+01
4.51500000000000e+01    	-4.47623383556991e+01 	 1.65241401243979e-04   -2.01829382973832e-01 	-9.98546402389002e+00	 1.16951704995379e-02	-9.87249634948654e-01		1.00838628705036e+01
4.51800000000000e+01    	-4.47920453617831e+01 	 1.89215991842562e-04   -2.04767806848557e-01 	-9.97610734123948e+00	 4.11324311914927e-03	-9.87246575249799e-01		1.00745913268501e+01
4.52100000000000e+01    	-4.48217518012435e+01 	 1.88432742463329e-04   -2.07709101810412e-01 	-9.96580050364829e+00	 -4.75848519286746e-03	-9.87246287304337e-01		1.00643856023850e+01
4.52400000000000e+01    	-4.48514576364031e+01 	 1.60741576009849e-04   -2.10653341009636e-01 	-9.95597502849916e+00	 -1.37150795219294e-02	-9.87242323707765e-01		1.00546643045516e+01
4.52700000000000e+01    	-4.48811629176184e+01 	 1.07814724291602e-04   -2.13600155841054e-01 	-9.94807990204897e+00	 -2.14298581111471e-02	-9.87228867265994e-01		1.00468589027981e+01
4.53000000000000e+01    	-4.49108677907552e+01 	 3.52575182136061e-05   -2.16548767296295e-01 	-9.94336987504676e+00	 -2.66448225565690e-02	-9.87204223297169e-01		1.00422052656303e+01
4.53300000000000e+01    	-4.49405724853214e+01 	 -4.78826028483624e-05   -2.19498086645772e-01 	-9.94270838305974e+00	 -2.83685714041923e-02	-9.87172414941273e-01		1.00415518792282e+01
4.53600000000000e+01    	-4.49702772804473e+01 	 -1.30194211027833e-04   -2.22446868889798e-01 	-9.94641661746743e+00	 -2.60507878533568e-02	-9.87141632366370e-01		1.00452143219610e+01
4.53900000000000e+01    	-4.49999824541091e+01 	 -1.99446457132193e-04   -2.25393891606904e-01 	-9.95419552442081e+00	 -1.97029759536349e-02	-9.87119987901771e-01		1.00529002092021e+01
4.54200000000000e+01    	-4.50296882287633e+01 	 -2.44384610320407e-04   -2.28338128991493e-01 	-9.96513732538171e+00	 -9.94148293410172e-03	-9.87110718285251e-01		1.00637194077017e+01
4.54500000000000e+01    	-4.50593947294876e+01 	 -2.56501856025774e-04   -2.31278896014478e-01 	-9.97782911638336e+00	 2.05973730953321e-03	-9.87109602551691e-01		1.00762822253902e+01
4.54800000000000e+01    	-4.50891019665228e+01 	 -2.31504605531209e-04   -2.34215947112758e-01 	-9.99053603975463e+00	 1.47048351483724e-02	-9.87106401752680e-01		1.00888753407996e+01
4.55100000000000e+01    	-4.51188098444009e+01 	 -1.70232607152614e-04   -2.37149522571929e-01 	-1.00014386180374e+01	 2.61841391885180e-02	-9.87089974279646e-01		1.00996933941995e+01
4.55400000000000e+01    	-4.51485181894970e+01 	 -7.88778990108089e-05   -2.40080340453035e-01 	-1.00088905649656e+01	 3.47268870504297e-02	-9.87054540253481e-01		1.01070951793073e+01
4.55700000000000e+01    	-4.51782267822108e+01 	 3.15526255421292e-05   -2.43009532733270e-01 	-1.00116607801001e+01	 3.88638031629937e-02	-9.87003628521629e-01		1.01098485712549e+01
4.56000000000000e+01    	-4.52079353818889e+01 	 1.46486656505520e-04   -2.45938524607650e-01 	-1.00091258692413e+01	 3.76626301496050e-02	-9.86949180093811e-01		1.01073284217004e+01
4.56300000000000e+01    	-4.52376437408296e+01 	 2.49616255505450e-04   -2.48868859780864e-01 	-1.00013860997679e+01	 3.09022453911303e-02	-9.86905737341664e-01		1.00996367162289e+01
4.56600000000000e+01    	-4.52673516136683e+01 	 3.25104090336359e-04   -2.51801984317807e-01 	-9.98928677579312e+00	 1.91573519409825e-02	-9.86882409935993e-01		1.00876238125839e+01
4.56900000000000e+01    	-4.52970587743143e+01 	 3.59903610812899e-04   -2.54739015801260e-01 	-9.97433763668575e+00	 3.77528224798027e-03	-9.86876901650290e-01		1.00728025674274e+01
4.57200000000000e+01    	-4.53267650501779e+01 	 3.45887021120847e-04   -2.57680537990575e-01 	-9.95853464409823e+00	 -1.32611578526396e-02	-9.86875288015637e-01		1.00571621718111e+01
4.57500000000000e+01    	-4.53564703723988e+01 	 2.81455348847312e-04   -2.60626466712580e-01 	-9.94410122234888e+00	 -2.95759940205093e-02	-9.86858465853895e-01		1.00429036384589e+01
4.57800000000000e+01    	-4.53861748259641e+01 	 1.72326357897281e-04   -2.63576024467135e-01 	-9.93317897370373e+00	 -4.27222860835282e-02	-9.86812469039714e-01		1.00321318056737e+01
4.58100000000000e+01    	-4.54158786735636e+01 	 3.12762993160765e-05   -2.66527838358118e-01 	-9.92750933045185e+00	 -5.05430946289723e-02	-9.86737163482827e-01		1.00265470796492e+01
4.58400000000000e+01    	-4.54455823300196e+01 	 -1.23242948261163e-04   -2.69480144832439e-01 	-9.92815457642214e+00	 -5.15181426391365e-02	-9.86647989191285e-01		1.00271821399099e+01
4.58700000000000e+01    	-4.54752862822948e+01 	 -2.69495185842764e-04   -2.72431057275575e-01 	-9.93530585154580e+00	 -4.50390207256550e-02	-9.86568812395481e-01		1.00342238812346e+01
4.59000000000000e+01    	-4.55049909760619e+01 	 -3.85541378685898e-04   -2.75378840513682e-01 	-9.94821507274768e+00	 -3.15624190669702e-02	-9.86519012329666e-01		1.00469497401763e+01
4.59300000000000e+01    	-4.55346967092754e+01 	 -4.52538687852823e-04   -2.78322144189636e-01 	-9.96526796744971e+00	 -1.26084002774447e-02	-9.86501742333662e-01		1.00637920448738e+01
4.59600000000000e+01    	-4.55644035734179e+01 	 -4.57724359411862e-04   -2.81260168728396e-01 	-9.98419078776868e+00	 9.40405246727913e-03	-9.86500350870517e-01		1.00825263235479e+01
4.59900000000000e+01    	-4.55941114620033e+01 	 -3.96602665010269e-04   -2.84192760069254e-01 	-1.00023599713629e+01	 3.14647803777078e-02	-9.86485824366555e-01		1.01005618314430e+01
4.60200000000000e+01    	-4.56238201343617e+01 	 -2.73994571510403e-04   -2.87120440704486e-01 	-1.00171677541847e+01	 5.03809649564885e-02	-9.86431981233929e-01		1.01152971340791e+01
4.60500000000000e+01    	-4.56535292980156e+01 	 -1.03796147957899e-04   -2.90044381544794e-01 	-1.00263904319851e+01	 6.32291529513395e-02	-9.86330477235038e-01		1.01244926209024e+01
4.60800000000000e+01    	-4.56832386683035e+01 	 9.25254912570088e-05   -2.92966308275111e-01 	-1.00285089975244e+01	 6.77884317238984e-02	-9.86197188272721e-01		1.01266071751135e+01
4.61100000000000e+01    	-4.57129479813812e+01 	 2.88521304315708e-04   -2.95888328791276e-01 	-1.00229411811366e+01	 6.28956869081389e-02	-9.86065652792923e-01		1.01210489209159e+01
4.61400000000000e+01    	-4.57426569669582e+01 	 4.56148017653950e-04   -2.98812674708602e-01 	-1.00101559458517e+01	 4.86731710614656e-02	-9.85969988471709e-01		1.01082999538012e+01
4.61700000000000e+01    	-4.57723653145854e+01 	 5.69585399822355e-04   -3.01741372288710e-01 	-9.99165391339392e+00	 2.65919333899321e-02	-9.85925680117002e-01		1.00898912037086e+01
4.62000000000000e+01    	-4.58020726771503e+01 	 6.09042959412452e-04   -3.04675889955403e-01 	-9.96980964451718e+00	 -6.48721263409698e-04	-9.85918700558505e-01		1.00682242949220e+01
4.62300000000000e+01    	-4.58317787395487e+01 	 5.64055321208626e-04   -3.07616837160855e-01 	-9.94758532266010e+00	 -2.94253014482043e-02	-9.85910056703905e-01		1.00462599130163e+01
4.62600000000000e+01    	-4.58614833430213e+01 	 4.35738244039448e-04   -3.10563796740522e-01 	-9.92814157819471e+00	 -5.56530298256675e-02	-9.85855095355402e-01		1.00271133795049e+01
4.62900000000000e+01    	-4.58911866133083e+01 	 2.37524869510516e-04   -3.13515349417785e-01 	-9.91438977393399e+00	 -7.53559890554334e-02	-9.85728355769602e-01		1.00136139083720e+01
4.63200000000000e+01    	-4.59208890187206e+01 	 -5.93567832125771e-06   -3.16469297406857e-01 	-9.90854784974410e+00	 -8.52676701397228e-02	-9.85540235911602e-01		1.00078909178128e+01
4.63500000000000e+01    	-4.59505913025696e+01 	 -2.61749361440056e-04   -3.19423033041241e-01 	-9.91177251869654e+00	 -8.33684642112621e-02	-9.85334711327924e-01		1.00110473606192e+01
4.63800000000000e+01    	-4.59802942920013e+01 	 -4.93286788376895e-04   -3.22373956261695e-01 	-9.92393716629265e+00	 -6.92661128576995e-02	-9.85167285729444e-01		1.00229676870569e+01
4.64100000000000e+01    	-4.60099986535491e+01 	 -6.65556488305765e-04   -3.25319843072081e-01 	-9.94360353286289e+00	 -4.43448603154402e-02	-9.85074093695916e-01		1.00422900105240e+01
4.64400000000000e+01    	-4.60397047026665e+01 	 -7.50554468803095e-04   -3.28259105177750e-01 	-9.96819935890420e+00	 -1.16468114267362e-02	-9.85049429135436e-01		1.00665513700033e+01
