0.00000000000000e+00    	0.00000000000000e+00 	 -4.04508497190000e+00  	-2.93892626150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.43456909853128e-13 	 -4.04508497190153e+00   -2.93892626150000e+00 	4.08396331359669e-11	 -2.43084265485434e-10	2.57554634584762e-21		1.00000000000000e+00
6.00000000000000e-02    	7.97605328466004e-12 	 -4.04508497193730e+00   -2.93892626150000e+00 	6.68599801817378e-10	 -2.71010579466580e-09	5.80899386298884e-19		1.00000000000000e+00
9.00000000000000e-02    	6.09466837172783e-11 	 -4.04508497209067e+00   -2.93892626150000e+00 	3.38132289249890e-09	 -7.45535067705873e-09	1.06332620941578e-17		1.00000000000000e+00
1.20000000000000e-01    	2.54082735693586e-10 	 -4.04508497230282e+00   -2.93892626150000e+00 	1.04235753060898e-08	 -3.33722673691230e-09	4.64213710592030e-17		1.00000000000000e+00
1.50000000000000e-01    	7.54025735458316e-10 	 -4.04508497189770e+00   -2.93892626150000e+00 	2.42102764036960e-08	 4.10167376575773e-08	-1.42397076357970e-16		1.00000000000000e+00
1.80000000000000e-01    	1.79204143592576e-09 	 -4.04508496886593e+00   -2.93892626150000e+00 	4.64742699379476e-08	 1.83979750334911e-07	-2.48615995510084e-15		1.00000000000002e+00
2.10000000000000e-01    	3.62837830950122e-09 	 -4.04508495899859e+00   -2.93892626150000e+00 	7.72342331106942e-08	 5.13934099829927e-07	-1.45195707941593e-14		1.00000000000014e+00
2.40000000000000e-01    	6.48452601938583e-09 	 -4.04508493500244e+00   -2.93892626150000e+00 	1.13709950015033e-07	 1.14733933543873e-06	-5.65375616838499e-14		1.00000000000066e+00
2.70000000000000e-01    	1.04439628934136e-08 	 -4.04508488575691e+00   -2.93892626150000e+00 	1.49331777607889e-07	 2.22113305772491e-06	-1.69811745725029e-13		1.00000000000248e+00
3.00000000000000e-01    	1.53265256541191e-08 	 -4.04508479588706e+00   -2.93892626150001e+00 	1.72998163105894e-07	 3.87928981126400e-06	-4.18387262648932e-13		1.00000000000754e+00
3.30000000000000e-01    	2.05460815131444e-08 	 -4.04508464582267e+00   -2.93892626150003e+00 	1.68728092057405e-07	 6.25397649416119e-06	-8.70813789322160e-13		1.00000000001957e+00
3.60000000000000e-01    	2.49653060592370e-08 	 -4.04508441249115e+00   -2.93892626150007e+00 	1.15834145379800e-07	 9.44236871057814e-06	-1.54465030982565e-12		1.00000000004459e+00
3.90000000000000e-01    	2.67646539561305e-08 	 -4.04508407075117e+00   -2.93892626150012e+00 	-1.02927002821104e-08	 1.34807815174535e-05	-2.30038155939205e-12		1.00000000009087e+00
4.20000000000000e-01    	2.33446796499946e-08 	 -4.04508359561609e+00   -2.93892626150020e+00 	-2.36741335305053e-07	 1.83182703586257e-05	-2.68647479620561e-12		1.00000000016781e+00
4.50000000000000e-01    	1.12814215246352e-08 	 -4.04508296524619e+00   -2.93892626150027e+00 	-5.90991083742519e-07	 2.37922277246949e-05	-1.76454224149834e-12		1.00000000028321e+00
4.80000000000000e-01    	-1.36465961989070e-08 	 -4.04508216460903e+00   -2.93892626150028e+00 	-1.09824307778380e-06	 2.96086993533562e-05	2.02153610050103e-12		1.00000000043894e+00
