0.00000000000000e+00    	0.00000000000000e+00 	 2.93892626150000e+00  	-4.04508497190000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.57434032387859e-13 	 2.93892626149722e+00   -4.04508497190000e+00 	2.57413565016820e-11	 -4.69760864162333e-10	-2.16536763578555e-21		1.00000000000000e+00
6.00000000000000e-02    	4.51968005921639e-12 	 2.93892626140579e+00   -4.04508497190000e+00 	3.58081294310719e-10	 -7.99806928515279e-09	-1.46431855265275e-19		1.00000000000000e+00
9.00000000000000e-02    	2.98288019879450e-11 	 2.93892626075728e+00   -4.04508497190000e+00 	1.49907653850424e-09	 -4.19625488767872e-08	7.92406570458817e-18		1.00000000000000e+00
1.20000000000000e-01    	1.04792263140367e-10 	 2.93892625830869e+00   -4.04508497190000e+00 	3.64103755204678e-09	 -1.34115313337729e-07	1.97779129422064e-16		1.00000000000001e+00
1.50000000000000e-01    	2.51228063210556e-10 	 2.93892625173928e+00   -4.04508497190000e+00 	6.02370572502722e-09	 -3.23313056635784e-07	1.83620533083942e-15		1.00000000000005e+00
1.80000000000000e-01    	4.45973267980759e-10 	 2.93892623756889e+00   -4.04508497190000e+00 	6.31236791018057e-09	 -6.46122522871786e-07	1.02670125180731e-14		1.00000000000021e+00
2.10000000000000e-01    	5.65787791859449e-10 	 2.93892621140955e+00   -4.04508497190000e+00 	1.03737349232959e-10	 -1.12418888402756e-06	4.11541953487009e-14		1.00000000000063e+00
2.40000000000000e-01    	3.20630078234708e-10 	 2.93892616862809e+00   -4.04508497190000e+00 	-1.93393124521383e-08	 -1.74972505067363e-06	1.29244815867122e-13		1.00000000000153e+00
2.70000000000000e-01    	-8.16500467896841e-10 	 2.93892610545107e+00   -4.04508497189999e+00 	-6.10390102848907e-08	 -2.47084544019545e-06	3.34801461469710e-13		1.00000000000305e+00
3.00000000000000e-01    	-3.67276132748739e-09 	 2.93892602048785e+00   -4.04508497189998e+00 	-1.35879978729589e-07	 -3.17869308342630e-06	7.38003605960060e-13		1.00000000000506e+00
3.30000000000000e-01    	-9.41998808574183e-09 	 2.93892591658777e+00   -4.04508497189994e+00 	-2.55785349410715e-07	 -3.69836847581350e-06	1.40941794156352e-12		1.00000000000687e+00
3.60000000000000e-01    	-1.95885669621320e-08 	 2.93892580288852e+00   -4.04508497189989e+00 	-4.32502565992975e-07	 -3.78554805805351e-06	2.34957186672816e-12		1.00000000000726e+00
3.90000000000000e-01    	-3.60396195237344e-08 	 2.93892569686028e+00   -4.04508497189980e+00 	-6.76050393108958e-07	 -3.13037821316750e-06	3.40632373312388e-12		1.00000000000513e+00
4.20000000000000e-01    	-6.08866145321538e-08 	 2.93892562610928e+00   -4.04508497189969e+00 	-9.92918892201474e-07	 -1.36975906451764e-06	4.20524318755259e-12		1.00000000000143e+00
4.50000000000000e-01    	-9.63608383760012e-08 	 2.93892562967992e+00   -4.04508497189956e+00 	-1.38415086261586e-06	 1.89148399676413e-06	4.16008931510923e-12		1.00000000000275e+00
4.80000000000000e-01    	-1.44619483575316e-07 	 2.93892575859023e+00   -4.04508497189945e+00 	-1.84346345485935e-06	 7.05076756977715e-06	2.65590066477610e-12		1.00000000002656e+00
5.10000000000000e-01    	-2.07500215848386e-07 	 2.93892607535420e+00   -4.04508497189942e+00 	-2.35558954646002e-06	 1.44702688026415e-05	-5.00119995990802e-13		1.00000000010747e+00
5.40000000000000e-01    	-2.86231637029553e-07 	 2.93892665228640e+00   -4.04508497189949e+00 	-2.89502760962828e-06	 2.44336015728358e-05	-4.30113751330373e-12		1.00000000030269e+00
5.70000000000000e-01    	-3.81114691500277e-07 	 2.93892756845040e+00   -4.04508497189965e+00 	-3.42538430370559e-06	 3.70992004374593e-05	-5.46303217764657e-12		1.00000000069404e+00
6.00000000000000e-01    	-4.91195338802703e-07 	 2.93892890519840e+00   -4.04508497189972e+00 	-3.89947469818402e-06	 5.24535981067456e-05	2.79688260310211e-12		1.00000000138329e+00
6.30000000000000e-01    	-6.13953282544783e-07 	 2.93893074035291e+00   -4.04508497189927e+00 	-4.26031054952322e-06	 7.02682546145271e-05	3.18155319255188e-11		1.00000000247789e+00
6.60000000000000e-01    	-7.45034758947454e-07 	 2.93893314119542e+00   -4.04508497189745e+00 	-4.44305814078480e-06	 9.00638576244779e-05	9.79313519775351e-11		1.00000000406562e+00
6.90000000000000e-01    	-8.78058940118860e-07 	 2.93893615654549e+00   -4.04508497189282e+00 	-4.37798576469787e-06	 1.11086025895299e-04	2.21821259718665e-10		1.00000000617964e+00
7.20000000000000e-01    	-1.00452706651312e-06 	 2.93893980832846e+00   -4.04508497188333e+00 	-3.99435017076494e-06	 1.32296087740491e-04	4.26297355292217e-10		1.00000000875910e+00
7.50000000000000e-01    	-1.11386077318677e-06 	 2.93894408313265e+00   -4.04508497186622e+00 	-3.22509560149913e-06	 1.52380065035910e-04	7.32376913057443e-10		1.00000001161504e+00
7.80000000000000e-01    	-1.19359114616597e-06 	 2.93894892433934e+00   -4.04508497183823e+00 	-2.01216380548707e-06	 1.69778179910694e-04	1.15385976101663e-09		1.00000001441434e+00
8.10000000000000e-01    	-1.22971294125562e-06 	 2.93895422546307e+00   -4.04508497179583e+00 	-3.12144627653268e-07	 1.82736142518514e-04	1.69119968522829e-09		1.00000001669630e+00
8.40000000000000e-01    	-1.20720940256215e-06 	 2.93895982535889e+00   -4.04508497173577e+00 	1.89805953625567e-06	 1.89378218444536e-04	2.32603939626402e-09		1.00000001793386e+00
8.70000000000000e-01    	-1.11074268929056e-06 	 2.93896550593265e+00   -4.04508497165568e+00 	4.61592059305291e-06	 1.87800673482998e-04	3.01824150145457e-09		1.00000001764520e+00
9.00000000000000e-01    	-9.25493657519525e-07 	 2.93897099292634e+00   -4.04508497155470e+00 	7.80870464045220e-06	 1.76182725235439e-04	3.70741584084996e-09		1.00000001555066e+00
9.30000000000000e-01    	-6.38123343270763e-07 	 2.93897596024214e+00   -4.04508497143400e+00 	1.14099991228731e-05	 1.52910678693683e-04	4.32065556834658e-09		1.00000001175593e+00
9.60000000000000e-01    	-2.37817680104727e-07 	 2.93898003811909e+00   -4.04508497129694e+00 	1.53176900350184e-05	 1.16709575874916e-04	4.78735117037064e-09		1.00000000692788e+00
9.90000000000000e-01    	2.82632552169401e-07 	 2.93898282528787e+00   -4.04508497114871e+00 	1.93936788635967e-05	 6.67755377839666e-05	5.06056182059517e-09		1.00000000241754e+00
1.02000000000000e+00    	9.25772220665632e-07 	 2.93898390501095e+00   -4.04508497099524e+00 	2.34655583788893e-05	 2.90110639283750e-06	5.14263658893575e-09		1.00000000027952e+00
1.05000000000000e+00    	1.68850380217986e-06 	 2.93898286467567e+00   -4.04508497084132e+00 	2.73303835425117e-05	 -7.44146185615408e-05	5.11089195797414e-09		1.00000000314224e+00
1.08000000000000e+00    	2.56125459568868e-06 	 2.93897931835950e+00   -4.04508497068803e+00 	3.07605839863221e-05	 -1.63879346251283e-04	5.13758613226225e-09		1.00000001390133e+00
1.11000000000000e+00    	3.52735297457703e-06 	 2.93897293154175e+00   -4.04508497052976e+00 	3.35119720822707e-05	 -2.63352393226786e-04	5.49766112020829e-09		1.00000003523877e+00
