0.00000000000000e+00    	0.00000000000000e+00 	 4.04508497190000e+00  	-2.93892626150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.19375089193692e-13 	 4.04508497189783e+00   -2.93892626150000e+00 	3.60286850880968e-11	 -3.71651961860273e-10	-2.01531591930051e-21		1.00000000000000e+00
6.00000000000000e-02    	6.45037693963651e-12 	 4.04508497182193e+00   -2.93892626150000e+00 	5.16712232968475e-10	 -6.76914716328431e-09	-3.02038031695747e-19		1.00000000000000e+00
9.00000000000000e-02    	4.38543825374713e-11 	 4.04508497125255e+00   -2.93892626150000e+00 	2.25313940684350e-09	 -3.76049254651965e-08	-3.90958743834532e-19		1.00000000000000e+00
1.20000000000000e-01    	1.60241464117812e-10 	 4.04508496898936e+00   -2.93892626150000e+00 	5.81413737366239e-09	 -1.26519982679196e-07	8.16859957972883e-17		1.00000000000001e+00
1.50000000000000e-01    	4.06548122593094e-10 	 4.04508496261629e+00   -2.93892626150000e+00 	1.06951036900157e-08	 -3.20163857246251e-07	1.02407652705072e-15		1.00000000000005e+00
1.80000000000000e-01    	7.91764939825671e-10 	 4.04508494820258e+00   -2.93892626150000e+00 	1.44683339122470e-08	 -6.71351902317241e-07	6.62401159684417e-15		1.00000000000023e+00
2.10000000000000e-01    	1.21382110205598e-09 	 4.04508492027440e+00   -2.93892626150000e+00 	1.20531153297461e-08	 -1.22798153126570e-06	2.93846225450315e-14		1.00000000000075e+00
2.40000000000000e-01    	1.37208554112897e-09 	 4.04508487217159e+00   -2.93892626150000e+00 	-4.75807857644506e-09	 -2.01863477392240e-06	1.00407161595513e-13		1.00000000000204e+00
2.70000000000000e-01    	6.71037050932710e-10 	 4.04508479686896e+00   -2.93892626149999e+00 	-4.73963267189110e-08	 -3.03628158909712e-06	2.81376866883586e-13		1.00000000000461e+00
3.00000000000000e-01    	-1.87210593322868e-09 	 4.04508468829283e+00   -2.93892626149998e+00 	-1.30143004145775e-07	 -4.22188350059487e-06	6.71712031299183e-13		1.00000000000892e+00
3.30000000000000e-01    	-7.70077733125885e-09 	 4.04508454310552e+00   -2.93892626149995e+00 	-2.69232558933979e-07	 -5.44994313262014e-06	1.39928662059686e-12		1.00000000001489e+00
3.60000000000000e-01    	-1.87575313199297e-08 	 4.04508436286766e+00   -2.93892626149989e+00 	-4.81424596461265e-07	 -6.51812403857347e-06	2.58230510290987e-12		1.00000000002136e+00
3.90000000000000e-01    	-3.74722138691458e-08 	 4.04508415642529e+00   -2.93892626149979e+00 	-7.82090759433620e-07	 -7.14296001414839e-06	4.25710277453246e-12		1.00000000002582e+00
4.20000000000000e-01    	-6.66866331655556e-08 	 4.04508394231217e+00   -2.93892626149963e+00 	-1.18291528079735e-06	 -6.96337980072909e-06	6.28460664556871e-12		1.00000000002494e+00
4.50000000000000e-01    	-1.09506260832990e-07 	 4.04508375091286e+00   -2.93892626149941e+00 	-1.68935863133441e-06	 -5.55330116935140e-06	8.27590760943820e-12		1.00000000001685e+00
4.80000000000000e-01    	-1.69074655986160e-07 	 4.04508362610315e+00   -2.93892626149914e+00 	-2.29807738427363e-06	 -2.44392068999272e-06	9.60839442802274e-12		1.00000000000563e+00
5.10000000000000e-01    	-2.48272625222826e-07 	 4.04508362607685e+00   -2.93892626149885e+00 	-2.99452652039905e-06	 2.84442265072372e-06	9.62612404286877e-12		1.00000000000853e+00
5.40000000000000e-01    	-3.49351244708766e-07 	 4.04508382308387e+00   -2.93892626149858e+00 	-3.75098959024733e-06	 1.07617544289809e-05	8.11603294095325e-12		1.00000000006494e+00
5.70000000000000e-01    	-4.73515316299242e-07 	 4.04508430184536e+00   -2.93892626149837e+00 	-4.52528475409183e-06	 2.16811297280742e-05	6.11073348034371e-12		1.00000000024527e+00
6.00000000000000e-01    	-6.20481080057536e-07 	 4.04508515647756e+00   -2.93892626149818e+00 	-5.26037885323278e-06	 3.58470474503502e-05	6.98158509525372e-12		1.00000000065634e+00
6.30000000000000e-01    	-7.88038490118401e-07 	 4.04508648584485e+00   -2.93892626149785e+00 	-5.88510641615865e-06	 5.33229098578186e-05	1.76582769029443e-11		1.00000000143898e+00
6.60000000000000e-01    	-9.71653498572437e-07 	 4.04508838736968e+00   -2.93892626149691e+00 	-6.31613610670217e-06	 7.39413697093444e-05	4.96663162611499e-11		1.00000000275361e+00
