0.00000000000000e+00    	0.00000000000000e+00 	 -5.00000000000000e+00  	6.12323399570000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	3.00668206351770e-13 	 -4.99999999999960e+00   6.12323399295745e-16 	4.99357421284149e-11	 7.94592062116556e-11	-1.00485467591156e-22		1.00000000000000e+00
6.00000000000000e-02    	9.37179984690131e-12 	 -4.99999999997480e+00   6.12322850261000e-16 	7.70010798507060e-10	 2.50862552679555e-09	-1.00159384179902e-19		1.00000000000000e+00
9.00000000000000e-02    	6.80816088933237e-11 	 -4.99999999971770e+00   6.12277629060938e-16 	3.66029906595781e-09	 1.86334619403791e-08	-5.52595335039305e-18		1.00000000000000e+00
1.20000000000000e-01    	2.69156191241462e-10 	 -4.99999999845008e+00   6.11294775084519e-16 	1.05484558019947e-08	 7.61311297067766e-08	-9.22453917224048e-17		1.00000000000000e+00
1.50000000000000e-01    	7.53940034855872e-10 	 -4.99999999426093e+00   6.01127723510777e-16 	2.26754717795044e-08	 2.23221881866596e-07	-7.93037398060185e-16		1.00000000000003e+00
1.80000000000000e-01    	1.67851003405749e-09 	 -4.99999998347903e+00   5.35752825901992e-16 	3.95899494144617e-08	 5.28624025200727e-07	-4.44747934445024e-15		1.00000000000014e+00
2.10000000000000e-01    	3.14562299892330e-09 	 -4.99999996012011e+00   2.34347636783057e-16 	5.80034864188662e-08	 1.07656304181048e-06	-1.84458675759541e-14		1.00000000000058e+00
2.40000000000000e-01    	5.10386884463755e-09 	 -4.99999991556051e+00   -8.49842209847846e-16 	7.07782561885263e-08	 1.95667955244922e-06	-6.09339841677062e-14		1.00000000000192e+00
2.70000000000000e-01    	7.22061788905663e-09 	 -4.99999983858552e+00   -4.05974734512429e-15 	6.62207248234094e-08	 3.24926085251912e-06	-1.68030966489356e-13		1.00000000000528e+00
3.00000000000000e-01    	8.74040494411934e-09 	 -4.99999971593916e+00   -1.21628875162051e-14 	2.78417479329753e-08	 5.00680036743067e-06	-3.98970441917181e-13		1.00000000001253e+00
3.30000000000000e-01    	8.34479083238482e-09 	 -4.99999953346357e+00   -3.00252638049364e-14 	-6.52866027823713e-08	 7.23342021791215e-06	-8.32736412198695e-13		1.00000000002616e+00
3.60000000000000e-01    	4.03301871007818e-09 	 -4.99999927786364e+00   -6.49605803952710e-14 	-2.37491617431848e-07	 9.86412768392227e-06	-1.54859378929037e-12		1.00000000004868e+00
3.90000000000000e-01    	-6.95546074375186e-09 	 -4.99999893906827e+00   -1.26185959765105e-13 	-5.14748367182413e-07	 1.27461753591401e-05	-2.58571040198958e-12		1.00000000008136e+00
