0.00000000000000e+00    	0.00000000000000e+00 	 -2.85316954890000e+00  	-9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.56101419205126e-12 	 -2.85316954889777e+00   -9.27050983120000e-01 	2.62163465034529e-10	 3.22783397732689e-10	-1.81189974054631e-20		1.00000000000000e+00
6.00000000000000e-02    	5.14327874016592e-11 	 -2.85316954887613e+00   -9.27050983120000e-01 	4.32088982224850e-09	 3.97460429021265e-10	-1.03089632372781e-18		1.00000000000000e+00
9.00000000000000e-02    	3.95157864182562e-10 	 -2.85316954908076e+00   -9.27050983120000e-01 	2.19945144609849e-08	 -2.20510761392320e-08	3.66340860060502e-17		1.00000000000000e+00
1.20000000000000e-01    	1.65631944163343e-09 	 -2.85316955116287e+00   -9.27050983120000e-01 	6.82498532424769e-08	 -1.43600630634905e-07	6.38564009160440e-16		1.00000000000001e+00
1.50000000000000e-01    	4.94264436407771e-09 	 -2.85316956022600e+00   -9.27050983120000e-01 	1.59631343632721e-07	 -5.21263835419575e-07	3.14096594042327e-15		1.00000000000015e+00
1.80000000000000e-01    	1.18158497357021e-08 	 -2.85316958747624e+00   -9.27050983120000e-01 	3.08827981170726e-07	 -1.40575409583662e-06	1.09978923985422e-15		1.00000000000104e+00
2.10000000000000e-01    	2.40777719348328e-08 	 -2.85316965302170e+00   -9.27050983120001e-01 	5.17977437565030e-07	 -3.13757440862003e-06	-6.72685465228747e-14		1.00000000000506e+00
2.40000000000000e-01    	4.33465434061421e-08 	 -2.85316978826166e+00   -9.27050983120007e-01 	7.71513418351949e-07	 -6.12329754925351e-06	-4.64773642275652e-13		1.00000000001904e+00
2.70000000000000e-01    	7.04230480560615e-08 	 -2.85317003725681e+00   -9.27050983120040e-01 	1.02950200092489e-06	 -1.07914410410673e-05	-1.97457816850188e-12		1.00000000005876e+00
3.00000000000000e-01    	1.04477344862369e-07 	 -2.85317045648723e+00   -9.27050983120155e-01 	1.22247055608494e-06	 -1.75295742071822e-05	-6.44142786106734e-12		1.00000000015439e+00
3.30000000000000e-01    	1.42114597623029e-07 	 -2.85317111248810e+00   -9.27050983120491e-01 	1.24870004306443e-06	 -2.66065509580269e-05	-1.74864051956070e-11		1.00000000035473e+00
3.60000000000000e-01    	1.76407519404868e-07 	 -2.85317207700161e+00   -9.27050983121330e-01 	9.74826055874392e-07	 -3.80858560303782e-05	-4.11808594225501e-11		1.00000000072574e+00
3.90000000000000e-01    	1.96004717685906e-07 	 -2.85317341949096e+00   -9.27050983123175e-01 	2.40381360746529e-07	 -5.17378037288634e-05	-8.62731580186033e-11		1.00000000133843e+00
4.20000000000000e-01    	1.84439162177603e-07 	 -2.85317519711434e+00   -9.27050983126827e-01 	-1.13337487075020e-06	 -6.69595732845611e-05	-1.63434080798151e-10		1.00000000224243e+00
4.50000000000000e-01    	1.19766305616846e-07 	 -2.85317744253714e+00   -9.27050983133407e-01 	-3.33034011589227e-06	 -8.27126689090242e-05	-2.83042612748208e-10		1.00000000342624e+00
