0.00000000000000e+00    	0.00000000000000e+00 	 -1.00000000000000e+00  	1.22464679910000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.40811255548785e-13 	 -1.00000000000021e+00   1.22464679535863e-16 	-3.99945471594663e-11	 -4.15046657325438e-11	-1.37081440257228e-22		1.00000000000000e+00
6.00000000000000e-02    	-7.50606427678219e-12 	 -1.00000000001316e+00   1.22463930547224e-16 	-6.16717239527906e-10	 -1.31035369014034e-09	-1.36636600207687e-19		1.00000000000000e+00
9.00000000000000e-02    	-5.45279378499500e-11 	 -1.00000000014746e+00   1.22402240161309e-16 	-2.93160746821921e-09	 -9.73298943406111e-09	-7.53845972757779e-18		1.00000000000000e+00
1.20000000000000e-01    	-2.15572610305619e-10 	 -1.00000000080958e+00   1.21061438903528e-16 	-8.44846879928251e-09	 -3.97662814051149e-08	-1.25840400484031e-16		1.00000000000000e+00
1.50000000000000e-01    	-6.03845467455370e-10 	 -1.00000000299774e+00   1.07191630947055e-16 	-1.81612179209915e-08	 -1.16597565699780e-07	-1.08185509547560e-15		1.00000000000001e+00
1.80000000000000e-01    	-1.34435010218178e-09 	 -1.00000000862955e+00   1.80077305364441e-17 	-3.17082423009919e-08	 -2.76121124362359e-07	-6.06721505725909e-15		1.00000000000004e+00
2.10000000000000e-01    	-2.51938041347921e-09 	 -1.00000002083083e+00   -3.93166788389198e-16 	-4.64555439610919e-08	 -5.62331259746713e-07	-2.51637039545972e-14		1.00000000000016e+00
2.40000000000000e-01    	-4.08774253484467e-09 	 -1.00000004410607e+00   -1.87220991964371e-15 	-5.66856793999643e-08	 -1.02205083073044e-06	-8.31256576713912e-14		1.00000000000052e+00
2.70000000000000e-01    	-5.78298122500872e-09 	 -1.00000008431314e+00   -6.25113727800685e-15 	-5.30318409202745e-08	 -1.69721709634847e-06	-2.29226533145037e-13		1.00000000000144e+00
3.00000000000000e-01    	-6.99993569353831e-09 	 -1.00000014837618e+00   -1.73053784550049e-14 	-2.22855450166962e-08	 -2.61524946938641e-06	-5.44272413668656e-13		1.00000000000342e+00
3.30000000000000e-01    	-6.68247744854396e-09 	 -1.00000024369038e+00   -4.16730961446495e-14 	5.23174519755677e-08	 -3.77830107302561e-06	-1.13601270804286e-12		1.00000000000714e+00
3.60000000000000e-01    	-3.22791460001017e-09 	 -1.00000037720032e+00   -8.93315920725755e-14 	1.90263980428333e-07	 -5.15242354485062e-06	-2.11258004088376e-12		1.00000000001329e+00
3.90000000000000e-01    	5.57503925710599e-09 	 -1.00000055416652e+00   -1.72854797804696e-13 	4.12359187595722e-07	 -6.65783074318145e-06	-3.52740691405024e-12		1.00000000002225e+00
4.20000000000000e-01    	2.25578835432844e-08 	 -1.00000077667213e+00   -3.04632548714731e-13 	7.38779174078689e-07	 -8.16151451933100e-06	-5.30068001136881e-12		1.00000000003358e+00
4.50000000000000e-01    	5.11183492310738e-08 	 -1.00000104195869e+00   -4.91658076969259e-13 	1.18666342735827e-06	 -9.47343274283977e-06	-7.14175333519259e-12		1.00000000004558e+00
4.80000000000000e-01    	9.50889329387898e-08 	 -1.00000134071496e+00   -7.28569889662810e-13 	1.76738383589644e-06	 -1.03473511227569e-05	-8.52017455231852e-12		1.00000000005510e+00
5.10000000000000e-01    	1.58520913932565e-07 	 -1.00000165547160e+00   -9.91372710532383e-13 	2.48367573175546e-06	 -1.04871781122251e-05	-8.75200208287590e-12		1.00000000005807e+00
5.40000000000000e-01    	2.45383002576246e-07 	 -1.00000195927515e+00   -1.23637123847094e-12 	3.32685570102939e-06	 -9.55929581131634e-06	-7.27179827820480e-12		1.00000000005122e+00
5.70000000000000e-01    	3.59180940346053e-07 	 -1.00000221482350e+00   -1.41069799034363e-12 	4.27437705599979e-06	 -7.21097597042845e-06	-4.13787591879126e-12		1.00000000003513e+00
6.00000000000000e-01    	5.02512090967708e-07 	 -1.00000237424099e+00   -1.48148512484584e-12 	5.28798378723204e-06	 -3.09450208106658e-06	-7.62013743051286e-13		1.00000000001877e+00
6.30000000000000e-01    	6.76576807580761e-07 	 -1.00000237965252e+00   -1.48921172288041e-12 	6.31271534607271e-06	 3.10387543206799e-06	-7.66637693555189e-13		1.00000000002474e+00
6.60000000000000e-01    	8.80675561971316e-07 	 -1.00000216468236e+00   -1.62627164215294e-12 	7.27698672887099e-06	 1.16315115150853e-05	-1.07662315106616e-11		1.00000000009412e+00
6.90000000000000e-01    	1.11172689709555e-06 	 -1.00000165695576e+00   -2.33418251701962e-12 	8.09392130335174e-06	 2.26352739779059e-05	-4.07721726699019e-11		1.00000000028893e+00
7.20000000000000e-01    	1.36384565925422e-06 	 -1.00000078162151e+00   -4.40288135528982e-12 	8.66404921830754e-06	 3.61279664040749e-05	-1.03867563007709e-10		1.00000000069015e+00
7.50000000000000e-01    	1.62802319407336e-06 	 -9.99999465843661e-01   -9.04515724422696e-12 	8.87940492169163e-06	 5.19577128824226e-05	-2.14829283989268e-10		1.00000000138922e+00
7.80000000000000e-01    	1.89195086636352e-06 	 -9.99997644135168e-01   -1.79114348548316e-11 	8.62896724573485e-06	 6.97828833443518e-05	-3.87517897432302e-10		1.00000000247206e+00
8.10000000000000e-01    	2.14002513629002e-06 	 -9.99995264328470e-01   -3.30084169587581e-11 	7.80528954662323e-06	 8.90551157410744e-05	-6.31120370674473e-10		1.00000000399587e+00
8.40000000000000e-01    	2.35356639636611e-06 	 -9.99992293904063e-01   -5.64928861455700e-11 	6.31207094359879e-06	 1.09012800679196e-04	-9.45692478229252e-10		1.00000000596182e+00
8.70000000000000e-01    	2.51127491671697e-06 	 -9.99988726331950e-01   -9.03313693918189e-11 	4.07232849274278e-06	 1.28687031602288e-04	-1.31784688146627e-09		1.00000000828847e+00
9.00000000000000e-01    	2.58993580234666e-06 	 -9.99984587028385e-01   -1.35847169331404e-10 	1.03674982442945e-06	 1.46921495429498e-04	-1.71777569457116e-09		1.00000001079350e+00
9.30000000000000e-01    	2.56537124443657e-06 	 -9.99979938495871e-01   -1.93215096092162e-10 	-2.80825826280035e-06	 1.62407101417377e-04	-2.09896941228140e-09		1.00000001319198e+00
9.60000000000000e-01    	2.41362311034346e-06 	 -9.99974884202152e-01   -2.61004308472687e-10 	-7.43335267961604e-06	 1.73731346701771e-04	-2.40188748400982e-09		1.00000001511892e+00
9.90000000000000e-01    	2.11233276170310e-06 	 -9.99969570767139e-01   -3.35901329790661e-10 	-1.27604134684463e-05	 1.79441531569544e-04	-2.56237281287470e-09		1.00000001618105e+00
