0.00000000000000e+00    	0.00000000000000e+00 	 5.00000000000000e+00  	-1.22464679910000e-15    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.41736351725687e-13 	 4.99999999999972e+00   -1.22464679910000e-15 	-2.35399345858295e-11	 -5.61861435441067e-11	1.43687881895147e-37		1.00000000000000e+00
6.00000000000000e-02    	-4.41790879978315e-12 	 4.99999999998218e+00   -1.22464679910000e-15 	-3.62986568528424e-10	 -1.77386612349668e-09	6.95266699464059e-35		1.00000000000000e+00
9.00000000000000e-02    	-3.20939768417668e-11 	 4.99999999980038e+00   -1.22464679910000e-15 	-1.72548136062643e-09	 -1.31758473686753e-08	2.42735882301561e-33		1.00000000000000e+00
1.20000000000000e-01    	-1.26881414174265e-10 	 4.99999999890404e+00   -1.22464679910000e-15 	-4.97258695002241e-09	 -5.38328389715351e-08	2.80592830832060e-32		1.00000000000000e+00
1.50000000000000e-01    	-3.55410399999531e-10 	 4.99999999594186e+00   -1.22464679910000e-15 	-1.06892957304891e-08	 -1.57841712313648e-07	1.71700118271154e-31		1.00000000000001e+00
1.80000000000000e-01    	-7.91254882034658e-10 	 4.99999998831791e+00   -1.22464679910000e-15 	-1.86627453176659e-08	 -3.73793659336004e-07	6.75719400226596e-31		1.00000000000007e+00
2.10000000000000e-01    	-1.48284935766021e-09 	 4.99999997180066e+00   -1.22464679910000e-15 	-2.73425420450054e-08	 -7.61245115505100e-07	1.84122883346653e-30		1.00000000000029e+00
2.40000000000000e-01    	-2.40594216803626e-09 	 4.99999994029225e+00   -1.22464679910000e-15 	-3.33633277354048e-08	 -1.38358161615242e-06	3.32628823548334e-30		1.00000000000096e+00
2.70000000000000e-01    	-3.40368915631779e-09 	 4.99999988586270e+00   -1.22464679910000e-15 	-3.12116157162515e-08	 -2.29757490736102e-06	2.15288374055382e-30		1.00000000000264e+00
3.00000000000000e-01    	-4.11987619569744e-09 	 4.99999979913861e+00   -1.22464679910000e-15 	-1.31125468096292e-08	 -3.54034348379014e-06	-1.11812624844698e-29		1.00000000000627e+00
3.30000000000000e-01    	-3.93283699935271e-09 	 4.99999967010884e+00   -1.22464679910000e-15 	3.08017886366554e-08	 -5.11480210012517e-06	-5.84432682511020e-29		1.00000000001308e+00
3.60000000000000e-01    	-1.89918399822504e-09 	 4.99999948937234e+00   -1.22464679910000e-15 	1.12001751642223e-07	 -6.97499384066957e-06	-1.79893187125455e-28		1.00000000002433e+00
3.90000000000000e-01    	3.28269574455644e-09 	 4.99999924980776e+00   -1.22464679910001e-15 	2.42733196715787e-07	 -9.01290979146501e-06	-4.37875092035322e-28		1.00000000004065e+00
4.20000000000000e-01    	1.32794567779093e-08 	 4.99999894859509e+00   -1.22464679910003e-15 	4.34870677645522e-07	 -1.10484927410019e-05	-9.13114009750931e-28		1.00000000006113e+00
4.50000000000000e-01    	3.00909816801841e-08 	 4.99999858946853e+00   -1.22464679910007e-15 	6.98499797459351e-07	 -1.28244766918405e-05	-1.68876684883876e-27		1.00000000008248e+00
4.80000000000000e-01    	5.59729481653532e-08 	 4.99999818503301e+00   -1.22464679910014e-15 	1.04030958517649e-06	 -1.40075262854671e-05	-2.81929361650351e-27		1.00000000009865e+00
5.10000000000000e-01    	9.33096567313501e-08 	 4.99999775893733e+00   -1.22464679910024e-15 	1.46190457309093e-06	 -1.41968123125464e-05	-4.28623828918279e-27		1.00000000010184e+00
5.40000000000000e-01    	1.44436653337764e-07 	 4.99999734766928e+00   -1.22464679910040e-15 	1.95816940159412e-06	 -1.29407041546887e-05	-5.95084780714323e-27		1.00000000008565e+00
5.70000000000000e-01    	2.11416917035038e-07 	 4.99999700172604e+00   -1.22464679910060e-15 	2.51583399098243e-06	 -9.76169985229138e-06	-7.52266754587031e-27		1.00000000005081e+00
6.00000000000000e-01    	2.95778931026767e-07 	 4.99999678591857e+00   -1.22464679910084e-15 	3.11239271571093e-06	 -4.18908082778384e-06	-8.57106607904390e-27		1.00000000001362e+00
6.30000000000000e-01    	3.98229502209145e-07 	 4.99999677859458e+00   -1.22464679910110e-15 	3.71552533794468e-06	 4.20189039225885e-06	-8.60936292953335e-27		1.00000000001573e+00
6.60000000000000e-01    	5.18358397144145e-07 	 4.99999706960946e+00   -1.22464679910134e-15 	4.28315021387246e-06	 1.57460712189985e-05	-7.27510814903350e-27		1.00000000013314e+00
6.90000000000000e-01    	6.54355378017921e-07 	 4.99999775693984e+00   -1.22464679910153e-15 	4.76421184153583e-06	 3.06422858735510e-05	-4.61253789243360e-27		1.00000000048082e+00
7.20000000000000e-01    	8.02762730576064e-07 	 4.99999894191492e+00   -1.22464679910162e-15 	5.10026639055176e-06	 4.89078695727402e-05	-1.43430327750398e-27		1.00000000120900e+00
7.50000000000000e-01    	9.58287605778703e-07 	 5.00000072313577e+00   -1.22464679910163e-15 	5.22788242170898e-06	 7.03372219873852e-05	2.97146109957133e-28		1.00000000248733e+00
7.80000000000000e-01    	1.11369824514417e-06 	 5.00000318925495e+00   -1.22464679910165e-15 	5.08182213287454e-06	 9.44678612941403e-05	-2.83492922768700e-27		1.00000000447500e+00
8.10000000000000e-01    	1.25982630643697e-06 	 5.00000641089372e+00   -1.22464679910189e-15 	4.59891407153494e-06	 1.20557439746752e-04	-1.58063001790657e-26		1.00000000727762e+00
8.40000000000000e-01    	1.38569402098294e-06 	 5.00001043207464e+00   -1.22464679910276e-15 	3.72247434373298e-06	 1.47574923707067e-04	-4.49303767847009e-26		1.00000001089611e+00
8.70000000000000e-01    	1.47877985478720e-06 	 5.00001526163683e+00   -1.22464679910482e-15 	2.40708280437184e-06	 1.74208650245472e-04	-9.72141101469839e-26		1.00000001517722e+00
9.00000000000000e-01    	1.52542985355162e-06 	 5.00002086517203e+00   -1.22464679910889e-15 	6.23476132610143e-07	 1.98893257201626e-04	-1.79263195628799e-25		1.00000001977946e+00
9.30000000000000e-01    	1.51141414033292e-06 	 5.00002715806646e+00   -1.22464679911592e-15 	-1.63671665676396e-06	 2.19856566565500e-04	-2.95812968873820e-25		1.00000002416979e+00
9.60000000000000e-01    	1.42261938118367e-06 	 5.00003400024992e+00   -1.22464679912699e-15 	-4.35669685151768e-06	 2.35186418518743e-04	-4.48088127904192e-25		1.00000002766582e+00
9.90000000000000e-01    	1.24585877303885e-06 	 5.00004119323571e+00   -1.22464679914313e-15 	-7.49099148787257e-06	 2.42916254370474e-04	-6.32319562948254e-25		1.00000002953221e+00
