0.00000000000000e+00    	0.00000000000000e+00 	 -1.54508497190000e+00  	4.75528258150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	4.37989414117008e-14 	 -1.54508497190028e+00   4.75528258150000e+00 	7.27423983588554e-12	 -5.61861435416750e-11	-5.57937588572061e-22		1.00000000000000e+00
6.00000000000000e-02    	1.36520891000394e-12 	 -1.54508497191782e+00   4.75528258150000e+00 	1.12169020456981e-10	 -1.77386612261847e-09	-2.69970870481748e-19		1.00000000000000e+00
9.00000000000000e-02    	9.91758520012991e-12 	 -1.54508497209962e+00   4.75528258150000e+00 	5.33203177328324e-10	 -1.31758473376247e-08	-9.42539278449900e-18		1.00000000000000e+00
1.20000000000000e-01    	3.92085343820194e-11 	 -1.54508497299596e+00   4.75528258150000e+00 	1.53661576936616e-09	 -5.38328385949053e-08	-1.08953715781025e-16		1.00000000000000e+00
1.50000000000000e-01    	1.09828083751858e-10 	 -1.54508497595813e+00   4.75528258150000e+00 	3.30319034683641e-09	 -1.57841709822032e-07	-6.66708615896181e-16		1.00000000000001e+00
1.80000000000000e-01    	2.44512780241710e-10 	 -1.54508498358209e+00   4.75528258150000e+00 	5.76719694801786e-09	 -3.73793648252049e-07	-2.62380683900134e-15		1.00000000000007e+00
2.10000000000000e-01    	4.58233426579136e-10 	 -1.54508500009934e+00   4.75528258150000e+00 	8.44968961402052e-09	 -7.61245078478777e-07	-7.14946002774398e-15		1.00000000000029e+00
2.40000000000000e-01    	7.43507094851063e-10 	 -1.54508503160774e+00   4.75528258150000e+00 	1.03110886700685e-08	 -1.38358151715935e-06	-1.29159208045310e-14		1.00000000000096e+00
2.70000000000000e-01    	1.05189389229060e-09 	 -1.54508508603729e+00   4.75528258150000e+00 	9.64837550857170e-09	 -2.29757468728514e-06	-8.35961359242619e-15		1.00000000000264e+00
3.00000000000000e-01    	1.27337448884317e-09 	 -1.54508517276137e+00   4.75528258150000e+00 	4.06020307554510e-09	 -3.54034306775444e-06	4.34166462908811e-14		1.00000000000627e+00
3.30000000000000e-01    	1.21594339235186e-09 	 -1.54508530179112e+00   4.75528258150000e+00 	-9.50116086298988e-09	 -5.11480142367048e-06	2.26934238627524e-13		1.00000000001308e+00
3.60000000000000e-01    	5.88227875448097e-10 	 -1.54508548252760e+00   4.75528258150002e+00 	-3.45786338210545e-08	 -6.97499289076903e-06	6.98522417373487e-13		1.00000000002433e+00
3.90000000000000e-01    	-1.01180385208962e-09 	 -1.54508572209215e+00   4.75528258150005e+00 	-7.49556091041085e-08	 -9.01290863357918e-06	1.70026262586237e-12		1.00000000004062e+00
4.20000000000000e-01    	-4.09899127685435e-09 	 -1.54508602330478e+00   4.75528258150013e+00 	-1.34302765023177e-07	 -1.10484914657787e-05	3.54560985639614e-12		1.00000000006104e+00
4.50000000000000e-01    	-9.29122969401911e-09 	 -1.54508638243130e+00   4.75528258150027e+00 	-2.15741158232328e-07	 -1.28244751730221e-05	6.55746289114642e-12		1.00000000008226e+00
4.80000000000000e-01    	-1.72856474678597e-08 	 -1.54508678686676e+00   4.75528258150053e+00 	-3.21345873728217e-07	 -1.40075236109527e-05	1.09472914271942e-11		1.00000000009816e+00
5.10000000000000e-01    	-2.88194024756019e-08 	 -1.54508721296232e+00   4.75528258150094e+00 	-4.51623114047193e-07	 -1.41968057565148e-05	1.66434323726642e-11		1.00000000010088e+00
5.40000000000000e-01    	-4.46148852332245e-08 	 -1.54508762423004e+00   4.75528258150154e+00 	-6.05000710305552e-07	 -1.29406876236373e-05	2.31071069981310e-11		1.00000000008391e+00
5.70000000000000e-01    	-6.53103971514341e-08 	 -1.54508797017250e+00   4.75528258150233e+00 	-7.77377085631267e-07	 -9.76166187646383e-06	2.92104737142375e-11		1.00000000004795e+00
6.00000000000000e-01    	-9.13787679770199e-08 	 -1.54508818597828e+00   4.75528258150327e+00 	-9.61776223756010e-07	 -4.18900237748014e-06	3.32813770483052e-11		1.00000000000924e+00
6.30000000000000e-01    	-1.23037804609189e-07 	 -1.54508819329897e+00   4.75528258150428e+00 	-1.14815577700216e-06	 4.20203773976286e-06	3.34300211443637e-11		1.00000000000949e+00
