0.00000000000000e+00    	0.00000000000000e+00 	 5.00000000000000e+00  	-5.66553889760000e-15    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.41736351691802e-12 	 4.99999999999719e+00   -5.66553889760000e-15 	-2.35399345730764e-10	 -5.61861435560581e-10	6.64738016527328e-35		1.00000000000000e+00
6.00000000000000e-02    	-4.41790872430659e-11 	 4.99999999982182e+00   -5.66553889760000e-15 	-3.62986554681898e-09	 -1.77386612938421e-08	3.21648702850486e-32		1.00000000000000e+00
9.00000000000000e-02    	-3.20939704360482e-10 	 4.99999999800382e+00   -5.66553889760000e-15 	-1.72548058519435e-08	 -1.31758475810427e-07	1.12296019214907e-30		1.00000000000001e+00
1.20000000000000e-01    	-1.26881269314998e-09 	 4.99999998904044e+00   -5.66553889760000e-15 	-4.97257394039485e-08	 -5.38328415564398e-07	1.29809645161016e-29		1.00000000000015e+00
1.50000000000000e-01    	-3.55408819022476e-09 	 4.99999995941865e+00   -5.66553889760000e-15 	-1.06891836458304e-07	 -1.57841729430993e-06	7.94330067717853e-29		1.00000000000125e+00
1.80000000000000e-01    	-7.91244054978400e-09 	 4.99999988317910e+00   -5.66553889759999e-15 	-1.86621161212654e-07	 -3.73793735509632e-06	3.12605637365370e-28		1.00000000000700e+00
2.10000000000000e-01    	-1.48279587915304e-08 	 4.99999971800655e+00   -5.66553889759998e-15 	-2.73399315356035e-07	 -7.61245370001194e-06	8.51801033007327e-28		1.00000000002901e+00
2.40000000000000e-01    	-2.40573525119064e-08 	 4.99999940292236e+00   -5.66553889759994e-15 	-3.33547045088440e-07	 -1.38358229659334e-05	1.53882823878895e-27		1.00000000009577e+00
2.70000000000000e-01    	-3.40302806152609e-08 	 4.99999885862656e+00   -5.66553889759990e-15 	-3.11878445499715e-07	 -2.29757642001307e-05	9.95978441817668e-28		1.00000000026399e+00
3.00000000000000e-01    	-4.11806914463240e-08 	 4.99999799138497e+00   -5.66553889759994e-15 	-1.30561406920302e-07	 -3.54034634296179e-05	-5.17275064102883e-27		1.00000000062671e+00
3.30000000000000e-01    	-3.92850586556439e-08 	 4.99999670108621e+00   -5.66553889760036e-15 	3.09194070691880e-07	 -5.11480674783157e-05	-2.70373739943277e-26		1.00000000130811e+00
3.60000000000000e-01    	-1.88992203775308e-08 	 4.99999489371949e+00   -5.66553889760190e-15 	1.12220178851366e-06	 -6.97500036430301e-05	-8.32231270555210e-26		1.00000000243316e+00
3.90000000000000e-01    	3.30058476068314e-08 	 4.99999249807153e+00   -5.66553889760598e-15 	2.43097191691038e-06	 -9.01291773797894e-05	-2.02571632513872e-25		1.00000000406459e+00
4.20000000000000e-01    	1.33109244325898e-07 	 4.99998948594235e+00   -5.66553889761505e-15 	4.35416089484996e-06	 -1.10485014850552e-04	-4.22427518903075e-25		1.00000000611295e+00
4.50000000000000e-01    	3.01416520006589e-07 	 4.99998589467396e+00   -5.66553889763272e-15 	6.99231419090329e-06	 -1.28244871043487e-04	-7.81259783410692e-25		1.00000000824782e+00
4.80000000000000e-01    	5.60478054196941e-07 	 4.99998185031474e+00   -5.66553889766358e-15 	1.04117607398246e-05	 -1.40075446513460e-04	-1.30426107732919e-24		1.00000000986477e+00
5.10000000000000e-01    	9.34110787743558e-07 	 4.99997758934911e+00   -5.66553889771255e-15 	1.46278255397288e-05	 -1.41968574027694e-04	-1.98289206758934e-24		1.00000001018452e+00
5.40000000000000e-01    	1.44562340960852e-06 	 4.99997347664631e+00   -5.66553889778349e-15 	1.95887620488797e-05	 -1.29408179083454e-04	-2.75296436983274e-24		1.00000000856510e+00
5.70000000000000e-01    	2.11558937323011e-06 	 4.99997001716018e+00   -5.66553889787732e-15 	2.51619339262336e-05	 -9.76196117220972e-05	-3.48011524064327e-24		1.00000000508136e+00
6.00000000000000e-01    	2.95925827708941e-06 	 4.99996785896944e+00   -5.66553889798989e-15 	3.11237702616417e-05	 -4.18962057329959e-05	-3.96514044435461e-24		1.00000000136199e+00
6.30000000000000e-01    	3.98373998515812e-06 	 4.99996778550222e+00   -5.66553889811054e-15 	3.71548690490923e-05	 4.20087680125438e-05	-3.98290832639425e-24		1.00000000157261e+00
6.60000000000000e-01    	5.18513315668040e-06 	 4.99997069524363e+00   -5.66553889822246e-15 	4.28413400086630e-05	 1.57443186796536e-04	-3.36574415004149e-24		1.00000001331187e+00
6.90000000000000e-01    	6.54579699676777e-06 	 4.99997756787040e+00   -5.66553889830622e-15 	4.76830916717064e-05	 3.06394678410935e-04	-2.13407025658861e-24		1.00000004807569e+00
7.20000000000000e-01    	8.03197966968342e-06 	 4.99998941656990e+00   -5.66553889834794e-15 	5.11093291587262e-05	 4.89036250303712e-04	-6.63715507938828e-25		1.00000012088430e+00
7.50000000000000e-01    	9.59201825603315e-06 	 5.00000722724379e+00   -5.66553889835251e-15 	5.25010982329656e-05	 7.03312042305266e-04	1.37662631447564e-25		1.00000024870207e+00
7.80000000000000e-01    	1.11553144836066e-05 	 5.00003188632130e+00   -5.66553889836192e-15 	5.12203443217259e-05	 9.44598074171865e-04	-1.31033109439819e-24		1.00000044744442e+00
8.10000000000000e-01    	1.26322702627667e-05 	 5.00006409995391e+00   -5.66553889847642e-15 	4.66446897150082e-05	 1.20547253904696e-03	-7.30943112430760e-24		1.00000072766962e+00
8.40000000000000e-01    	1.39153405207810e-05 	 5.00010430836704e+00   -5.66553889887509e-15 	3.82069731800824e-05	 1.47562760622452e-03	-2.07805558525138e-23		1.00000108946771e+00
8.70000000000000e-01    	1.48813307298799e-05 	 5.00015260003553e+00   -5.66553889983046e-15 	2.54385090104733e-05	 1.74194979389109e-03	-4.49661821408997e-23		1.00000151751695e+00
9.00000000000000e-01    	1.53950340114051e-05 	 5.00020863105964e+00   -5.66553890171107e-15 	8.01493458626830e-06	 1.98878884316685e-03	-8.29241794593919e-23		1.00000197767070e+00
9.30000000000000e-01    	1.53142663472563e-05 	 5.00027155558378e+00   -5.66553890496610e-15 	-1.41966694640480e-05	 2.19842589572686e-03	-1.36848244321826e-22		1.00000241663606e+00
9.60000000000000e-01    	1.44963138720647e-05 	 5.00033997326567e+00   -5.66553891008808e-15 	-4.10910796079742e-05	 2.35174100930312e-03	-2.07308682606193e-22		1.00000276618330e+00
9.90000000000000e-01    	1.28057466516453e-05 	 5.00041189962704e+00   -5.66553891755348e-15 	-7.22809742963975e-05	 2.42906812040365e-03	-2.92565265875257e-22		1.00000295279388e+00
1.02000000000000e+00    	1.01234710470665e-05 	 5.00048476457352e+00   -5.66553892774612e-15 	-1.07058926594226e-04	 2.41121306504684e-03	-3.88146564039755e-22		1.00000291270079e+00
1.05000000000000e+00    	6.35678148400750e-06 	 5.00055544345201e+00   -5.66553894087463e-15 	-1.44369576956111e-04	 2.28059785524419e-03	-4.86901689853951e-22		1.00000261098117e+00
1.08000000000000e+00    	1.45003041568632e-06 	 5.00062032373446e+00   -5.66553895690076e-15 	-1.82797197775177e-04	 2.02248278579106e-03	-5.79697285199101e-22		1.00000206192359e+00
1.11000000000000e+00    	-4.60463193267200e-06 	 5.00067540880938e+00   -5.66553897549945e-15 	-2.20574503272870e-04	 1.62620782965701e-03	-6.56847662774631e-22		1.00000134660160e+00
1.14000000000000e+00    	-1.17571737947531e-05 	 5.00071645848388e+00   -5.66553899607253e-15 	-2.55618529648984e-04	 1.08638686688118e-03	-7.10232063093288e-22		1.00000062278843e+00
1.17000000000000e+00    	-1.98911423752881e-05 	 5.00073916372330e+00   -5.66553901783374e-15 	-2.85598397497208e-04	 4.03983222847788e-04	-7.35885025883637e-22		1.00000012238444e+00
1.20000000000000e+00    	-2.88176715970211e-05 	 5.00073935097495e+00   -5.66553903997389e-15 	-3.08037558387020e-04	 -4.12806679230204e-04	-7.36671296158783e-22		1.00000013264824e+00
1.23000000000000e+00    	-3.82730697646528e-05 	 5.00071320924564e+00   -5.66553906190108e-15 	-3.20449690009496e-04	 -1.34793258812057e-03	-7.24512505788386e-22		1.00000095980467e+00
1.26000000000000e+00    	-4.79209302298721e-05 	 5.00065753104812e+00   -5.66553908353331e-15 	-3.20502956135000e-04	 -2.37719739064049e-03	-7.21560044121730e-22		1.00000287689065e+00
1.29000000000000e+00    	-5.73594754061003e-05 	 5.00056995652632e+00   -5.66553910560339e-15 	-3.06202379793673e-04	 -3.46834610200498e-03	-7.59743808998978e-22		1.00000606157392e+00
1.32000000000000e+00    	-6.61344634746106e-05 	 5.00044920863996e+00   -5.66553912992033e-15 	-2.76075330164464e-04	 -4.58157672968064e-03	-8.78293115741321e-22		1.00001053347598e+00
1.35000000000000e+00    	-7.37574778033605e-05 	 5.00029530635533e+00   -5.66553915952441e-15 	-2.29341497584357e-04	 -5.67049475686020e-03	-1.11912485840054e-21		1.00001610342449e+00
1.38000000000000e+00    	-7.97288294133010e-05 	 5.00010974245402e+00   -5.66553919867484e-15 	-1.66047147866782e-04	 -6.68351194220545e-03	-1.52039775063241e-21		1.00002234820205e+00
1.41000000000000e+00    	-8.35637065526049e-05 	 4.99989561290974e+00   -5.66553925262556e-15 	-8.71446640239369e-05	 -7.56566706986580e-03	-2.10898343833238e-21		1.00002862304656e+00
1.44000000000000e+00    	-8.48196941980663e-05 	 4.99965768583674e+00   -5.66553932717300e-15 	5.49719778625817e-06	 -8.26082235036665e-03	-2.89302449346046e-21		1.00003412002597e+00
1.47000000000000e+00    	-8.31234560848204e-05 	 4.99940239978010e+00   -5.66553942800010e-15 	1.09159406317174e-04	 -8.71416564317420e-03	-3.85604202238628e-21		1.00003797357832e+00
1.50000000000000e+00    	-7.81943057068035e-05 	 4.99913778355681e+00   -5.66553955988626e-15 	2.20412307981491e-04	 -8.87492685313306e-03	-4.95413210729027e-21		1.00003940567771e+00
1.53000000000000e+00    	-6.98626423354838e-05 	 4.99887329288640e+00   -5.66553972589659e-15 	3.35315123005613e-04	 -8.69919798358317e-03	-6.11758417149947e-21		1.00003789352294e+00
1.56000000000000e+00    	-5.80817979346363e-05 	 4.99861956256232e+00   -5.66553992669717e-15 	4.49651395001555e-04	 -8.15273149240546e-03	-7.25774093771789e-21		1.00003333405300e+00
1.59000000000000e+00    	-4.29326782766621e-05 	 4.99838807678101e+00   -5.66554016015609e-15 	5.59169044075066e-04	 -7.21358167357152e-03	-8.27912926017771e-21		1.00002617387275e+00
1.62000000000000e+00    	-2.46215760569190e-05 	 4.99819076432289e+00   -5.66554042137672e-15 	6.59790785883267e-04	 -5.87444944591472e-03	-9.09591397827177e-21		1.00001747208745e+00
1.65000000000000e+00    	-3.47252684201428e-06 	 4.99803952941900e+00   -5.66554070326590e-15 	7.47763705495637e-04	 -4.14459265921690e-03	-9.65070744024892e-21		1.00000886836011e+00
1.68000000000000e+00    	2.00836154846881e-05 	 4.99794573317530e+00   -5.66554099766708e-15 	8.19726191112056e-04	 -2.05117216312492e-03	-9.93288718944113e-21		1.00000243962616e+00
1.71000000000000e+00    	4.55207717408122e-05 	 4.99791964418393e+00   -5.66554129699366e-15 	8.72685587087868e-04	 3.60081373304292e-04	-9.99302595103111e-21		1.00000044561927e+00
1.74000000000000e+00    	7.22273675093970e-05 	 4.99796988022090e+00   -5.66554159619377e-15 	9.03918939484445e-04	 3.02497353338136e-03	-9.94999147750676e-21		1.00000498375474e+00
1.77000000000000e+00    	9.95123380894712e-05 	 4.99810286548708e+00   -5.66554189478099e-15 	9.10829087723557e-04	 5.86179101632383e-03	-9.98784119425105e-21		1.00001759494698e+00
1.80000000000000e+00    	1.26606775158687e-04 	 4.99832232945698e+00   -5.66554219859599e-15 	8.90805348474646e-04	 8.77311774916924e-03	-1.03408407391038e-20		1.00003887980878e+00
1.83000000000000e+00    	1.52662225345920e-04 	 4.99862887384544e+00   -5.66554252093851e-15 	8.41148202524713e-04	 1.16485167561354e-02	-1.12666883004957e-20		1.00006819541115e+00
1.86000000000000e+00    	1.76748451835100e-04 	 4.99901963333064e+00   -5.66554288274321e-15 	7.59117338100788e-04	 1.43680316045669e-02	-1.30101236430012e-20		1.00010350293923e+00
1.89000000000000e+00    	1.97855088390984e-04 	 4.99948805343035e+00   -5.66554331157102e-15 	6.42150044577765e-04	 1.68064200308487e-02	-1.57612359157189e-20		1.00014142405508e+00
1.92000000000000e+00    	2.14902677249398e-04 	 5.00002380538615e+00   -5.66554383934569e-15 	4.88272168233430e-04	 1.88379930167549e-02	-1.96145866805227e-20		1.00017753843536e+00
1.95000000000000e+00    	2.26768746497213e-04 	 5.00061285325936e+00   -5.66554449896752e-15 	2.96688842592568e-04	 2.03418973647370e-02	-2.45363523732491e-20		1.00020691899860e+00
1.98000000000000e+00    	2.32333608538074e-04 	 5.00123768295971e+00   -5.66554532015530e-15 	6.85014926816910e-05	 2.12076503817177e-02	-3.03467365510557e-20		1.00022485928274e+00
2.01000000000000e+00    	2.30548370420828e-04 	 5.00187769690988e+00   -5.66554632506911e-15 	-1.92542477563751e-04	 2.13407125013236e-02	-3.67237000075523e-20		1.00022770561641e+00
2.04000000000000e+00    	2.20524362287873e-04 	 5.00250977174317e+00   -5.66554752441234e-15 	-4.79393041620032e-04	 2.06678676514942e-02	-4.32315749589776e-20		1.00021367245751e+00
2.07000000000000e+00    	2.01639148594998e-04 	 5.00310896997496e+00   -5.66554891476693e-15 	-7.81276629291899e-04	 1.91421715480261e-02	-4.93745482057259e-20		1.00018349972630e+00
2.10000000000000e+00    	1.73650019325533e-04 	 5.00364939000152e+00   -5.66555047785238e-15 	-1.08364943910039e-03	 1.67472246118084e-02	-5.46707188187025e-20		1.00014081200014e+00
2.13000000000000e+00    	1.36802042033574e-04 	 5.00410513200710e+00   -5.66555218220697e-15 	-1.36863471593343e-03	 1.35005293526021e-02	-5.87380601862773e-20		1.00009206448896e+00
2.16000000000000e+00    	9.19151349148988e-05 	 5.00445135037992e+00   -5.66555398747304e-15 	-1.61600027615506e-03	 9.45570349990366e-03	-6.13798905595921e-20		1.00004600983433e+00
2.19000000000000e+00    	4.04339037672919e-05 	 5.00466535618525e+00   -5.66555585105960e-15 	-1.80465851551301e-03	 4.70334273535285e-03	-6.26551773953366e-20		1.00001268903212e+00
2.22000000000000e+00    	-1.55742863241133e-05 	 5.00472772653261e+00   -5.66555773650642e-15 	-1.91458494592596e-03	 -6.29635996422496e-04	-6.29188832028588e-20		1.00000203103644e+00
2.25000000000000e+00    	-7.34831238181624e-05 	 5.00462337203300e+00   -5.66555962245736e-15 	-1.92896538511346e-03	 -6.38228516668033e-03	-6.28200744392386e-20		1.00002222698868e+00
2.28000000000000e+00    	-1.30236270059141e-04 	 5.00434250994318e+00   -5.66556151084969e-15 	-1.83631130511012e-03	 -1.23635934712866e-02	-6.32507224402542e-20		1.00007811219061e+00
2.31000000000000e+00    	-1.82535921273355e-04 	 5.00388149004778e+00   -5.66556343281851e-15 	-1.63224288220318e-03	 -1.83580833473430e-02	-6.52455598768257e-20		1.00016982729985e+00
2.34000000000000e+00    	-2.27076254420053e-04 	 5.00324342358933e+00   -5.66556545095634e-15 	-1.32064256251325e-03	 -2.41328979542899e-02	-6.98419988836005e-20		1.00029202779011e+00
2.37000000000000e+00    	-2.60798606878702e-04 	 5.00243857281607e+00   -5.66556765697311e-15 	-9.13935040517646e-04	 -2.94461425055389e-02	-7.79175116289438e-20		1.00043386117510e+00
2.40000000000000e+00    	-2.81139335225310e-04 	 5.00148446942536e+00   -5.66557016443664e-15 	-4.32350542506431e-04	 -3.40561644153614e-02	-9.00283842760283e-20		1.00057983652564e+00
2.43000000000000e+00    	-2.86239207672592e-04 	 5.00040574307037e+00   -5.66557309705213e-15 	9.78339678443691e-05	 -3.77313995960233e-02	-1.06276912857069e-19		1.00071158086981e+00
2.46000000000000e+00    	-2.75085681674443e-04 	 4.99923365446191e+00   -5.66557657374135e-15 	6.46925718847744e-04	 -4.02603836830660e-02	-1.26232958440759e-19		1.00081033018609e+00
2.49000000000000e+00    	-2.47566538074505e-04 	 4.99800533976773e+00   -5.66558069247151e-15 	1.18502018570007e-03	 -4.14615259348852e-02	-1.48930107969798e-19		1.00085986152193e+00
2.52000000000000e+00    	-2.04424362429060e-04 	 4.99676278286833e+00   -5.66558551523748e-15 	1.68536086883901e-03	 -4.11922628599681e-02	-1.72947082453748e-19		1.00084946068866e+00
2.55000000000000e+00    	-1.47114929412624e-04 	 4.99555153938917e+00   -5.66559105672848e-15 	2.12737070882395e-03	 -3.93572372571256e-02	-1.96572750861601e-19		1.00077645747222e+00
2.58000000000000e+00    	-7.75868873021989e-05 	 4.99441924213618e+00   -5.66559727896538e-15 	2.49887091109872e-03	 -3.59151753113407e-02	-2.18039827569767e-19		1.00064786222401e+00
2.61000000000000e+00    	1.98671337598683e-06 	 4.99341392322325e+00   -5.66560409357760e-15 	2.79707645882146e-03	 -3.08841529010735e-02	-2.35799901298049e-19		1.00048071172668e+00
2.64000000000000e+00    	8.94845423646001e-05 	 4.99258219559273e+00   -5.66561137244642e-15 	3.02810328693152e-03	 -2.43449530258689e-02	-2.48802672533938e-19		1.00030087780995e+00
