0.00000000000000e+00    	0.00000000000000e+00 	 -4.04508497190000e+00  	-2.93892626150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.14667117315935e-12 	 -4.04508497190281e+00   -2.93892626150000e+00 	1.90442071433782e-10	 -5.61861435310792e-10	3.44824393275155e-20		1.00000000000000e+00
6.00000000000000e-02    	3.57416339032223e-11 	 -4.04508497207818e+00   -2.93892626150000e+00 	2.93662319437868e-09	 -1.77386611751996e-08	1.66851173428115e-17		1.00000000000000e+00
9.00000000000000e-02    	2.59645804025409e-10 	 -4.04508497389618e+00   -2.93892626150000e+00 	1.39594467791155e-08	 -1.31758471539559e-07	5.82521301836837e-16		1.00000000000001e+00
1.20000000000000e-01    	1.02649394550524e-09 	 -4.04508498285955e+00   -2.93892626150000e+00 	4.02292298682724e-08	 -5.38328363598092e-07	6.73370971036569e-15		1.00000000000015e+00
1.50000000000000e-01    	2.87534953194624e-09 	 -4.04508501248134e+00   -2.93892626150000e+00 	8.64795654013046e-08	 -1.57841695021945e-06	4.12048557363810e-14		1.00000000000125e+00
1.80000000000000e-01    	6.40151649954351e-09 	 -4.04508508872087e+00   -2.93892626150000e+00 	1.50992336701700e-07	 -3.73793582390529e-06	1.62160166508776e-13		1.00000000000700e+00
2.10000000000000e-01    	1.19971454559417e-08 	 -4.04508525389333e+00   -2.93892626149999e+00 	2.21237155052473e-07	 -7.61244858426867e-06	4.41860911151276e-13		1.00000000002900e+00
2.40000000000000e-01    	1.94669654042328e-08 	 -4.04508556897725e+00   -2.93892626149997e+00 	2.70018525491696e-07	 -1.38358092875512e-05	7.98247974226264e-13		1.00000000009575e+00
2.70000000000000e-01    	2.75443613807371e-08 	 -4.04508611327241e+00   -2.93892626149995e+00 	2.52792706045790e-07	 -2.29757337899202e-05	5.16653576327289e-13		1.00000000026397e+00
3.00000000000000e-01    	3.33521974552631e-08 	 -4.04508698051271e+00   -2.93892626149997e+00 	1.06760139183559e-07	 -3.54034059403343e-05	-2.68329455708918e-12		1.00000000062671e+00
3.30000000000000e-01    	3.18693356684748e-08 	 -4.04508827080922e+00   -2.93892626150019e+00 	-2.47778798125375e-07	 -5.11479740024312e-05	-1.40253172632576e-11		1.00000000130809e+00
3.60000000000000e-01    	1.54759813742927e-08 	 -4.04509007817256e+00   -2.93892626150099e+00 	-9.03488314587447e-07	 -6.97498723807113e-05	-4.31711504089878e-11		1.00000000243293e+00
3.90000000000000e-01    	-2.63426035125099e-08 	 -4.04509247381612e+00   -2.93892626150310e+00 	-1.95937619252755e-06	 -9.01290173777089e-05	-1.05082423975767e-10		1.00000000406354e+00
4.20000000000000e-01    	-1.07054764704065e-07 	 -4.04509548594024e+00   -2.93892626150781e+00 	-3.51161443868632e-06	 -1.10484838635864e-04	-2.19132123204487e-10		1.00000000610962e+00
4.50000000000000e-01    	-2.42831639714178e-07 	 -4.04509907720297e+00   -2.93892626151698e+00 	-5.64216710765765e-06	 -1.28244661167252e-04	-4.05277197972412e-10		1.00000000823926e+00
4.80000000000000e-01    	-4.51929443613175e-07 	 -4.04510312155404e+00   -2.93892626153298e+00 	-8.40581982660555e-06	 -1.40075076925468e-04	-6.76588082960573e-10		1.00000000984584e+00
5.10000000000000e-01    	-7.53668471142834e-07 	 -4.04510738250195e+00   -2.93892626155839e+00 	-1.18164147569710e-05	 -1.41967668027618e-04	-1.02863624544247e-09		1.00000001014722e+00
5.40000000000000e-01    	-1.16699935689858e-06 	 -4.04511149515979e+00   -2.93892626159519e+00 	-1.58332776103187e-05	 -1.29405894569872e-04	-1.42812223979707e-09		1.00000000849829e+00
5.70000000000000e-01    	-1.70867909630571e-06 	 -4.04511495453806e+00   -2.93892626164387e+00 	-2.03489752824601e-05	 -9.76143636168208e-05	-1.80533749396926e-09		1.00000000497132e+00
6.00000000000000e-01    	-2.39111531099795e-06 	 -4.04511711249556e+00   -2.93892626170226e+00 	-2.51796572794198e-05	 -4.18853642059186e-05	-2.05692940140226e-09		1.00000000119420e+00
6.30000000000000e-01    	-3.21997595686479e-06 	 -4.04511718550628e+00   -2.93892626176485e+00 	-3.00592989900169e-05	 4.20291308651315e-05	-2.06609337905885e-09		1.00000000133500e+00
6.60000000000000e-01    	-4.19170133303201e-06 	 -4.04511427494627e+00   -2.93892626182290e+00 	-3.46391585806632e-05	 1.57478398222062e-04	-1.74584594728042e-09		1.00000001299966e+00
6.90000000000000e-01    	-5.29109328168762e-06 	 -4.04510740095968e+00   -2.93892626186635e+00 	-3.84936512210393e-05	 3.06451294298101e-04	-1.10682524280714e-09		1.00000004769708e+00
7.20000000000000e-01    	-6.48918928660112e-06 	 -4.04509555015038e+00   -2.93892626188798e+00 	-4.11335987658820e-05	 4.89121503352956e-04	-3.44118019942393e-10		1.00000012046590e+00
7.50000000000000e-01    	-7.74165215171640e-06 	 -4.04507773640146e+00   -2.93892626189035e+00 	-4.20273978137728e-05	 7.03432847731040e-04	7.12073186587113e-11		1.00000024829201e+00
7.80000000000000e-01    	-8.98791368151609e-06 	 -4.04505307309819e+00   -2.93892626189525e+00 	-4.06300481311403e-05	 9.44759619887991e-04	-6.80947783513129e-10		1.00000044711067e+00
8.10000000000000e-01    	-1.01512978295733e-05 	 -4.04502085398018e+00   -2.93892626195471e+00 	-3.64192102211014e-05	 1.20567660934191e-03	-3.79476979529739e-09		1.00000072749096e+00
