0.00000000000000e+00    	0.00000000000000e+00 	 1.00000000000000e+00  	-2.44929359830000e-16    -1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
4.76400000000000e+01    	-2.27736956118539e+01 	 -1.04186884305614e-01   2.40047509129910e-01 	4.19471202310998e-01	 -7.33278220039319e-02	2.16557214708384e-01		1.10825542466091e+00
4.76700000000000e+01    	-2.27623899795380e+01 	 -1.06117527822566e-01   2.45928429482603e-01 	4.14846175060613e-01	 -6.93090577213534e-02	2.17611577608433e-01		1.10646097678765e+00
4.77000000000000e+01    	-2.27512172952672e+01 	 -1.07951873512855e-01   2.51848863975547e-01 	4.08020680672766e-01	 -6.59844808852892e-02	2.18616717549405e-01		1.10391489561761e+00
4.77300000000000e+01    	-2.27402319633148e+01 	 -1.09712249659279e-01   2.57811604922191e-01 	3.98887761994480e-01	 -6.35494699921998e-02	2.19565844875123e-01		1.10061761844929e+00
4.77600000000000e+01    	-2.27294917493589e+01 	 -1.11426532833399e-01   2.63819321174390e-01 	3.87381105385572e-01	 -6.22146488042648e-02	2.20454943019831e-01		1.09660164382398e+00
4.77900000000000e+01    	-2.27190571364238e+01 	 -1.13128671838117e-01   2.69874430087470e-01 	3.73483870904880e-01	 -6.22040274668662e-02	2.21281165900503e-01		1.09193630640321e+00
4.78200000000000e+01    	-2.27089904080953e+01 	 -1.14859176506756e-01   2.75978875117143e-01 	3.57238156974399e-01	 -6.37518065140532e-02	2.22040173935097e-01		1.08673144450384e+00
4.78500000000000e+01    	-2.26993543764481e+01 	 -1.16665507159468e-01   2.82133779949814e-01 	3.38754783492694e-01	 -6.70972974584145e-02	2.22722272368265e-01		1.08113924231539e+00
4.78800000000000e+01    	-2.26902106715098e+01 	 -1.18602270573159e-01   2.88338951701306e-01 	3.18222844166722e-01	 -7.24773165995200e-02	2.23307318073209e-01		1.07535338297514e+00
4.79100000000000e+01    	-2.26816175249939e+01 	 -1.20731096209837e-01   2.94592213870571e-01 	2.95918183504108e-01	 -8.01153744014614e-02	2.23758548528220e-01		1.06960456832575e+00
4.79400000000000e+01    	-2.26736270217112e+01 	 -1.23120038977715e-01   3.00888567733690e-01 	2.72209621611839e-01	 -9.02070787097595e-02	2.24015780676806e-01		1.06415152358095e+00
4.79700000000000e+01    	-2.26662818642531e+01 	 -1.25842343212752e-01   3.07219211528601e-01 	2.47561441082338e-01	 -1.02901481247875e-01	2.23988827579294e-01		1.05926690538038e+00
4.80000000000000e+01    	-2.26596118008563e+01 	 -1.28974421713495e-01   3.13570490519417e-01 	2.22530468311024e-01	 -1.18278703350161e-01	2.23552441334006e-01		1.05521815517897e+00
4.80300000000000e+01    	-2.26536299915574e+01 	 -1.32592968161917e-01   3.19922903301736e-01 	1.97756165012695e-01	 -1.36325108463032e-01	2.22544497508949e-01		1.05224431068526e+00
4.80600000000000e+01    	-2.26483297064793e+01 	 -1.36771238083008e-01   3.26250338995791e-01 	1.73942631522647e-01	 -1.56908462609052e-01	2.20769303339570e-01		1.05053100382445e+00
4.80900000000000e+01    	-2.26436818209779e+01 	 -1.41574692705856e-01   3.32519748269385e-01 	1.51832380110144e-01	 -1.79756693079949e-01	2.18007621663898e-01		1.05018706117553e+00
4.81200000000000e+01    	-2.26396335523127e+01 	 -1.47056369044889e-01   3.38691438935704e-01 	1.32173086162268e-01	 -2.04444619093882e-01	2.14034101271694e-01		1.05122686585213e+00
4.81500000000000e+01    	-2.26361087478534e+01 	 -1.53252467384496e-01   3.44720122436221e-01 	1.15680002704798e-01	 -2.30392943568371e-01	2.08641326419340e-01		1.05356251573502e+00
4.81800000000000e+01    	-2.26330098013573e+01 	 -1.60178683139977e-01   3.50556726280840e-01 	1.02997924304953e-01	 -2.56882583352888e-01	2.01667945658091e-01		1.05700860656247e+00
4.82100000000000e+01    	-2.26302210007227e+01 	 -1.67827727913644e-01   3.56150854941471e-01 	9.46671100744147e-02	 -2.83085160407466e-01	1.93026833492732e-01		1.06130034779086e+00
4.82400000000000e+01    	-2.26276128798964e+01 	 -1.76168301160992e-01   3.61453665122984e-01 	9.10972077482345e-02	 -3.08107681362951e-01	1.82728520857727e-01		1.06612323720536e+00
4.82700000000000e+01    	-2.26250470280742e+01 	 -1.85145544677900e-01   3.66420853746573e-01 	9.25520401970110e-02	 -3.31046854563268e-01	1.70895515580661e-01		1.07115039901334e+00
4.83000000000000e+01    	-2.26223808260514e+01 	 -1.94682806507006e-01   3.71015452263044e-01 	9.91464569529925e-02	 -3.51046830930795e-01	1.57764551855331e-01		1.07608250206710e+00
4.83300000000000e+01    	-2.26194717077840e+01 	 -2.04684411559354e-01   3.75210169719177e-01 	1.10854750589541e-01	 -3.67353770414074e-01	1.43675845416920e-01		1.08068511460183e+00
4.83600000000000e+01    	-2.26161807290164e+01 	 -2.15039100969257e-01   3.78989104614342e-01 	1.27528748778390e-01	 -3.79361463480636e-01	1.29050532278533e-01		1.08481922070939e+00
4.83900000000000e+01    	-2.26123754053592e+01 	 -2.25623844895967e-01   3.82348725395030e-01 	1.48922798470852e-01	 -3.86643892764773e-01	1.14359160192899e-01		1.08846199622987e+00
4.84200000000000e+01    	-2.26079319184036e+01 	 -2.36307819045823e-01   3.85298083797132e-01 	1.74722466017745e-01	 -3.88972609536191e-01	1.00085127651779e-01		1.09171638435895e+00
4.84500000000000e+01    	-2.26027368629610e+01 	 -2.46956426110021e-01   3.87858269481208e-01 	2.04573789331884e-01	 -3.86318701892307e-01	8.66872952454459e-02		1.09480923537863e+00
4.84800000000000e+01    	-2.25966887223743e+01 	 -2.57435310523532e-01   3.90061144622263e-01 	2.38110215649172e-01	 -3.78840687757828e-01	7.45657475348128e-02		1.09807868215476e+00
4.85100000000000e+01    	-2.25896992227938e+01 	 -2.67614341668060e-01   3.91947424827544e-01 	2.74974852522275e-01	 -3.66860779614270e-01	6.40340308681744e-02		1.10195206712818e+00
4.85400000000000e+01    	-2.25816946455079e+01 	 -2.77371522330659e-01   3.93564208872506e-01 	3.14836308702835e-01	 -3.50832654490484e-01	5.53002849886218e-02		1.10691624536561e+00
4.85700000000000e+01    	-2.25726170847074e+01 	 -2.86596722938026e-01   3.94962109248391e-01 	3.57397193097851e-01	 -3.31304185829949e-01	4.84586281279854e-02		1.11348257993680e+00
4.86000000000000e+01    	-2.25624255450838e+01 	 -2.95195066178368e-01   3.96192193705139e-01 	4.02395252613622e-01	 -3.08878616103207e-01	4.34910164053888e-02		1.12214945854810e+00
4.86300000000000e+01    	-2.25510967015787e+01 	 -3.03089719210453e-01   3.97302999644770e-01 	4.49598092012284e-01	 -2.84177407460478e-01	4.02786502271008e-02		1.13336561308175e+00
4.86600000000000e+01    	-2.25386251151962e+01 	 -3.10223823874804e-01   3.98337906466549e-01 	4.98793288945702e-01	 -2.57807517025931e-01	3.86209517271656e-02		1.14749772934183e+00
4.86900000000000e+01    	-2.25250227297850e+01 	 -3.16561334319077e-01   3.99333126005628e-01 	5.49776304750619e-01	 -2.30335122311526e-01	3.82593420170652e-02		1.16480557651785e+00
4.87200000000000e+01    	-2.25103175646097e+01 	 -3.22086641528230e-01   4.00316491334412e-01 	6.02338726794559e-01	 -2.02266926924981e-01	3.89026677951030e-02		1.18542704081092e+00
4.87500000000000e+01    	-2.24945516449848e+01 	 -3.26803023669010e-01   4.01307102757211e-01 	6.56258999908542e-01	 -1.74039218865675e-01	4.02512641927780e-02		1.20937408973959e+00
4.87800000000000e+01    	-2.24777783413300e+01 	 -3.30730126468020e-01   4.02315757603035e-01 	7.11297012227583e-01	 -1.46013984396611e-01	4.20172677186171e-02		1.23653911140319e+00
4.88100000000000e+01    	-2.24600593776703e+01 	 -3.33900801351708e-01   4.03345983243685e-01 	7.67192929672410e-01	 -1.18480743712451e-01	4.39397430724146e-02		1.26670966641581e+00
4.88400000000000e+01    	-2.24414618005859e+01 	 -3.36357679229731e-01   4.04395436142688e-01 	8.23669798008673e-01	 -9.16624548243104e-02	4.57942108267387e-02		1.29958880093717e+00
4.88700000000000e+01    	-2.24220551684542e+01 	 -3.38149830663658e-01   4.05457429511747e-01 	8.80438855193354e-01	 -6.57238271167749e-02	4.73970228739605e-02		1.33481784411296e+00
4.89000000000000e+01    	-2.24019091473724e+01 	 -3.39329779520607e-01   4.06522395685939e-01 	9.37206288334527e-01	 -4.07806191102491e-02	4.86055853032415e-02		1.37199897547756e+00
4.89300000000000e+01    	-2.23810916113126e+01 	 -3.39951029436754e-01   4.07579154596202e-01 	9.93680272103308e-01	 -1.69088539694861e-02	4.93156487865611e-02		1.41071557222748e+00
4.89600000000000e+01    	-2.23596672632846e+01 	 -3.40066160146917e-01   4.08615925627049e-01 	1.04957741383888e+00	 5.84673388847623e-03	4.94568407197995e-02		1.45054917566825e+00
4.89900000000000e+01    	-2.23376967352505e+01 	 -3.39725472365480e-01   4.09621072956841e-01 	1.10462807590463e+00	 2.74653789754724e-02	4.89874072024287e-02		1.49109265278300e+00
4.90200000000000e+01    	-2.23152360906818e+01 	 -3.38976111354734e-01   4.10583609015551e-01 	1.15858035561124e+00	 4.79442048337393e-02	4.78888668558891e-02		1.53195967008082e+00
4.90500000000000e+01    	-2.22923366414543e+01 	 -3.37861577538810e-01   4.11493498137154e-01 	1.21120273187549e+00	 6.72933389712469e-02	4.61610231835455e-02		1.57279092419619e+00
4.90800000000000e+01    	-2.22690449936569e+01 	 -3.36421530224223e-01   4.12341807148619e-01 	1.26228552819455e+00	 8.55320912400738e-02	4.38175746083895e-02		1.61325772062800e+00
4.91100000000000e+01    	-2.22454032482530e+01 	 -3.34691799853359e-01   4.13120746417024e-01 	1.31164140768303e+00	 1.02686029469720e-01	4.08824121610083e-02		1.65306351197438e+00
4.91400000000000e+01    	-2.22214492972082e+01 	 -3.32704538902653e-01   4.13823637823920e-01 	1.35910512978685e+00	 1.18784783735312e-01	3.73865990920428e-02		1.69194395192383e+00
4.91700000000000e+01    	-2.21972171703568e+01 	 -3.30488457272926e-01   4.14444838015797e-01 	1.40453278083784e+00	 1.33860425748141e-01	3.33659728543353e-02		1.72966593137926e+00
4.92000000000000e+01    	-2.21727374011568e+01 	 -3.28069102398803e-01   4.14979637672903e-01 	1.44780065805175e+00	 1.47946292450019e-01	2.88592853845454e-02		1.76602596505762e+00
4.92300000000000e+01    	-2.21480373899014e+01 	 -3.25469156273798e-01   4.15424151162841e-01 	1.48880394967390e+00	 1.61076146910307e-01	2.39067916951339e-02		1.80084820580670e+00
4.92600000000000e+01    	-2.21231417508918e+01 	 -3.22708730932574e-01   4.15775205980050e-01 	1.52745531895590e+00	 1.73283591861297e-01	1.85492014624190e-02		1.83398228658020e+00
4.92900000000000e+01    	-2.20980726358461e+01 	 -3.19805650878656e-01   4.16030237713751e-01 	1.56368346947210e+00	 1.84601670291264e-01	1.28269181392552e-02		1.86530112829097e+00
4.93200000000000e+01    	-2.20728500298258e+01 	 -3.16775715901564e-01   4.16187193713601e-01 	1.59743174488528e+00	 1.95062603129795e-01	6.77950175150746e-03		1.89469880465234e+00
4.93500000000000e+01    	-2.20474920186322e+01 	 -3.13632941129777e-01   4.16244446889645e-01 	1.62865679744765e+00	 2.04697626433765e-01	4.45303032056089e-04		1.92208852044718e+00
4.93800000000000e+01    	-2.20220150283152e+01 	 -3.10389773410468e-01   4.16200719969965e-01 	1.65732734554513e+00	 2.13536900068952e-01	-6.13877306282061e-03		1.94740073495864e+00
4.94100000000000e+01    	-2.19964340384333e+01 	 -3.07057284518711e-01   4.16055019864548e-01 	1.68342303056643e+00	 2.21609467190445e-01	-1.29374075049822e-02		1.97058144523459e+00
4.94400000000000e+01    	-2.19707627712317e+01 	 -3.03645342529995e-01   4.15806581408611e-01 	1.70693337642941e+00	 2.28943249330684e-01	-1.99169366976547e-02		1.99159063247200e+00
4.94700000000000e+01    	-2.19450138591239e+01 	 -3.00162763128240e-01   4.15454819580805e-01 	1.72785685046801e+00	 2.35565066015854e-01	-2.70453710692881e-02		2.01040086752184e+00
4.95000000000000e+01    	-2.19191989928780e+01 	 -2.96617442802146e-01   4.14999289239393e-01 	1.74620002145059e+00	 2.41500670882402e-01	-3.42923777857482e-02		2.02699606712122e+00
4.95300000000000e+01    	-2.18933290528159e+01 	 -2.93016475900892e-01   4.14439651442905e-01 	1.76197680878033e+00	 2.46774798518426e-01	-4.16292389260803e-02		2.04137039005593e+00
4.95600000000000e+01    	-2.18674142251659e+01 	 -2.89366257440761e-01   4.13775645487693e-01 	1.77520781605008e+00	 2.51411217912141e-01	-4.90287936198362e-02		2.05352726138739e+00
4.95900000000000e+01    	-2.18414641055164e+01 	 -2.85672573421042e-01   4.13007065881870e-01 	1.78591974181626e+00	 2.55432789605527e-01	-5.64653704620786e-02		2.06347851267614e+00
4.96200000000000e+01    	-2.18154877911171e+01 	 -2.81940680248778e-01   4.12133743569520e-01 	1.79414486052014e+00	 2.58861524541245e-01	-6.39147148630881e-02		2.07124362647050e+00
4.96500000000000e+01    	-2.17894939635706e+01 	 -2.78175374705750e-01   4.11155530812926e-01 	1.79992056677981e+00	 2.61718643241255e-01	-7.13539147372665e-02		2.07684907397849e+00
4.96800000000000e+01    	-2.17634909632716e+01 	 -2.74381055728165e-01   4.10072289229145e-01 	1.80328897670385e+00	 2.64024634430168e-01	-7.87613269969024e-02		2.08032773565078e+00
4.97100000000000e+01    	-2.17374868567768e+01 	 -2.70561779116124e-01   4.08883880558328e-01 	1.80429658037071e+00	 2.65799312562664e-01	-8.61165066182342e-02		2.08171839527069e+00
4.97400000000000e+01    	-2.17114894981289e+01 	 -2.66721306149013e-01   4.07590159813893e-01 	1.80299394013022e+00	 2.67061873967062e-01	-9.34001395326185e-02		2.08106529900861e+00
4.97700000000000e+01    	-2.16855065850172e+01 	 -2.62863146955575e-01   4.06190970528927e-01 	1.79943542988654e+00	 2.67830951502147e-01	-1.00593980220513e-01		2.07841777171244e+00
4.98000000000000e+01    	-2.16595457105251e+01 	 -2.58990599373357e-01   4.04686141869498e-01 	1.79367901099579e+00	 2.68124667760446e-01	-1.07680794616463e-01		2.07382988344698e+00
4.98300000000000e+01    	-2.16336144111016e+01 	 -2.55106783930611e-01   4.03075487434493e-01 	1.78578604084448e+00	 2.67960686952287e-01	-1.14644308743272e-01		2.06736015995138e+00
4.98600000000000e+01    	-2.16077202112811e+01 	 -2.51214675493244e-01   4.01358805603989e-01 	1.77582111056176e+00	 2.67356265681273e-01	-1.21469163362987e-01		2.05907133124716e+00
4.98900000000000e+01    	-2.15818706655801e+01 	 -2.47317132038477e-01   3.99535881334519e-01 	1.76385190865351e+00	 2.66328302880695e-01	-1.28140874845811e-01		2.04903011309795e+00
4.99200000000000e+01    	-2.15560733978998e+01 	 -2.43416920943962e-01   3.97606489330709e-01 	1.74994910762978e+00	 2.64893389227202e-01	-1.34645802403468e-01		2.03730701639576e+00
4.99500000000000e+01    	-2.15303361386756e+01 	 -2.39516743114505e-01   3.95570398548891e-01 	1.73418627092683e+00	 2.63067856386432e-01	-1.40971121801410e-01		2.02397617982940e+00
4.99800000000000e+01    	-2.15046667599157e+01 	 -2.35619255206752e-01   3.93427378009925e-01 	1.71663977760178e+00	 2.60867826477692e-01	-1.47104805646763e-01		2.00911522137986e+00
5.00100000000000e+01    	-2.14790733081833e+01 	 -2.31727090153595e-01   3.91177203915621e-01 	1.69738876240040e+00	 2.58309262172423e-01	-1.53035610339486e-01		1.99280510428872e+00
5.00400000000000e+01    	-2.14535640354725e+01 	 -2.27842876133195e-01   3.88819668075875e-01 	1.67651506886741e+00	 2.55408017864475e-01	-1.58753069767059e-01		1.97513001316102e+00
5.00700000000000e+01    	-2.14281474278256e+01 	 -2.23969254071024e-01   3.86354587661671e-01 	1.65410321318226e+00	 2.52179892368333e-01	-1.64247495812594e-01		1.95617723579830e+00
5.01000000000000e+01    	-2.14028322314254e+01 	 -2.20108893705853e-01   3.83781816302167e-01 	1.63024035636076e+00	 2.48640683612787e-01	-1.69509985727124e-01		1.93603704621474e+00
5.01300000000000e+01    	-2.13776274757729e+01 	 -2.16264508190995e-01   3.81101256541514e-01 	1.60501628236399e+00	 2.44806245799104e-01	-1.74532436383369e-01		1.91480258407641e+00
5.01600000000000e+01    	-2.13525424934256e+01 	 -2.12438867139444e-01   3.78312873662271e-01 	1.57852337949769e+00	 2.40692549480548e-01	-1.79307565374488e-01		1.89256972553108e+00
5.01900000000000e+01    	-2.13275869356283e+01 	 -2.08634807954948e-01   3.75416710866390e-01 	1.55085662226899e+00	 2.36315744988155e-01	-1.83828938840784e-01		1.86943694007587e+00
5.02200000000000e+01    	-2.13027707830081e+01 	 -2.04855245220419e-01   3.72412905780893e-01 	1.52211355059215e+00	 2.31692229568846e-01	-1.88091005793229e-01		1.84550512776289e+00
5.02500000000000e+01    	-2.12781043503438e+01 	 -2.01103177840385e-01   3.69301708222638e-01 	1.49239424290265e+00	 2.26838718506793e-01	-1.92089138548030e-01		1.82087743069403e+00
5.02800000000000e+01    	-2.12535982842456e+01 	 -1.97381693556471e-01   3.66083499114206e-01 	1.46180127935451e+00	 2.21772320356155e-01	-1.95819678684305e-01		1.79565901244046e+00
5.03100000000000e+01    	-2.12292635524133e+01 	 -1.93693970375987e-01   3.62758810390365e-01 	1.43043969084560e+00	 2.16510616209660e-01	-1.99279987681341e-01		1.76995679878584e+00
5.03400000000000e+01    	-2.12051114229781e+01 	 -1.90043274376671e-01   3.59328345671703e-01 	1.39841688915256e+00	 2.11071742647886e-01	-2.02468501078364e-01		1.74387917309098e+00
5.03700000000000e+01    	-2.11811534322941e+01 	 -1.86432953280016e-01   3.55793001409365e-01 	1.36584257297835e+00	 2.05474477642712e-01	-2.05384784626967e-01		1.71753561968273e+00
5.04000000000000e+01    	-2.11574013394437e+01 	 -1.82866425127735e-01   3.52153888123931e-01 	1.33282860424472e+00	 1.99738328209116e-01	-2.08029590477626e-01		1.69103630906110e+00
5.04300000000000e+01    	-2.11338670656727e+01 	 -1.79347161359079e-01   3.48412351274906e-01 	1.29948884853330e+00	 1.93883617998829e-01	-2.10404910966944e-01		1.66449161948918e+00
5.04600000000000e+01    	-2.11105626170102e+01 	 -1.75878663581032e-01   3.44569991209253e-01 	1.26593897323069e+00	 1.87931572298120e-01	-2.12514027070453e-01		1.63801159077478e+00
5.04900000000000e+01    	-2.10874999884654e+01 	 -1.72464433361135e-01   3.40628681553649e-01 	1.23229619671757e+00	 1.81904397030027e-01	-2.14361548086923e-01		1.61170530786545e+00
5.05200000000000e+01    	-2.10646910484780e+01 	 -1.69107934467065e-01   3.36590585343175e-01 	1.19867898191343e+00	 1.75825347381698e-01	-2.15953438667585e-01		1.58568021433556e+00
5.05500000000000e+01    	-2.10421474027364e+01 	 -1.65812547141967e-01   3.32458168127984e-01 	1.16520666771418e+00	 1.69718780612205e-01	-2.17297028954549e-01		1.56004135899358e+00
5.05800000000000e+01    	-2.10198802371133e+01 	 -1.62581514252404e-01   3.28234207279218e-01 	1.13199903240129e+00	 1.63610186502012e-01	-2.18401003417721e-01		1.53489058267309e+00
5.06100000000000e+01    	-2.09979001403007e+01 	 -1.59417879486066e-01   3.23921796736417e-01 	1.09917578402497e+00	 1.57526187869115e-01	-2.19275364059143e-01		1.51032565671604e+00
5.06400000000000e+01    	-2.09762169077618e+01 	 -1.56324418212309e-01   3.19524346509940e-01 	1.06685597412023e+00	 1.51494502718673e-01	-2.19931364071627e-01		1.48643938953877e+00
5.06700000000000e+01    	-2.09548393298444e+01 	 -1.53303562144836e-01   3.15045576380124e-01 	1.03515733294163e+00	 1.45543859065518e-01	-2.20381408871187e-01		1.46331872270895e+00
5.07000000000000e+01    	-2.09337749682588e+01 	 -1.50357319545058e-01   3.10489503421744e-01 	1.00419552670890e+00	 1.39703853451334e-01	-2.20638922724365e-01		1.44104384275854e+00
5.07300000000000e+01    	-2.09130299265567e+01 	 -1.47487193345622e-01   3.05860423223307e-01 	9.74083340118974e-01	 1.34004744862021e-01	-2.20718180976861e-01		1.41968733901398e+00
5.07600000000000e+01    	-2.08926086216441e+01 	 -1.44694100210152e-01   3.01162884953424e-01 	9.44929790537729e-01	 1.28477177316983e-01	-2.20634110116263e-01		1.39931344047137e+00
5.07900000000000e+01    	-2.08725135646016e+01 	 -1.41978294117454e-01   2.96401660730678e-01 	9.16839183735146e-01	 1.23151826990596e-01	-2.20402060453985e-01		1.37997736560264e+00
5.08200000000000e+01    	-2.08527451600282e+01 	 -1.39339298496857e-01   2.91581710051479e-01 	8.89910124628415e-01	 1.18058973398363e-01	-2.20037558894645e-01		1.36172481744307e+00
5.08500000000000e+01    	-2.08333015336266e+01 	 -1.36775851173468e-01   2.86708140290648e-01 	8.64234500077164e-01	 1.13227998881963e-01	-2.19556051805513e-01		1.34459165204119e+00
5.08800000000000e+01    	-2.08141783977005e+01 	 -1.34285866341910e-01   2.81786164480091e-01 	8.39896454139845e-01	 1.08686826157854e-01	-2.18972650081147e-01		1.32860374127898e+00
5.09100000000000e+01    	-2.07953689635324e+01 	 -1.31866417425922e-01   2.76821057665225e-01 	8.16971379150680e-01	 1.04461309691396e-01	-2.18301889780871e-01		1.31377704145555e+00
5.09400000000000e+01    	-2.07768639082533e+01 	 -1.29513743977766e-01   2.71818113121056e-01 	7.95524948319202e-01	 1.00574602609188e-01	-2.17557521898737e-01		1.30011786751163e+00
5.09700000000000e+01    	-2.07586514018187e+01 	 -1.27223284740194e-01   2.66782599579057e-01 	7.75612217115103e-01	 9.70465261400866e-02	-2.16752343702689e-01		1.28762336033278e+00
5.10000000000000e+01    	-2.07407171971883e+01 	 -1.24989737688212e-01   2.61719720388464e-01 	7.57276821333462e-01	 9.38929725094320e-02	-2.15898081597613e-01		1.27628212243732e+00
5.10300000000000e+01    	-2.07230447839397e+01 	 -1.22807146378158e-01   2.56634575243386e-01 	7.40550299326688e-01	 9.11253741768262e-02	-2.15005331757598e-01		1.26607498685343e+00
5.10600000000000e+01    	-2.07056156025257e+01 	 -1.20669010376570e-01   2.51532124793402e-01 	7.25451564364547e-01	 8.87502718263023e-02	-2.14083560159954e-01		1.25697587634726e+00
5.10900000000000e+01    	-2.06884093134590e+01 	 -1.18568416054689e-01   2.46417158167602e-01 	7.11986550407836e-01	 8.67690103458773e-02	-2.13141158624382e-01		1.24895270631750e+00
5.11200000000000e+01    	-2.06714041130758e+01 	 -1.16498182749311e-01   2.41294263223185e-01 	7.00148050766713e-01	 8.51775862262429e-02	-2.12185548602007e-01		1.24196828511170e+00
5.11500000000000e+01    	-2.06545770853976e+01 	 -1.14451018322802e-01   2.36167799210560e-01 	6.89915764226682e-01	 8.39666617387515e-02	-2.11223320369682e-01		1.23598117019639e+00
5.11800000000000e+01    	-2.06379045780988e+01 	 -1.12419677588957e-01   2.31041871540004e-01 	6.81256557392009e-01	 8.31217515820306e-02	-2.10260392480738e-01		1.23094644693497e+00
5.12100000000000e+01    	-2.06213625897828e+01 	 -1.10397116951493e-01   2.25920308433187e-01 	6.74124945415646e-01	 8.26235772870615e-02	-2.09302175151721e-01		1.22681640764973e+00
5.12400000000000e+01    	-2.06049271556841e+01 	 -1.08376638928523e-01   2.20806639420838e-01 	6.68463786226483e-01	 8.24485745149228e-02	-2.08353721848732e-01		1.22354112082267e+00
5.12700000000000e+01    	-2.05885747195068e+01 	 -1.06352020968095e-01   2.15704075867107e-01 	6.64205176163560e-01	 8.25695294147350e-02	-2.07419855558195e-01		1.22106889228660e+00
5.13000000000000e+01    	-2.05722824802964e+01 	 -1.04317624020242e-01   2.10615493918172e-01 	6.61271527964829e-01	 8.29563132278192e-02	-2.06505259749907e-01		1.21934663074356e+00
5.13300000000000e+01    	-2.05560287049105e+01 	 -1.02268477619064e-01   2.05543420445756e-01 	6.59576805735630e-01	 8.35766798790177e-02	-2.05614528373367e-01		1.21832013787929e+00
5.13600000000000e+01    	-2.05397929986586e+01 	 -1.00200339630579e-01   2.00490022653778e-01 	6.59027886221972e-01	 8.43970896380560e-02	-2.04752173806898e-01		1.21793434808130e+00
5.13900000000000e+01    	-2.05235565288865e+01 	 -9.81097302247184e-02   1.95457102020257e-01 	6.59526011761907e-01	 8.53835230028169e-02	-2.03922595953596e-01		1.21813354412864e+00
5.14200000000000e+01    	-2.05073021985372e+01 	 -9.59939409298570e-02   1.90446093154757e-01 	6.60968297918207e-01	 8.65022524163748e-02	-2.03130019192816e-01		1.21886157344601e+00
5.14500000000000e+01    	-2.04910147688972e+01 	 -9.38510207423782e-02   1.85458067976607e-01 	6.63249258122600e-01	 8.77205447371158e-02	-2.02378406342785e-01		1.22006208519198e+00
5.14800000000000e+01    	-2.04746809327252e+01 	 -9.16797421338613e-02   1.80493745384301e-01 	6.66262308670969e-01	 8.90072738740562e-02	-2.01671360033089e-01		1.22167880239270e+00
5.15100000000000e+01    	-2.04582893406624e+01 	 -8.94795503941734e-02   1.75553506321976e-01 	6.69901219959205e-01	 9.03334299894642e-02	-2.01012021955715e-01		1.22365583643736e+00
5.15400000000000e+01    	-2.04418305851835e+01 	 -8.72505000666570e-02   1.70637413885408e-01 	6.74061483692238e-01	 9.16725185262990e-02	-2.00402979526288e-01		1.22593804437800e+00
5.15700000000000e+01    	-2.04252971473342e+01 	 -8.49931822915470e-02   1.65745237875287e-01 	6.78641570608978e-01	 9.30008485247592e-02	-1.99846187800130e-01		1.22847142334008e+00
5.16000000000000e+01    	-2.04086833121070e+01 	 -8.27086467134031e-02   1.60876483020263e-01 	6.83544058678064e-01	 9.42977148893167e-02	-1.99342912347498e-01		1.23120353146448e+00
5.16300000000000e+01    	-2.03919850585574e+01 	 -8.03983212765772e-02   1.56030419968851e-01 	6.88676617365586e-01	 9.55454832559649e-02	-1.98893696490289e-01		1.23408392144955e+00
5.16600000000000e+01    	-2.03751999307047e+01 	 -7.80639327830428e-02   1.51206118091470e-01 	6.93952839119343e-01	 9.67295888392417e-02	-1.98498354088551e-01		1.23706457101263e+00
5.16900000000000e+01    	-2.03583268949418e+01 	 -7.57074305715575e-02   1.46402479138115e-01 	6.99292914373449e-01	 9.78384621812702e-02	-1.98155987127319e-01		1.24010029433482e+00
5.17200000000000e+01    	-2.03413661891733e+01 	 -7.33309151426189e-02   1.41618270854097e-01 	7.04624150942353e-01	 9.88633952374079e-02	-1.97865025810194e-01		1.24314911955403e+00
5.17500000000000e+01    	-2.03243191682653e+01 	 -7.09365730378077e-02   1.36852159753473e-01 	7.09881342510814e-01	 9.97983609207256e-02	-1.97623287766856e-01		1.24617261932495e+00
5.17800000000000e+01    	-2.03071881496912e+01 	 -6.85266188126592e-02   1.32102742373391e-01 	7.15006993975479e-01	 1.00639798312346e-01	-1.97428052323082e-01		1.24913618404171e+00
5.18100000000000e+01    	-2.02899762625412e+01 	 -6.61032445368436e-02   1.27368574469282e-01 	7.19951413656651e-01	 1.01386374439493e-01	-1.97276145519327e-01		1.25200923021324e+00
5.18400000000000e+01    	-2.02726873023778e+01 	 -6.36685769228274e-02   1.22648197749231e-01 	7.24672683927576e-01	 1.02038732014587e-01	-1.97164031628315e-01		1.25476533942800e+00
5.18700000000000e+01    	-2.02553255937889e+01 	 -6.12246419255236e-02   1.17940163876838e-01 	7.29136522689170e-01	 1.02599230968063e-01	-1.97087907233567e-01		1.25738232614118e+00
5.19000000000000e+01    	-2.02378958619373e+01 	 -5.87733364663746e-02   1.13243055589069e-01 	7.33316048457010e-01	 1.03071690107562e-01	-1.97043794409762e-01		1.25984223502057e+00
5.19300000000000e+01    	-2.02204031139410e+01 	 -5.63164068078082e-02   1.08555504875401e-01 	7.37191461738456e-01	 1.03461133873132e-01	-1.97027630120452e-01		1.26213127071366e+00
