0.00000000000000e+00    	0.00000000000000e+00 	 8.09016994370000e-01  	-5.87785252290000e-01    -1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
3.30000000000000e-01    	-2.33345089886915e-01 	 8.09015894745150e-01   -5.87785252288463e-01 	-9.99995767580600e-01	 -2.70791970580542e-05	7.43101632501555e-11		1.41421056986306e+00
3.60000000000000e-01    	-2.54558251620828e-01 	 8.09015229363396e-01   -5.87785252286120e-01 	-9.99996592747929e-01	 -3.54742991412703e-05	1.52279307820959e-10		1.41421115352902e+00
3.90000000000000e-01    	-2.75771430105473e-01 	 8.09014405770000e-01   -5.87785252281797e-01 	-9.99999009967908e-01	 -4.15749644531440e-05	2.58431674506682e-10		1.41421286292597e+00
4.20000000000000e-01    	-2.96984644645948e-01 	 8.09013501317110e-01   -5.87785252275139e-01 	-1.00000344845496e+00	 -4.25992685034497e-05	3.66291498548735e-10		1.41421600144268e+00
4.50000000000000e-01    	-3.18197918004170e-01 	 8.09012655855031e-01   -5.87785252266542e-01 	-1.00001010720469e+00	 -3.55128383595799e-05	4.34305508966358e-10		1.41422070971002e+00
4.80000000000000e-01    	-3.39411273228768e-01 	 8.09012071640657e-01   -5.87785252257174e-01 	-1.00001882051230e+00	 -1.75686166757406e-05	4.39761779336365e-10		1.41422687065671e+00
5.10000000000000e-01    	-3.60624729188631e-01 	 8.09012000370050e-01   -5.87785252247963e-01 	-1.00002895339044e+00	 1.30322534137568e-05	4.39064205227298e-10		1.41423403572005e+00
5.40000000000000e-01    	-3.81838295284170e-01 	 8.09012715739267e-01   -5.87785252237240e-01 	-1.00003935602988e+00	 5.64557784030528e-05	6.28516875885202e-10		1.41424139268935e+00
5.70000000000000e-01    	-4.03051966102658e-01 	 8.09014472319022e-01   -5.87785252217512e-01 	-1.00004840194779e+00	 1.10651388772698e-04	1.35589938450141e-09		1.41424779246144e+00
6.00000000000000e-01    	-4.24265716998517e-01 	 8.09017454311602e-01   -5.87785252172981e-01 	-1.00005412446574e+00	 1.71003442657531e-04	3.03132723582798e-09		1.41425184500608e+00
6.30000000000000e-01    	-4.45479501659591e-01 	 8.09021720512152e-01   -5.87785252080205e-01 	-1.00005445152189e+00	 2.30339485607219e-04	5.92398660924052e-09		1.41425208469531e+00
6.60000000000000e-01    	-4.66693252625192e-01 	 8.09027154024293e-01   -5.87785251913802e-01 	-1.00004752138589e+00	 2.79380160288102e-04	9.90740254685571e-09		1.41424719306185e+00
6.90000000000000e-01    	-4.87906885435335e-01 	 8.09033426495871e-01   -5.87785251656884e-01 	-1.00003204421974e+00	 3.07657561147980e-04	1.42977217736807e-08		1.41423625470410e+00
7.20000000000000e-01    	-5.09120306630223e-01 	 8.09039986451498e-01   -5.87785251312349e-01 	-1.00000765962610e+00	 3.04855575752587e-04	1.79609115443001e-08		1.41421901141506e+00
7.50000000000000e-01    	-5.30333425235280e-01 	 8.09046079481976e-01   -5.87785250908005e-01 	-9.99975231267192e-01	 2.62447033972095e-04	1.97931351567155e-08		1.41419607269513e+00
7.80000000000000e-01    	-5.51546166737515e-01 	 8.09050804614163e-01   -5.87785250488039e-01 	-9.99937018628261e-01	 1.75430224417085e-04	1.94938857002524e-08		1.41416903940050e+00
8.10000000000000e-01    	-5.72758487976444e-01 	 8.09053206395774e-01   -5.87785250087592e-01 	-9.99896674284555e-01	 4.39140912717564e-05	1.83155075471514e-08		1.41414050262828e+00
8.40000000000000e-01    	-5.93970390930106e-01 	 8.09052396610028e-01   -5.87785249695847e-01 	-9.99859032538080e-01	 -1.25721499434254e-04	1.93132722758745e-08		1.41411389242659e+00
8.70000000000000e-01    	-6.15181933153842e-01 	 8.09047693816916e-01   -5.87785249223008e-01 	-9.99829680590829e-01	 -3.20348481044158e-04	2.66785392132965e-08		1.41409316977825e+00
9.00000000000000e-01    	-6.36393232684756e-01 	 8.09038763961850e-01   -5.87785248492233e-01 	-9.99814333894069e-01	 -5.20496954503912e-04	4.40836036934766e-08		1.41408237849749e+00
9.30000000000000e-01    	-6.57604465590745e-01 	 8.09025741975203e-01   -5.87785247273429e-01 	-9.99818069429122e-01	 -7.01749156059350e-04	7.25225185716918e-08		1.41408509800820e+00
9.60000000000000e-01    	-6.78815855024655e-01 	 8.09009313370580e-01   -5.87785245359594e-01 	-9.99844500319421e-01	 -8.37097743384388e-04	1.08655520635445e-07		1.41410385953495e+00
9.90000000000000e-01    	-7.00027651614518e-01 	 8.08990736850998e-01   -5.87785242662430e-01 	-9.99894997970943e-01	 -9.00101843415995e-04	1.44829026692806e-07		1.41413960313353e+00
1.02000000000000e+00    	-7.21240106212533e-01 	 8.08971794005506e-01   -5.87785239282523e-01 	-9.99968079615705e-01	 -8.68533703110305e-04	1.71499523696476e-07		1.41419125814055e+00
1.05000000000000e+00    	-7.42453437319718e-01 	 8.08954660044864e-01   -5.87785235504222e-01 	-1.00005907601391e+00	 -7.28091534586177e-04	1.81745562776588e-07		1.41425552345929e+00
1.08000000000000e+00    	-7.63667796724894e-01 	 8.08941699455612e-01   -5.87785231685774e-01 	-1.00016017376147e+00	 -4.75680088045382e-04	1.76265458133726e-07		1.41432690685363e+00
1.11000000000000e+00    	-7.84883237825805e-01 	 8.08935201325090e-01   -5.87785228060116e-01 	-1.00026088887667e+00	 -1.21745663426918e-04	1.66361171260852e-07		1.41439805593701e+00
1.14000000000000e+00    	-8.06099691506406e-01 	 8.08937079510611e-01   -5.87785224515543e-01 	-1.00034897571355e+00	 3.08793743530971e-04	1.72545756014090e-07		1.41446038069815e+00
1.17000000000000e+00    	-8.27316954143618e-01 	 8.08948571300549e-01   -5.87785220462258e-01 	-1.00041171361480e+00	 7.77358561748791e-04	2.17881403766150e-07		1.41450493142445e+00
1.20000000000000e+00    	-8.48534691235187e-01 	 8.08969973352246e-01   -5.87785214884506e-01 	-1.00043745174283e+00	 1.23440793672949e-03	3.17626912594538e-07		1.41452345990186e+00
1.23000000000000e+00    	-8.69752458360230e-01 	 8.09000454400317e-01   -5.87785206617062e-01 	-1.00041724037724e+00	 1.62395055612451e-03	4.69260587515477e-07		1.41450955884350e+00
1.26000000000000e+00    	-8.90969738951014e-01 	 8.09037979885303e-01   -5.87785194782696e-01 	-1.00034634424706e+00	 1.88953809934479e-03	6.48128518121579e-07		1.41445974803213e+00
1.29000000000000e+00    	-9.12185996029070e-01 	 8.09079374213705e-01   -5.87785179223726e-01 	-1.00022542698191e+00	 1.98117692861426e-03	8.12802060116253e-07		1.41437435986511e+00
1.32000000000000e+00    	-9.33400733025175e-01 	 8.09120532415117e-01   -5.87785160709115e-01 	-1.00006121784751e+00	 1.86240127676225e-03	9.20577509002420e-07		1.41425807686646e+00
1.35000000000000e+00    	-9.54613557363156e-01 	 8.09156775716137e-01   -5.87785140741576e-01 	-9.99866519963616e-01	 1.51663309990371e-03	9.48539011192483e-07		1.41411999417341e+00
1.38000000000000e+00    	-9.75824239784418e-01 	 8.09183326751036e-01   -5.87785120934262e-01 	-9.99659486617211e-01	 9.51933945050018e-04	9.11399739423807e-07		1.41397312398887e+00
1.41000000000000e+00    	-9.97032762394343e-01 	 8.09195861931499e-01   -5.87785102130963e-01 	-9.99462170640449e-01	 2.03346774324178e-04	8.66325149768496e-07		1.41383332535769e+00
1.44000000000000e+00    	-1.01823934898568e+00 	 8.09191083276702e-01   -5.87785083621890e-01 	-9.99298433112219e-01	 -6.67767957570475e-04	8.98566514448611e-07		1.41371772441863e+00
1.47000000000000e+00    	-1.03944447220693e+00 	 8.09167242102470e-01   -5.87785062861997e-01 	-9.99191375726902e-01	 -1.57769076810124e-03	1.08947781025207e-06		1.41364277469110e+00
1.50000000000000e+00    	-1.06064883358050e+00 	 8.09124544384738e-01   -5.87785035967997e-01 	-9.99160531629083e-01	 -2.42750545731803e-03	1.47760508959047e-06		1.41362217751075e+00
1.53000000000000e+00    	-1.08185331437367e+00 	 8.09065373662650e-01   -5.87784998967505e-01 	-9.99219107900887e-01	 -3.11296342343973e-03	2.02983575909085e-06		1.41366492357264e+00
1.56000000000000e+00    	-1.10305889809328e+00 	 8.08994282337645e-01   -5.87784949402329e-01 	-9.99371612464227e-01	 -3.53615523248775e-03	2.63919293295022e-06		1.41377371746689e+00
1.59000000000000e+00    	-1.12426656900971e+00 	 8.08917725239548e-01   -5.87784887612991e-01 	-9.99612208631620e-01	 -3.61777282083098e-03	3.15722472740699e-06		1.41394400735515e+00
1.62000000000000e+00    	-1.14547719538330e+00 	 8.08843538196854e-01   -5.87784817012463e-01 	-9.99924109373162e-01	 -3.30854334258951e-03	3.45425145382673e-06		1.41416377091789e+00
1.65000000000000e+00    	-1.16669141028242e+00 	 8.08780195842705e-01   -5.87784742966766e-01 	-1.00028024008521e+00	 -2.59836970104911e-03	3.48570451262698e-06		1.41441412261126e+00
1.68000000000000e+00    	-1.18790950597282e+00 	 8.08735913151126e-01   -5.87784670467963e-01 	-1.00064526094466e+00	 -1.52184273405568e-03	3.33465074726892e-06		1.41467072291309e+00
1.71000000000000e+00    	-1.20913135865424e+00 	 8.08717680281649e-01   -5.87784601398537e-01 	-1.00097885904237e+00	 -1.59094576036521e-04	3.20487929621066e-06		1.41490589848623e+00
1.74000000000000e+00    	-1.23035639799534e+00 	 8.08730336737429e-01   -5.87784532562712e-01 	-1.00124002279531e+00	 1.36858086494866e-03	3.35639136338608e-06		1.41509132435755e+00
1.77000000000000e+00    	-1.25158363039916e+00 	 8.08775796075190e-01   -5.87784455568604e-01 	-1.00139183412871e+00	 2.90834850902342e-03	4.00036558262054e-06		1.41520106838806e+00
1.80000000000000e+00    	-1.27281171710104e+00 	 8.08852525154514e-01   -5.87784359026305e-01 	-1.00140619677403e+00	 4.29008478010587e-03	5.19340204070957e-06		1.41521474546862e+00
1.83000000000000e+00    	-1.29403909974137e+00 	 8.08955362253990e-01   -5.87784232557594e-01 	-1.00126789064175e+00	 5.34405292844302e-03	6.77983722680619e-06		1.41512047111822e+00
1.86000000000000e+00    	-1.31526415895992e+00 	 8.09075727696782e-01   -5.87784071169746e-01 	-1.00097741112154e+00	 5.92027891732149e-03	8.41906889535502e-06		1.41491725106061e+00
1.89000000000000e+00    	-1.33648538745304e+00 	 8.09202241423930e-01   -5.87783878070634e-01 	-1.00055220261329e+00	 5.90754699745259e-03	9.70332359423339e-06		1.41461641774723e+00
1.92000000000000e+00    	-1.35770155847134e+00 	 8.09321717616337e-01   -5.87783664311735e-01 	-1.00002609228038e+00	 5.24978299184422e-03	1.03307213460868e-05		1.41424175640863e+00
1.95000000000000e+00    	-1.37891187332617e+00 	 8.09420461047186e-01   -5.87783444760235e-01 	-9.99446930239872e-01	 3.95768546003057e-03	1.02657900805040e-05		1.41382807644547e+00
1.98000000000000e+00    	-1.40011607551032e+00 	 8.09485747916182e-01   -5.87783231475711e-01 	-9.98872611588021e-01	 2.11381317731678e-03	9.81151528152626e-06		1.41341818386601e+00
2.01000000000000e+00    	-1.42131452259154e+00 	 8.09507340431697e-01   -5.87783026971453e-01 	-9.98365779871170e-01	 -1.30071397511937e-04	9.54233970094495e-06		1.41305847275596e+00
2.04000000000000e+00    	-1.44250820877596e+00 	 8.09478864427494e-01   -5.87782820392177e-01 	-9.97987601136426e-01	 -2.56381077026993e-03	1.01012805788979e-05		1.41279362443697e+00
2.07000000000000e+00    	-1.46369873101208e+00 	 8.09398877381796e-01   -5.87782588908660e-01 	-9.97791078681647e-01	 -4.93730040602565e-03	1.19272501654168e-05		1.41266111073188e+00
2.10000000000000e+00    	-1.48488819134426e+00 	 8.09271473409056e-01   -5.87782304695655e-01 	-9.97814474906863e-01	 -6.98511408862822e-03	1.50232975108970e-05		1.41268627740847e+00
2.13000000000000e+00    	-1.50607903054248e+00 	 8.09106312544585e-01   -5.87781945383336e-01 	-9.98075519332860e-01	 -8.45498607785330e-03	1.88785249025994e-05		1.41287870301648e+00
2.16000000000000e+00    	-1.52727379512401e+00 	 8.08918020902264e-01   -5.87781503901578e-01 	-9.98567177195343e-01	 -9.13718202106230e-03	2.26069188653030e-05		1.41323030535657e+00
2.19000000000000e+00    	-1.54847485222608e+00 	 8.08724979531737e-01   -5.87780993178256e-01 	-9.99255767834424e-01	 -8.89145472871827e-03	2.52788953301314e-05		1.41371537027670e+00
2.22000000000000e+00    	-1.56968408214433e+00 	 8.08547593989952e-01   -5.87780442687015e-01 	-1.00008208786974e+00	 -7.66831839449026e-03	2.63297887315993e-05		1.41429239773045e+00
2.25000000000000e+00    	-1.59090259201175e+00 	 8.08406203896501e-01   -5.87779886998738e-01 	-1.00096587191336e+00	 -5.52179873850409e-03	2.58752240948002e-05		1.41490747671574e+00
2.28000000000000e+00    	-1.61213050044342e+00 	 8.08318843161467e-01   -5.87779350096516e-01 	-1.00181343374923e+00	 -2.61159250870579e-03	2.47771302389748e-05		1.41549884389559e+00
2.31000000000000e+00    	-1.63336683779701e+00 	 8.08299090597576e-01   -5.87778831704868e-01 	-1.00252776244920e+00	 8.06375876627869e-04	2.43904848757487e-05		1.41600231826023e+00
2.34000000000000e+00    	-1.65460958924654e+00 	 8.08354253725558e-01   -5.87778301976017e-01 	-1.00301983886484e+00	 4.40078340893915e-03	2.60519478796696e-05		1.41635735770665e+00
2.37000000000000e+00    	-1.67585588171609e+00 	 8.08484105364061e-01   -5.87777708175809e-01 	-1.00321963207394e+00	 7.79562647988710e-03	3.04955075449780e-05		1.41651346725005e+00
2.40000000000000e+00    	-1.69710228792691e+00 	 8.08680345530922e-01   -5.87776992304874e-01 	-1.00308523027561e+00	 1.06081375611836e-02	3.74411373053752e-05		1.41643655459093e+00
2.43000000000000e+00    	-1.71834519956502e+00 	 8.08926894994804e-01   -5.87776113645263e-01 	-1.00260886818709e+00	 1.24902380038904e-02	4.55641711620121e-05		1.41611459659481e+00
2.46000000000000e+00    	-1.73958121320001e+00 	 8.09201047589805e-01   -5.87775067152440e-01 	-1.00181914904520e+00	 1.31692286731936e-02	5.29178526490944e-05		1.41556173965596e+00
2.49000000000000e+00    	-1.76080747903835e+00 	 8.09475422586011e-01   -5.87773889022253e-01 	-1.00077936914716e+00	 1.24832022944849e-02	5.76939277961620e-05		1.41481983990143e+00
2.52000000000000e+00    	-1.78202198047531e+00 	 8.09720572151066e-01   -5.87772645004176e-01 	-9.99582365149283e-01	 1.04069024858140e-02	5.90400809586039e-05		1.41395658060017e+00
2.55000000000000e+00    	-1.80322373394537e+00 	 8.09908018291795e-01   -5.87771403873595e-01 	-9.98342594974025e-01	 7.06445965707703e-03	5.75842928371833e-05		1.41305974638218e+00
2.58000000000000e+00    	-1.82441291444262e+00 	 8.10013425618537e-01   -5.87770205364356e-01 	-9.97186205363828e-01	 2.72657866062167e-03	5.53905412340780e-05		1.41222794387706e+00
2.61000000000000e+00    	-1.84559091526328e+00 	 8.10019569863725e-01   -5.87769035780410e-01 	-9.96239718335456e-01	 -2.20872097837528e-03	5.52783169054404e-05		1.41155887510694e+00
2.64000000000000e+00    	-1.86676033982012e+00 	 8.09918748198991e-01   -5.87767823200598e-01 	-9.95617850435663e-01	 -7.25091399494724e-03	5.97097642036669e-05		1.41113694708386e+00
2.67000000000000e+00    	-1.88792490503656e+00 	 8.09714306227025e-01   -5.87766457349930e-01 	-9.95411032594462e-01	 -1.18645410641659e-02	6.96713775683709e-05		1.41102228756301e+00
2.70000000000000e+00    	-1.90908922186570e+00 	 8.09421033071235e-01   -5.87764829005555e-01 	-9.95673505420327e-01	 -1.55250267792948e-02	8.40430684351874e-05		1.41124298507229e+00
2.73000000000000e+00    	-1.93025842163489e+00 	 8.09064295755165e-01   -5.87762874357833e-01 	-9.96413349375226e-01	 -1.77769300060781e-02	9.98014216683768e-05		1.41179162485613e+00
2.76000000000000e+00    	-1.95143762397108e+00 	 8.08677931860521e-01   -5.87760605500567e-01 	-9.97586240971653e-01	 -1.82881748763729e-02	1.13081417455840e-04		1.41262619907167e+00
2.79000000000000e+00    	-1.97263128886555e+00 	 8.08301072665254e-01   -5.87758111849504e-01 	-9.99094806238171e-01	 -1.68939457611842e-02	1.20744225061745e-04		1.41367459191804e+00
2.82000000000000e+00    	-1.99384254672842e+00 	 8.07974203934998e-01   -5.87755528150949e-01 	-1.00079494495542e+00	 -1.36248156181320e-02	1.21831055402443e-04		1.41484139474775e+00
2.85000000000000e+00    	-2.01507263515228e+00 	 8.07734869623239e-01   -5.87752978820419e-01 	-1.00250939818877e+00	 -8.71518939941232e-03	1.18256985725310e-04		1.41601591162239e+00
2.88000000000000e+00    	-2.03632057186924e+00 	 8.07613474204832e-01   -5.87750519760519e-01 	-1.00404735273363e+00	 -2.59011016128676e-03	1.14352479406004e-04		1.41708073456615e+00
2.91000000000000e+00    	-2.05758315379161e+00 	 8.07629639015195e-01   -5.87748102293645e-01 	-1.00522743686252e+00	 4.16929061215226e-03	1.15312870179125e-04		1.41792087088894e+00
2.94000000000000e+00    	-2.07885530096633e+00 	 8.07789519360158e-01   -5.87745577132868e-01 	-1.00590052596938e+00	 1.08791159654595e-02	1.25092361001694e-04		1.41843372737600e+00
2.97000000000000e+00    	-2.10013068331242e+00 	 8.08084399460788e-01   -5.87742741284601e-01 	-1.00596867818742e+00	 1.68200793145332e-02	1.44577763007526e-04		1.41854006551279e+00
3.00000000000000e+00    	-2.12140250366474e+00 	 8.08490762626901e-01   -5.87739412953089e-01 	-1.00539732723929e+00	 2.13124858333917e-02	1.70853565723384e-04		1.41819534509998e+00
3.03000000000000e+00    	-2.14266428449043e+00 	 8.08971897943550e-01   -5.87735506036175e-01 	-1.00421933624419e+00	 2.37912705453474e-02	1.98000743444043e-04		1.41739992205629e+00
3.06000000000000e+00    	-2.16391052610172e+00 	 8.09480964858607e-01   -5.87731072656252e-01 	-1.00253119578549e+00	 2.38731893748485e-02	2.19274436991629e-04		1.41620576745588e+00
3.09000000000000e+00    	-2.18513716304179e+00 	 8.09965301556282e-01   -5.87726291777266e-01 	-1.00048299915182e+00	 2.14086590432860e-02	2.29902852819856e-04		1.41471715022091e+00
3.12000000000000e+00    	-2.20634181998520e+00 	 8.10371634767679e-01   -5.87721401925275e-01 	-9.98264438953952e-01	 1.65118340085071e-02	2.29390714550261e-04		1.41308336037280e+00
3.15000000000000e+00    	-2.22752392928451e+00 	 8.10651729394990e-01   -5.87716599521753e-01 	-9.96088814561489e-01	 9.56423707175115e-03	2.22276956055771e-04		1.41148306774553e+00
3.18000000000000e+00    	-2.24868479286055e+00 	 8.10767914260720e-01   -5.87711942042607e-01 	-9.94176141307833e-01	 1.18960949848897e-03	2.16820880636987e-04		1.41010200415707e+00
3.21000000000000e+00    	-2.26982763964969e+00 	 8.10697856255082e-01   -5.87707298602657e-01 	-9.92735431404968e-01	 -7.79941538653191e-03	2.21918397099986e-04		1.40910770237585e+00
3.24000000000000e+00    	-2.29095765727956e+00 	 8.10437960090014e-01   -5.87702375722782e-01 	-9.91945706942254e-01	 -1.64788653844754e-02	2.43364441366996e-04		1.40862624487540e+00
3.27000000000000e+00    	-2.31208189710009e+00 	 8.10004872305371e-01   -5.87696816599533e-01 	-9.91935763861808e-01	 -2.39079393781160e-02	2.81011107225141e-04		1.40872574625463e+00
3.30000000000000e+00    	-2.33320891050685e+00 	 8.09434771459560e-01   -5.87690339385410e-01 	-9.92764128639092e-01	 -2.92305432160073e-02	3.28167824515698e-04		1.40940950311233e+00
3.33000000000000e+00    	-2.35434800658455e+00 	 8.08780403614166e-01   -5.87682858562718e-01 	-9.94402466616379e-01	 -3.17725226612227e-02	3.73756449811584e-04		1.41061897708165e+00
3.36000000000000e+00    	-2.37550812974730e+00 	 8.08106118858635e-01   -5.87674534820441e-01 	-9.96726969253597e-01	 -3.11234251345794e-02	4.06577993728360e-04		1.41224413050125e+00
3.39000000000000e+00    	-2.39669650570270e+00 	 8.07481422102203e-01   -5.87665724686774e-01 	-9.99522089711702e-01	 -2.71932142609006e-02	4.20061779004054e-04		1.41413721228719e+00
3.42000000000000e+00    	-2.41791733361017e+00 	 8.06973729475953e-01   -5.87656841977273e-01 	-1.00249905909941e+00	 -2.02369750062639e-02	4.15507627697305e-04		1.41612643196121e+00
3.45000000000000e+00    	-2.43917085247720e+00 	 8.06641106607564e-01   -5.87648181940386e-01 	-1.00532829513128e+00	 -1.08438585817951e-02	4.02302177757061e-04		1.41802776140228e+00
3.48000000000000e+00    	-2.46045305029942e+00 	 8.06525761207639e-01   -5.87639778912485e-01 	-1.00768113698681e+00	 1.09945856607184e-04	3.94746529175602e-04		1.41965539542240e+00
3.51000000000000e+00    	-2.48175612775939e+00 	 8.06648980165089e-01   -5.87631359789221e-01 	-1.00927357117416e+00	 1.15407380747167e-02	4.06530428374414e-04		1.42083302867471e+00
3.54000000000000e+00    	-2.50306962568045e+00 	 8.07008052349171e-01   -5.87622420620517e-01 	-1.00990377051256e+00	 2.22622861517879e-02	4.44959662507761e-04		1.42140825700053e+00
3.57000000000000e+00    	-2.52438194709685e+00 	 8.07575519925805e-01   -5.87612405013039e-01 	-1.00947671974780e+00	 3.11062039127306e-02	5.07322862516389e-04		1.42127094567191e+00
3.60000000000000e+00    	-2.54568191305817e+00 	 8.08300880113165e-01   -5.87600919630301e-01 	-1.00801250643045e+00	 3.70457268534122e-02	5.81103557388063e-04		1.42037387214763e+00
3.63000000000000e+00    	-2.56696001733784e+00 	 8.09114646422309e-01   -5.87587901445310e-01 	-1.00563891804992e+00	 3.93102992630445e-02	6.48312192713050e-04		1.41875133601116e+00
3.66000000000000e+00    	-2.58820917856304e+00 	 8.09934493002991e-01   -5.87573663091291e-01 	-1.00257245391647e+00	 3.74790756621811e-02	6.92546676245336e-04		1.41652980416421e+00
3.69000000000000e+00    	-2.60942498116458e+00 	 8.10673044273309e-01   -5.87558784784897e-01 	-9.99093602365147e-01	 3.15430527842699e-02	7.06125870775068e-04		1.41392485269892e+00
3.72000000000000e+00    	-2.63060557913028e+00 	 8.11246711992248e-01   -5.87543880794656e-01 	-9.95521721402771e-01	 2.19277702956114e-02	6.94315290214866e-04		1.41122103405831e+00
3.75000000000000e+00    	-2.65175153719215e+00 	 8.11584804770604e-01   -5.87529324281377e-01 	-9.92192365767573e-01	 9.47137202383303e-03	6.74523862336608e-04		1.40873555096686e+00
3.78000000000000e+00    	-2.67286585259299e+00 	 8.11637957105566e-01   -5.87515043231526e-01 	-9.89436500555065e-01	 -4.64334550324934e-03	6.70220101687733e-04		1.40677169380220e+00
3.81000000000000e+00    	-2.69395423329053e+00 	 8.11384813154310e-01   -5.87500484794766e-01 	-9.87558361282142e-01	 -1.89991883519863e-02	7.01567703632020e-04		1.40557211778462e+00
3.84000000000000e+00    	-2.71502546587742e+00 	 8.10835949688127e-01   -5.87484784032695e-01 	-9.86808360448188e-01	 -3.20874791560022e-02	7.76475397569453e-04		1.40528322749653e+00
3.87000000000000e+00    	-2.73609150414327e+00 	 8.10034297642407e-01   -5.87467086252137e-01 	-9.87350117873610e-01	 -4.24684771738661e-02	8.86012394363179e-04		1.40593904982985e+00
3.90000000000000e+00    	-2.75716686874952e+00 	 8.09051798219417e-01   -5.87446897434090e-01 	-9.89225571324260e-01	 -4.89307556804099e-02	1.00662215192091e-03		1.40746668276781e+00
3.93000000000000e+00    	-2.77826712708426e+00 	 8.07982588128113e-01   -5.87424312459337e-01 	-9.92326931215120e-01	 -5.06307872676642e-02	1.10878307327118e-03		1.40970828345231e+00
3.96000000000000e+00    	-2.79940656744171e+00 	 8.06933496350452e-01   -5.87400012397382e-01 	-9.96386332837214e-01	 -4.71967668970981e-02	1.16891024117643e-03		1.41244986651615e+00
3.99000000000000e+00    	-2.82059554885723e+00 	 8.06012949712075e-01   -5.87375014927773e-01 	-1.00099181505029e+00	 -3.87852065324083e-02	1.17966726416282e-03		1.41544703103235e+00
4.02000000000000e+00    	-2.84183823271562e+00 	 8.05319512809052e-01   -5.87350266434353e-01 	-1.00563202567333e+00	 -2.60837788545156e-02	1.15422987043329e-03		1.41844191521041e+00
4.05000000000000e+00    	-2.86313137858954e+00 	 8.04931272269989e-01   -5.87326235622586e-01 	-1.00976388991766e+00	 -1.02587836882463e-02	1.12231857549578e-03		1.42117191628015e+00
4.08000000000000e+00    	-2.88446461102490e+00 	 8.04897156317617e-01   -5.87302676064426e-01 	-1.01289030837059e+00	 7.14930115498086e-03	1.11911198495584e-03		1.42337596639458e+00
4.11000000000000e+00    	-2.90582213244688e+00 	 8.05231069259177e-01   -5.87278664315337e-01 	-1.01463142386802e+00	 2.43732723183711e-02	1.17115353137582e-03		1.42480607603440e+00
4.14000000000000e+00    	-2.92718542618818e+00 	 8.05909420748789e-01   -5.87252914003173e-01 	-1.01477448734062e+00	 3.95955190622974e-02	1.28483926576395e-03		1.42524970306931e+00
4.17000000000000e+00    	-2.94853621773123e+00 	 8.06872275157963e-01   -5.87224255721672e-01 	-1.01329341587696e+00	 5.11353128357232e-02	1.44236242202032e-03		1.42456324790715e+00
4.20000000000000e+00    	-2.96985893579800e+00 	 8.08028007093364e-01   -5.87192100679238e-01 	-1.01033765641585e+00	 5.76279485730229e-02	1.60729231619206e-03		1.42271070278437e+00
4.23000000000000e+00    	-2.99114213968534e+00 	 8.09261093093877e-01   -5.87156700909761e-01 	-1.00619800412125e+00	 5.81779693993565e-02	1.73826321768085e-03		1.41979650696148e+00
4.26000000000000e+00    	-3.01237877266472e+00 	 8.10442510085216e-01   -5.87119084388378e-01 	-1.00126192571769e+00	 5.24715789403267e-02	1.80590361378558e-03		1.41607979004584e+00
4.29000000000000e+00    	-3.03356553093395e+00 	 8.11442084864294e-01   -5.87080660301111e-01 	-9.95971182709764e-01	 4.08363964993881e-02	1.80639694516980e-03		1.41195944387127e+00
