0.00000000000000e+00    	0.00000000000000e+00 	 3.09016994370000e-01  	-9.51056516300000e-01    -1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
3.00000000000000e-02    	-2.12132034344099e-02 	 3.09016994363019e-01   -9.51056516300000e-01 	-9.99999999430242e-01	 -1.70701259126277e-09	-1.13281334535876e-19		1.41421356197021e+00
6.00000000000000e-02    	-4.24264068306695e-02 	 3.09016994110875e-01   -9.51056516300000e-01 	-9.99999990301885e-01	 -3.19234996088403e-08	-4.38839362955258e-18		1.41421355551549e+00
9.00000000000000e-02    	-6.36396099949807e-02 	 3.09016992230959e-01   -9.51056516300000e-01 	-9.99999951347638e-01	 -1.73627759983279e-07	6.97220011875470e-16		1.41421352797069e+00
1.20000000000000e-01    	-8.48528124757022e-02 	 3.09016985088988e-01   -9.51056516300000e-01 	-9.99999858125483e-01	 -5.48559367956644e-07	1.47807766230100e-14		1.41421346205277e+00
1.50000000000000e-01    	-1.06066013641697e-01 	 3.09016966637137e-01   -9.51056516299999e-01 	-9.99999705738048e-01	 -1.24709243646569e-06	1.21523736476812e-13		1.41421335429904e+00
1.80000000000000e-01    	-1.27279213037903e-01 	 3.09016930163407e-01   -9.51056516299992e-01 	-9.99999536902054e-01	 -2.22234345761264e-06	5.77184716494156e-13		1.41421323491518e+00
2.10000000000000e-01    	-1.48492411022837e-01 	 3.09016872393753e-01   -9.51056516299969e-01 	-9.99999465187514e-01	 -3.18060984517953e-06	1.84029795794626e-12		1.41421318420719e+00
2.40000000000000e-01    	-1.69705609577820e-01 	 3.09016799596913e-01   -9.51056516299907e-01 	-9.99999682397017e-01	 -3.50921828849548e-06	4.19054910793034e-12		1.41421333779824e+00
2.70000000000000e-01    	-1.90918813068957e-01 	 3.09016734460775e-01   -9.51056516299788e-01 	-1.00000044110658e+00	 -2.28198498190001e-06	6.83583691133201e-12		1.41421387428443e+00
3.00000000000000e-01    	-2.12132028670929e-01 	 3.09016721761617e-01   -9.51056516299631e-01 	-1.00000200819371e+00	 1.62920487425590e-06	7.40103957404424e-12		1.41421498238213e+00
3.30000000000000e-01    	-2.33345266152075e-01 	 3.09016830453402e-01   -9.51056516299503e-01 	-1.00000459198110e+00	 9.32941234751584e-06	4.08272009239934e-12		1.41421680942857e+00
3.60000000000000e-01    	-2.54558536788209e-01 	 3.09017149932753e-01   -9.51056516299447e-01 	-1.00000825316981e+00	 2.15822701437599e-05	2.97705274035554e-12		1.41421939842216e+00
3.90000000000000e-01    	-2.75771851317866e-01 	 3.09017778963254e-01   -9.51056516299184e-01 	-1.00001281646704e+00	 3.84465110997094e-05	3.02270124610791e-11		1.41422262553549e+00
4.20000000000000e-01    	-2.96985217057149e-01 	 3.09018807028887e-01   -9.51056516297571e-01 	-1.00001780414870e+00	 5.89390266729511e-05	1.42454527905816e-10		1.41422615309158e+00
4.50000000000000e-01    	-3.18198634525060e-01 	 3.09020289563966e-01   -9.51056516291952e-01 	-1.00002241342830e+00	 8.08087868427220e-05	4.22802296357686e-10		1.41422941345774e+00
4.80000000000000e-01    	-3.39412094145730e-01 	 3.09022220300620e-01   -9.51056516277871e-01 	-1.00002555567889e+00	 1.00503671313021e-04	9.50383843817875e-10		1.41423163665358e+00
5.10000000000000e-01    	-3.60625573744159e-01 	 3.09024505540084e-01   -9.51056516249721e-01 	-1.00002596728614e+00	 1.13392916192885e-04	1.74387593983544e-09		1.41423192868233e+00
5.40000000000000e-01    	-3.81839037593688e-01 	 3.09026946132189e-01   -9.51056516202672e-01 	-1.00002239005538e+00	 1.14272303964485e-04	2.70431962696636e-09		1.41422939923841e+00
5.70000000000000e-01    	-4.03052437677437e-01 	 3.09029233031216e-01   -9.51056516135393e-01 	-1.00001380529679e+00	 9.81313481486176e-05	3.60573108334061e-09		1.41422332763038e+00
6.00000000000000e-01    	-4.24265717584740e-01 	 3.09030961292155e-01   -9.51056516052015e-01 	-9.99999692178162e-01	 6.11082471965135e-05	4.18423568806245e-09		1.41421334603045e+00
6.30000000000000e-01    	-4.45478819093995e-01 	 3.09031665250219e-01   -9.51056515960964e-01 	-9.99980270109475e-01	 1.50794452978300e-06	4.33958179248703e-09		1.41419961130333e+00
6.60000000000000e-01    	-4.66691691036337e-01 	 3.09030874551361e-01   -9.51056515868796e-01 	-9.99956679097622e-01	 -7.92794227835616e-05	4.38866288009265e-09		1.41418293242323e+00
6.90000000000000e-01    	-4.87904299550438e-01 	 3.09028187027184e-01   -9.51056515769286e-01 	-9.99931052937169e-01	 -1.76139507293361e-04	5.23033363640517e-09		1.41416482124721e+00
