0.00000000000000e+00    	0.00000000000000e+00 	 6.12323399570000e-17  	1.00000000000000e+00    -1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
7.20600000000000e+01    	-4.92437838460814e+01 	 9.38810467011254e-03   4.98738506467898e-01 	-8.01763841079801e-01	 2.96822179523704e-01	-2.40327295251874e-01		1.33741761314980e+00
7.20900000000000e+01    	-4.92620749641845e+01 	 1.53768659100708e-02   4.93248194526715e-01 	-8.38549666656492e-01	 2.34863476801620e-01	-2.50382435492567e-01		1.34945091062560e+00
7.21200000000000e+01    	-4.92811212921425e+01 	 1.96758201358187e-02   4.87654585537028e-01 	-8.89195518924339e-01	 1.51784488495624e-01	-2.55771658141306e-01		1.37081229310630e+00
7.21500000000000e+01    	-4.93009831615035e+01 	 2.19589808078151e-02   4.82092846796776e-01 	-9.45795758621263e-01	 5.78208392064993e-02	-2.57450179167073e-01		1.40148259397885e+00
7.21800000000000e+01    	-4.93215604387110e+01 	 2.21812013423627e-02   4.76650801217087e-01 	-1.00139260565533e+00	 -3.63948848775785e-02	-2.57571255136564e-01		1.43890746393889e+00
7.22100000000000e+01    	-4.93426764897889e+01 	 2.05406434103967e-02   4.71347613879361e-01 	-1.05084933353644e+00	 -1.21259433139154e-01	-2.58399804792479e-01		1.47843113841531e+00
7.22400000000000e+01    	-4.93641531895462e+01 	 1.73991741102146e-02   4.66143237513651e-01 	-1.09084026597758e+00	 -1.89200298737344e-01	-2.61421208446549e-01		1.51461885870538e+00
7.22700000000000e+01    	-4.93858493820692e+01 	 1.32001280339526e-02   4.60964894980949e-01 	-1.11941211441856e+00	 -2.35121928159152e-01	-2.66980497222866e-01		1.54260960353087e+00
7.23000000000000e+01    	-4.94076656434103e+01 	 8.40858453591871e-03   4.55734114347607e-01 	-1.13553866456920e+00	 -2.56449731388228e-01	-2.74409995914900e-01		1.55901102283426e+00
7.23300000000000e+01    	-4.94295306904503e+01 	 3.47698472270834e-03   4.50385692330823e-01 	-1.13885390238295e+00	 -2.52981678286596e-01	-2.82434551397217e-01		1.56229229542507e+00
7.23600000000000e+01    	-4.94513824402151e+01 	 -1.17317068253720e-03   4.44877293026251e-01 	-1.12957549679797e+00	 -2.26672899315419e-01	-2.89661163672309e-01		1.55281196414454e+00
7.23900000000000e+01    	-4.94731511921702e+01 	 -5.16461213580227e-03   4.39191354008732e-01 	-1.10856813641086e+00	 -1.81381226010710e-01	-2.95025277973618e-01		1.53259987500261e+00
7.24200000000000e+01    	-4.94947493972711e+01 	 -8.18082018795671e-03   4.33331168397039e-01 	-1.07748451103675e+00	 -1.22539705763055e-01	-2.98105731105217e-01		1.50494381221704e+00
7.24500000000000e+01    	-4.95160719166520e+01 	 -9.98947251718117e-03   4.27312739207996e-01 	-1.03890837447029e+00	 -5.66987036586174e-02	-2.99235110138346e-01		1.47380019157299e+00
7.24800000000000e+01    	-4.95370099891825e+01 	 -1.04706129189040e-02   4.21154530605263e-01 	-9.96394946646338e-01	 9.10291283821063e-03	-2.99356879409347e-01		1.44308707082220e+00
7.25100000000000e+01    	-4.95574784067662e+01 	 -9.64086541071910e-03   4.14868537622050e-01 	-9.54284901638925e-01	 6.81152340016047e-02	-2.99650033584099e-01		1.41601182947956e+00
7.25400000000000e+01    	-4.95774480285728e+01 	 -7.66139002101303e-03   4.08456784262762e-01 	-9.17212077953503e-01	 1.14689242788116e-01	-3.01051958964255e-01		1.39465547729585e+00
7.25700000000000e+01    	-4.95969690548722e+01 	 -4.82066501449145e-03   4.01915638774893e-01 	-8.89358417462639e-01	 1.44945698215947e-01	-3.03891224388956e-01		1.37997011793864e+00
7.26000000000000e+01    	-4.96161713963353e+01 	 -1.49300029095414e-03   3.95246157689505e-01 	-8.73670250224790e-01	 1.57148403029269e-01	-3.07807295529894e-01		1.37212997120678e+00
7.26300000000000e+01    	-4.96352388543574e+01 	 1.91698690380732e-03   3.88464715792852e-01 	-8.71314901434322e-01	 1.51731478508788e-01	-3.11982342156097e-01		1.37096501809826e+00
7.26600000000000e+01    	-4.96543668630407e+01 	 5.03095043365396e-03   3.81607524579964e-01 	-8.81565511267671e-01	 1.31029431364971e-01	-3.15546233120594e-01		1.37618889974344e+00
7.26900000000000e+01    	-4.96737204953292e+01 	 7.54412071244330e-03   3.74725852324045e-01 	-9.02118417460574e-01	 9.87990137953639e-02	-3.17946184840177e-01		1.38732428101830e+00
7.27200000000000e+01    	-4.96934072033585e+01 	 9.25650407001738e-03   3.67873788728605e-01 	-9.29685755776333e-01	 5.96224332722786e-02	-3.19120478704160e-01		1.40346297385114e+00
7.27500000000000e+01    	-4.97134701527846e+01 	 1.00842321292064e-02   3.61094252567800e-01 	-9.60642004789517e-01	 1.82824476363694e-02	-3.19434619703339e-01		1.42309725090122e+00
7.27800000000000e+01    	-4.97338984778980e+01 	 1.00515006768516e-02   3.54409356426320e-01 	-9.91547184852851e-01	 -2.07979288199400e-02	-3.19456402252404e-01		1.44417823227359e+00
7.28100000000000e+01    	-4.97546453816979e+01 	 9.26837576157155e-03   3.47818244633935e-01 	-1.01947418282621e+00	 -5.39783330762694e-02	-3.19701944050644e-01		1.46439427850583e+00
7.28400000000000e+01    	-4.97756454698712e+01 	 7.90244009481865e-03   3.41301537820028e-01 	-1.04216283337348e+00	 -7.86574264369846e-02	-3.20461816046962e-01		1.48154856064283e+00
7.28700000000000e+01    	-4.97968267707107e+01 	 6.15129165827779e-03   3.34829158952447e-01 	-1.05806563677853e+00	 -9.33759836417099e-02	-3.21750576672342e-01		1.49390274102486e+00
7.29000000000000e+01    	-4.98181170160549e+01 	 4.21967795892737e-03   3.28368261110526e-01 	-1.06634356874799e+00	 -9.78003878519653e-02	-3.23363066597621e-01		1.50040567691328e+00
7.29300000000000e+01    	-4.98394460393221e+01 	 2.30192925430522e-03   3.21889221825493e-01 	-1.06684355385754e+00	 -9.26190388257552e-02	-3.24990629724623e-01		1.50078391654801e+00
7.29600000000000e+01    	-4.98607466621316e+01 	 5.68653431813321e-04   3.15369018795255e-01 	-1.06006417348354e+00	 -7.93738041951757e-02	-3.26346740182772e-01		1.49550608408113e+00
7.29900000000000e+01    	-4.98819560044158e+01 	 -8.43606121176667e-04   3.08792210799908e-01 	-1.04710088123207e+00	 -6.02400551966752e-02	-3.27262008901593e-01		1.48564785268831e+00
7.30200000000000e+01    	-4.99030183599976e+01 	 -1.84041825349920e-03   3.02150214079133e-01 	-1.02955601958202e+00	 -3.77668218887828e-02	-3.27724674019496e-01		1.47268984930784e+00
7.30500000000000e+01    	-4.99238898429062e+01 	 -2.37495009759143e-03   2.95439746717870e-01 	-1.00940073949502e+00	 -1.45931359100900e-02	-3.27861187632935e-01		1.45828521588366e+00
7.30800000000000e+01    	-4.99445440065075e+01 	 -2.44987557803542e-03   2.88661297281910e-01 	-9.88785100723816e-01	 6.83517952506653e-03	-3.27870433624210e-01		1.44403660491605e+00
7.31100000000000e+01    	-4.99649767727381e+01 	 -2.11451941205523e-03   2.81818248516093e-01 	-9.69808242594450e-01	 2.45167350965178e-02	-3.27940262385545e-01		1.43131894188452e+00
7.31400000000000e+01    	-4.99852086663162e+01 	 -1.45664148037519e-03   2.74916850482397e-01 	-9.54278452597678e-01	 3.70808126265584e-02	-3.28180194540210e-01		1.42117014880194e+00
7.31700000000000e+01    	-5.00052828620109e+01 	 -5.89457095021621e-04   2.67966712152800e-01 	-9.43505472722048e-01	 4.38829293048552e-02	-3.28595296538091e-01		1.41425003356825e+00
7.32000000000000e+01    	-5.00252588605509e+01 	 3.64220522295280e-04   2.60981114798123e-01 	-9.38166688918276e-01	 4.49992561495153e-02	-3.29106296165427e-01		1.41084819290582e+00
7.32300000000000e+01    	-5.00452031444019e+01 	 1.28801054179124e-03   2.53976470022155e-01 	-9.38272791365540e-01	 4.11279785649825e-02	-3.29599990733365e-01		1.41091583573548e+00
7.32600000000000e+01    	-5.00651791674242e+01 	 2.08544225769284e-03   2.46970665973461e-01 	-9.43233173572730e-01	 3.34218386258515e-02	-3.29982946667786e-01		1.41410557742934e+00
7.32900000000000e+01    	-5.00852390459010e+01 	 2.68888815957091e-03   2.39980628861544e-01 	-9.51997734481240e-01	 2.32855297908169e-02	-3.30215060552739e-01		1.41981825899335e+00
7.33200000000000e+01    	-5.01054184570688e+01 	 3.06313120542196e-03   2.33019835029785e-01 	-9.63238917186897e-01	 1.21726953965279e-02	-3.30313527896670e-01		1.42726466109413e+00
7.33500000000000e+01    	-5.01257350518216e+01 	 3.20394293696139e-03   2.26096532366326e-01 	-9.75538129008618e-01	 1.41102826238128e-03	-3.30332946136561e-01		1.43554745217762e+00
7.33800000000000e+01    	-5.01461897241226e+01 	 3.13292091717341e-03   2.19213109296628e-01 	-9.87550097854401e-01	 -7.92662679050973e-03	-3.30335929084465e-01		1.44375893182644e+00
7.34100000000000e+01    	-5.01667696485233e+01 	 2.89019945140015e-03   2.12366606934043e-01 	-9.98130729196890e-01	 -1.50984630623315e-02	-3.30368483329132e-01		1.45108106283941e+00
7.34400000000000e+01    	-5.01874520591596e+01 	 2.52654222774109e-03   2.05550034304102e-01 	-1.00642372123053e+00	 -1.97193511464304e-02	-3.30448294918686e-01		1.45687117998806e+00
7.34700000000000e+01    	-5.02082080668056e+01 	 2.09594011134502e-03   1.98754024087070e-01 	-1.01190687671702e+00	 -2.17434611344437e-02	-3.30566628671701e-01		1.46071989143733e+00
7.35000000000000e+01    	-5.02290061588324e+01 	 1.64939231799963e-03   1.91968429042737e-01 	-1.01440149984332e+00	 -2.14137894016091e-02	-3.30699235465998e-01		1.46247425194385e+00
7.35300000000000e+01    	-5.02498152640946e+01 	 1.23019242682950e-03   1.85183613694354e-01 	-1.01404915205189e+00	 -1.91891230719765e-02	-3.30819748359932e-01		1.46222625168828e+00
7.35600000000000e+01    	-5.02706073610542e+01 	 8.70817535289678e-04   1.78391353849032e-01 	-1.01126074519041e+00	 -1.56588592032494e-02	-3.30910040867026e-01		1.46027221769820e+00
7.35900000000000e+01    	-5.02913595985946e+01 	 5.91400061867679e-04   1.71585367859714e-01 	-1.00664413893483e+00	 -1.14557332589918e-02	-3.30964651042431e-01		1.45705224906864e+00
7.36200000000000e+01    	-5.03120558451262e+01 	 3.99689453235026e-04   1.64761554987491e-01 	-1.00091806445088e+00	 -7.17586156318623e-03	-3.30989300038069e-01		1.45308030799160e+00
7.36500000000000e+01    	-5.03326875411328e+01 	 2.92336324072171e-04   1.57918018422317e-01 	-9.94821819959949e-01	 -3.31426191514207e-03	-3.30995700509222e-01		1.44887528502493e+00
7.36800000000000e+01    	-5.03532537443619e+01 	 2.57234471511368e-04   1.51054925495355e-01 	-9.89031053360829e-01	 -2.21910087031880e-04	-3.30995676133097e-01		1.44490159228057e+00
7.37100000000000e+01    	-5.03737603386056e+01 	 2.76549841240070e-04   1.44174229608029e-01 	-9.84089408577076e-01	 1.91260627213102e-03	-3.30997076500610e-01		1.44152512527125e+00
7.37400000000000e+01    	-5.03942185074996e+01 	 3.29985492088158e-04   1.37279266046589e-01 	-9.80363576675486e-01	 3.05733076275901e-03	-3.31002567076704e-01		1.43898741799736e+00
7.37700000000000e+01    	-5.04146427101944e+01 	 3.97816096244108e-04   1.30374243823472e-01 	-9.78025620392130e-01	 3.31105708319711e-03	-3.31010875448495e-01		1.43739809270348e+00
7.38000000000000e+01    	-5.04350484867004e+01 	 4.63294447208502e-04   1.23463680769921e-01 	-9.77062099786304e-01	 2.86397929080369e-03	-3.31019160497712e-01		1.43674362146933e+00
7.38300000000000e+01    	-5.04554504348039e+01 	 5.14175906297059e-04   1.16551853027323e-01 	-9.77305516147171e-01	 1.95282616667964e-03	-3.31025109061937e-01		1.43690901182058e+00
7.38600000000000e+01    	-5.04758606360666e+01 	 5.43288324328725e-04   1.09642337228089e-01 	-9.78480764094795e-01	 8.18152996323270e-04	-3.31027951301761e-01		1.43770816914313e+00
7.38900000000000e+01    	-5.04962876919517e+01 	 5.48247611778439e-04   1.02737707773977e-01 	-9.80258068417630e-01	 -3.30156356659879e-04	-3.31028352424404e-01		1.43891826029483e+00
7.39200000000000e+01    	-5.05167364015950e+01 	 5.30543745707459e-04   9.58394182345604e-02 	-9.82304234220647e-01	 -1.33554115631922e-03	-3.31027662335097e-01		1.44031340529380e+00
7.39500000000000e+01    	-5.05372080039962e+01 	 4.94279856278147e-04   8.89478577337253e-02 	-9.84325570383821e-01	 -2.10451533777575e-03	-3.31027117404823e-01		1.44169352150642e+00
7.39800000000000e+01    	-5.05577008375922e+01 	 4.44841073045602e-04   8.20625427320106e-02 	-9.86098048794765e-01	 -2.60469617215936e-03	-3.31027381758499e-01		1.44290515064327e+00
7.40100000000000e+01    	-5.05782112412317e+01 	 3.87717455344532e-04   7.51823886333234e-02 	-9.87482674231242e-01	 -2.85386819172565e-03	-3.31028506092384e-01		1.44385250227172e+00
7.40400000000000e+01    	-5.05987345242939e+01 	 3.27628601772086e-04   6.83060042402711e-02 	-9.88426321156191e-01	 -2.90367925050771e-03	-3.31030157288804e-01		1.44449852500520e+00
7.40700000000000e+01    	-5.06192658590466e+01 	 2.68015635719022e-04   6.14319610544357e-02 	-9.88950217053411e-01	 -2.82171031358045e-03	-3.31031907039015e-01		1.44485729999089e+00
7.41000000000000e+01    	-5.06398009861215e+01 	 2.10892617061388e-04   5.45590035820257e-02 	-9.89129666515480e-01	 -2.67522907904953e-03	-3.31033430188339e-01		1.44498020260968e+00
7.41300000000000e+01    	-5.06603366680334e+01 	 1.56992150250029e-04   4.76861822204578e-02 	-9.89069412662963e-01	 -2.51907689625303e-03	-3.31034570957722e-01		1.44493893849638e+00
7.41600000000000e+01    	-5.06808708716692e+01 	 1.06103562984699e-04   4.08129048167178e-02 	-9.88879163802866e-01	 -2.38901426673591e-03	-3.31035315118749e-01		1.44480866824933e+00
7.41900000000000e+01    	-5.07014027043860e+01 	 5.74885675233228e-05   3.39389156116845e-02 	-9.88653278117322e-01	 -2.30064740274690e-03	-3.31035729666567e-01		1.44465402488848e+00
7.42200000000000e+01    	-5.07219321647751e+01 	 1.02683540955441e-05   2.70642202788754e-02 	-9.88457488256840e-01	 -2.25297334597512e-03	-3.31035911889457e-01		1.44452000918658e+00
7.42500000000000e+01    	-5.07424597929806e+01 	 -3.62959379954312e-05   2.01889821840415e-02 	-9.88324044587013e-01	 -2.23479660681143e-03	-3.31035958797995e-01		1.44442868201999e+00
7.42800000000000e+01    	-5.07629863127184e+01 	 -8.26673284162673e-05   1.33134168619185e-02 	-9.88255016608157e-01	 -2.23191699254886e-03	-3.31035949913800e-01		1.44438144526991e+00
7.43100000000000e+01    	-5.07835123467467e+01 	 -1.29036692676460e-04   6.43770859743953e-03 	-9.88231999570159e-01	 -2.23311095483471e-03	-3.31035935979638e-01		1.44436569561482e+00
7.43400000000000e+01    	-5.08040382619992e+01 	 -1.75424902265162e-04   -4.38034518934035e-04 	-9.88229380158644e-01	 -2.23347200540908e-03	-3.31035933235801e-01		1.44436390334958e+00
7.43700000000000e+01    	-5.08245641655408e+01 	 -2.21820588057311e-04   -7.31378103741959e-03 	-9.88227794460964e-01	 -2.23449801679569e-03	-3.31035926491791e-01		1.44436281846178e+00
7.44000000000000e+01    	-5.08450900351548e+01 	 -2.68287500806821e-04   -1.41895370876068e-02 	-9.88224529395096e-01	 -2.24122319820415e-03	-3.31035881642211e-01		1.44436058465821e+00
7.44300000000000e+01    	-5.08656159358610e+01 	 -3.14990380409784e-04   -2.10652823384045e-02 	-9.88238332608404e-01	 -2.25749308027500e-03	-3.31035764263566e-01		1.44437002722059e+00
7.44600000000000e+01    	-5.08861422518199e+01 	 -3.62117156990408e-04   -2.79409018581500e-02 	-9.88307271188136e-01	 -2.28100671706752e-03	-3.31035560031598e-01		1.44441718602363e+00
7.44900000000000e+01    	-5.09066698557542e+01 	 -4.09711261170726e-04   -3.48161368054704e-02 	-9.88479717100326e-01	 -2.29989294452701e-03	-3.31035293774169e-01		1.44453515234156e+00
7.45200000000000e+01    	-5.09272001468648e+01 	 -4.57462410690098e-04   -4.16905741471494e-02 	-9.88800000863758e-01	 -2.29230837179398e-03	-3.31035042264200e-01		1.44475426823827e+00
7.45500000000000e+01    	-5.09477349125128e+01 	 -5.04528936436795e-04   -4.85636882859400e-02 	-9.89291518754449e-01	 -2.22988169888659e-03	-3.31034930275577e-01		1.44509058764993e+00
7.45800000000000e+01    	-5.09682760052386e+01 	 -5.49472388915825e-04   -5.54349366457169e-02 	-9.89940876940486e-01	 -2.08489677990387e-03	-3.31035097049984e-01		1.44553502970740e+00
7.46100000000000e+01    	-5.09888248688684e+01 	 -5.90371807004606e-04   -6.23038988681217e-02 	-9.90686836961192e-01	 -1.84008737872454e-03	-3.31035631634581e-01		1.44604577529947e+00
7.46400000000000e+01    	-5.10093819872931e+01 	 -6.25151205081163e-04   -6.91704379033158e-02 	-9.91417311125317e-01	 -1.49903124776114e-03	-3.31036502245117e-01		1.44654612706001e+00
7.46700000000000e+01    	-5.10299463583647e+01 	 -6.52105249593382e-04   -7.60348534117965e-02 	-9.91976485277800e-01	 -1.09459514024789e-03	-3.31037530714788e-01		1.44692929759002e+00
7.47000000000000e+01    	-5.10505151065847e+01 	 -6.70554591423559e-04   -8.28979950799373e-02 	-9.92182490396020e-01	 -6.92849818315970e-04	-3.31038459678893e-01		1.44707050141861e+00
7.47300000000000e+01    	-5.10710833391756e+01 	 -6.81515368781973e-04   -8.97613058314270e-02 	-9.91854177175895e-01	 -3.90394593183001e-04	-3.31039108087565e-01		1.44684544864772e+00
7.47600000000000e+01    	-5.10916443227537e+01 	 -6.88237045411761e-04   -9.66267715165819e-02 	-9.90843788327206e-01	 -3.04035904487010e-04	-3.31039524046474e-01		1.44615305959824e+00
7.47900000000000e+01    	-5.11121900176459e+01 	 -6.96455397794181e-04   -1.03496763318986e-01 	-9.89070964410120e-01	 -5.53090468001079e-04	-3.31039976788134e-01		1.44493914916169e+00
7.48200000000000e+01    	-5.11327119602024e+01 	 -7.14225450590469e-04   -1.10373771437055e-01 	-9.86552766794897e-01	 -1.23602020885248e-03	-3.31040651656704e-01		1.44321717092956e+00
7.48500000000000e+01    	-5.11532024347861e+01 	 -7.51242060160280e-04   -1.17260044167469e-01 	-9.83424349681595e-01	 -2.40444507944751e-03	-3.31041062186644e-01		1.44108203019692e+00
7.48800000000000e+01    	-5.11736558281901e+01 	 -8.17622229669105e-04   -1.24157165979451e-01 	-9.79945559711483e-01	 -4.03864138996105e-03	-3.31039434327927e-01		1.43871356346657e+00
7.49100000000000e+01    	-5.11940700103953e+01 	 -9.22211115671156e-04   -1.31065630357475e-01 	-9.76490031658131e-01	 -6.02926302076710e-03	-3.31032523445750e-01		1.43636752452815e+00
7.49400000000000e+01    	-5.12144475394997e+01 	 -1.07057847042314e-03   -1.37984483319532e-01 	-9.73515218571147e-01	 -8.17006766960641e-03	-3.31016321434257e-01		1.43435366484393e+00
7.49700000000000e+01    	-5.12347964545334e+01 	 -1.26298261378164e-03   -1.44911122910840e-01 	-9.71514184744203e-01	 -1.01657229135861e-02	-3.30987774300412e-01		1.43300246329791e+00
7.50000000000000e+01    	-5.12551304153461e+01 	 -1.49267298975420e-03   -1.51841328724053e-01 	-9.70952801278543e-01	 -1.16571549696983e-02	-3.30947001452139e-01		1.43262386876067e+00
7.50300000000000e+01    	-5.12754679961643e+01 	 -1.74494783525374e-03   -1.58769558201989e-01 	-9.72198984529954e-01	 -1.22643428452953e-02	-3.30898863867326e-01		1.43346270887498e+00
7.50600000000000e+01    	-5.12958310547329e+01 	 -1.99734648101721e-03   -1.65689488601098e-01 	-9.75453340225835e-01	 -1.16431531504690e-02	-3.30852516100038e-01		1.43565600663347e+00
7.50900000000000e+01    	-5.13162422764289e+01 	 -2.22121613680906e-03   -1.72594723527457e-01 	-9.80692301545184e-01	 -9.54930148913385e-03	-3.30818173237024e-01		1.43919743024118e+00
7.51200000000000e+01    	-5.13367221942177e+01 	 -2.38466103920178e-03   -1.79479546091328e-01 	-9.87634770036621e-01	 -5.89966183979443e-03	-3.30801712613189e-01		1.44391378484414e+00
7.51500000000000e+01    	-5.13572861456484e+01 	 -2.45660548068744e-03   -1.86339604996506e-01 	-9.95740841445033e-01	 -8.19836405477956e-04	-3.30799327334950e-01		1.44945806783730e+00
7.51800000000000e+01    	-5.13779416809934e+01 	 -2.41145580986325e-03   -1.93172463003599e-01 	-1.00424654452172e+00	 5.33224148990027e-03	-3.30795295222341e-01		1.45532301648959e+00
7.52100000000000e+01    	-5.13986868504963e+01 	 -2.23370238714342e-03   -1.99977994607453e-01 	-1.01223259283948e+00	 1.19738563968822e-02	-3.30765238431990e-01		1.46087776292150e+00
7.52400000000000e+01    	-5.14195095998351e+01 	 -1.92179850296668e-03   -2.06758657431945e-01 	-1.01871947532776e+00	 1.83388211433786e-02	-3.30684992660904e-01		1.46542766663665e+00
7.52700000000000e+01    	-5.14403882677613e+01 	 -1.49077395872929e-03   -2.13519656147298e-01 	-1.02277727574720e+00	 2.35501299234260e-02	-3.30542266124346e-01		1.46829361985227e+00
7.53000000000000e+01    	-5.14612929984826e+01 	 -9.73225166639821e-04   -2.20268968842757e-01 	-1.02363722344140e+00	 2.67171497309487e-02	-3.30346047311992e-01		1.46890281580478e+00
7.53300000000000e+01    	-5.14821878149059e+01 	 -4.18495091018569e-04   -2.27017137182323e-01 	-1.02079298885909e+00	 2.70475187937699e-02	-3.30128422131254e-01		1.46687922797879e+00
7.53600000000000e+01    	-5.15030331563477e+01 	 1.10038093612410e-04   -2.33776669255714e-01 	-1.01408222543051e+00	 2.39623868030612e-02	-3.29935545110313e-01		1.46211983771599e+00
7.53900000000000e+01    	-5.15237888250268e+01 	 5.39608417738786e-04   -2.40560904626769e-01 	-1.00374158811747e+00	 1.72031931487433e-02	-3.29808553297815e-01		1.45484253697762e+00
7.54200000000000e+01    	-5.15444174351326e+01 	 7.94669600568189e-04   -2.47382274656583e-01 	-9.90430333744634e-01	 6.91816065054250e-03	-3.29760078590241e-01		1.44559393205012e+00
7.54500000000000e+01    	-5.15648885226074e+01 	 8.05384292322905e-04   -2.54250072111599e-01 	-9.75218005239029e-01	 -6.28348638160002e-03	-3.29756054778372e-01		1.43521033148682e+00
7.54800000000000e+01    	-5.15851833528874e+01 	 5.17628289662795e-04   -2.61168102490541e-01 	-9.59530755900894e-01	 -2.13219120940139e-02	-3.29713721659259e-01		1.42473332020610e+00
7.55100000000000e+01    	-5.16053000845429e+01 	 -9.63817694556077e-05   -2.68132844446452e-01 	-9.45049825063321e-01	 -3.66936184676939e-02	-3.29523141656901e-01		1.41529187603685e+00
7.55400000000000e+01    	-5.16252583363361e+01 	 -1.02840725434396e-03   -2.75132847735208e-01 	-9.33557096032344e-01	 -5.05840010760667e-02	-3.29090379901566e-01		1.40797303626915e+00
7.55700000000000e+01    	-5.16451015820598e+01 	 -2.22759858412781e-03   -2.82149880397337e-01 	-9.26729810838622e-01	 -6.10472110700477e-02	-3.28387896687747e-01		1.40370706166473e+00
7.56000000000000e+01    	-5.16648955805726e+01 	 -3.59925727901439e-03   -2.89161759194330e-01 	-9.25901194076431e-01	 -6.62427275686674e-02	-3.27487701615102e-01		1.40318541713383e+00
7.56300000000000e+01    	-5.16847216701154e+01 	 -5.01059238194379e-03   -2.96146063426108e-01 	-9.31823223880067e-01	 -6.47029677958864e-02	-3.26553360618181e-01		1.40681132065919e+00
7.56600000000000e+01    	-5.17046653060436e+01 	 -6.30378807646275e-03   -3.03083456833799e-01 	-9.44483434270691e-01	 -5.55928638769933e-02	-3.25782422447132e-01		1.41466381550576e+00
7.56900000000000e+01    	-5.17248021783819e+01 	 -7.31498361729682e-03   -3.09959489084933e-01 	-9.63028120999403e-01	 -3.89153975738137e-02	-3.25316633110533e-01		1.42645311236729e+00
7.57200000000000e+01    	-5.17451856072752e+01 	 -7.89615939176546e-03   -3.16764524452636e-01 	-9.85823172518058e-01	 -1.56199458570616e-02	-3.25159767174035e-01		1.44146459698836e+00
7.57500000000000e+01    	-5.17658387719147e+01 	 -7.93597405491029e-03   -3.23492429920396e-01 	-1.01064607716718e+00	 1.24158104911691e-02	-3.25146800041239e-01		1.45851982750342e+00
7.57800000000000e+01    	-5.17867535515950e+01 	 -7.37577555302396e-03   -3.30139261817060e-01 	-1.03496484709398e+00	 4.25364792144657e-02	-3.24987706342803e-01		1.47600087942324e+00
7.58100000000000e+01    	-5.18078952277830e+01 	 -6.21841177454871e-03   -3.36703076904961e-01 	-1.05623988308443e+00	 7.15717670965260e-02	-3.24374088563150e-01		1.49197310893820e+00
7.58400000000000e+01    	-5.18292103590724e+01 	 -4.52955696858541e-03   -3.43185289662716e-01 	-1.07219097434022e+00	 9.61710308306236e-02	-3.23106666130662e-01		1.50440694970667e+00
7.58700000000000e+01    	-5.18506346540500e+01 	 -2.43306618070351e-03   -3.49593154266750e-01 	-1.08099647946283e+00	 1.13162331679923e-01	-3.21191837688748e-01		1.51146395872351e+00
7.59000000000000e+01    	-5.18720985103731e+01 	 -1.02575888665782e-04   -3.55942368457558e-01 	-1.08142027203601e+00	 1.19895729933663e-01	-3.18867609089556e-01		1.51179408086990e+00
7.59300000000000e+01    	-5.18935293290475e+01 	 2.24895983101948e-03   -3.62258586365348e-01 	-1.07288262597095e+00	 1.14544900546999e-01	-3.16543507752387e-01		1.50479149906285e+00
7.59600000000000e+01    	-5.19148511170221e+01 	 4.38145217781904e-03   -3.68576676925572e-01 	-1.05550048967510e+00	 9.63544595195323e-02	-3.14665049141718e-01		1.49076475633315e+00
7.59900000000000e+01    	-5.19359830838637e+01 	 6.04276868139185e-03   -3.74936786828925e-01 	-1.03012221535409e+00	 6.58261770651024e-02	-3.13536236319846e-01		1.47098260888381e+00
7.60200000000000e+01    	-5.19568400209355e+01 	 6.98898201805874e-03   -3.81376789480401e-01 	-9.98372439649952e-01	 2.48321862259232e-02	-3.13153701012058e-01		1.44755981091729e+00
7.60500000000000e+01    	-5.19773380853863e+01 	 7.01180516239834e-03   -3.87921843726382e-01 	-9.62700961321273e-01	 -2.33720378609550e-02	-3.13121518280532e-01		1.42316003256590e+00
7.60800000000000e+01    	-5.19974093023489e+01 	 5.97285936493633e-03   -3.94573699072871e-01 	-9.26391269107595e-01	 -7.42800911796333e-02	-3.12714560472769e-01		1.40053872197669e+00
7.61100000000000e+01    	-5.20170251173582e+01 	 3.83978102013520e-03   -4.01304365573572e-01 	-8.93438641243736e-01	 -1.22460379513794e-01	-3.11119330134223e-01		1.38203631927720e+00
7.61400000000000e+01    	-5.20362231095326e+01 	 7.14354342085624e-04   -4.08058931192165e-01 	-8.68189739940312e-01	 -1.62090790801256e-01	-3.07794949316563e-01		1.36922042777085e+00
7.61700000000000e+01    	-5.20551243370464e+01 	 -3.15816256024929e-03   -4.14768908748566e-01 	-8.54694131031470e-01	 -1.87653424206759e-01	-3.02798339501207e-01		1.36286562053669e+00
7.62000000000000e+01    	-5.20739275720021e+01 	 -7.40457347074804e-03   -4.21371563825431e-01 	-8.55861352075170e-01	 -1.94684546731677e-01	-2.96883446233649e-01		1.36328298872964e+00
7.62300000000000e+01    	-5.20928744973954e+01 	 -1.15631213569925e-02   -4.27826401699583e-01 	-8.72673045156778e-01	 -1.80468189224276e-01	-2.91266349148245e-01		1.37075274838726e+00
7.62600000000000e+01    	-5.21121937310283e+01 	 -1.51414851692121e-02   -4.34120886756905e-01 	-9.03761567857649e-01	 -1.44585658902240e-01	-2.87114350365306e-01		1.38568561892025e+00
7.62900000000000e+01    	-5.21320439036855e+01 	 -1.76862456968706e-02   -4.40263065050932e-01 	-9.45574615238278e-01	 -8.92298549957055e-02	-2.84980086081225e-01		1.40829221735705e+00
