0.00000000000000e+00    	0.00000000000000e+00 	 -8.09016994370000e-01  	-5.87785252290000e-01    -1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
3.00000000000000e-02    	-2.12132034362603e-02 	 -8.09016994360695e-01   -5.87785252290000e-01 	-1.00000000033467e+00	 2.20077436979037e-09	-3.95053258224604e-19		1.41421356260974e+00
6.00000000000000e-02    	-4.24264068991879e-02 	 -8.09016994074490e-01   -5.87785252290000e-01 	-1.00000000717100e+00	 3.43750339580176e-08	-7.71725040899824e-17		1.41421356744376e+00
9.00000000000000e-02    	-6.36396105595254e-02 	 -8.09016992252401e-01   -5.87785252290000e-01 	-1.00000004290449e+00	 1.57947797044581e-07	-1.15899772063350e-15		1.41421359271116e+00
1.20000000000000e-01    	-8.48528149211414e-02 	 -8.09016986403846e-01   -5.87785252290000e-01 	-1.00000014683476e+00	 4.15136608621868e-07	-3.44682957474509e-15		1.41421366620102e+00
1.50000000000000e-01    	-1.06066020937319e-01 	 -8.09016974091203e-01   -5.87785252290000e-01 	-1.00000036076210e+00	 7.43409237036075e-07	1.56501298733513e-14		1.41421381747064e+00
1.80000000000000e-01    	-1.27279229899910e-01 	 -8.09016956086906e-01   -5.87785252289999e-01 	-1.00000070129338e+00	 8.90511298729239e-07	1.35557123820809e-13		1.41421405826277e+00
2.10000000000000e-01    	-1.48492442992341e-01 	 -8.09016940994757e-01   -5.87785252289993e-01 	-1.00000112565738e+00	 3.67671718950880e-07	3.70369406782769e-13		1.41421435833333e+00
2.40000000000000e-01    	-1.69705660491374e-01 	 -8.09016950149803e-01   -5.87785252289987e-01 	-1.00000150163789e+00	 -1.52505497509248e-06	3.13910121517136e-14		1.41421462419265e+00
2.70000000000000e-01    	-1.90918880725425e-01 	 -8.09017021018598e-01   -5.87785252290014e-01 	-1.00000159373841e+00	 -5.58095086437301e-06	-3.57391920012367e-12		1.41421468932779e+00
3.00000000000000e-01    	-2.12132099020802e-01 	 -8.09017207106586e-01   -5.87785252290202e-01 	-1.00000107626042e+00	 -1.24774113578408e-05	-1.62296778232925e-11		1.41421432345938e+00
3.30000000000000e-01    	-2.33345306959622e-01 	 -8.09017572669420e-01   -5.87785252290821e-01 	-9.99999579552392e-01	 -2.25018117455301e-05	-4.53394173483500e-11		1.41421326525079e+00
3.60000000000000e-01    	-2.54558492305059e-01 	 -8.09018181349009e-01   -5.87785252292262e-01 	-9.99996768839486e-01	 -3.52629925841284e-05	-9.32176801285938e-11		1.41421127803907e+00
3.90000000000000e-01    	-2.75771639900928e-01 	 -8.09019079126178e-01   -5.87785252294812e-01 	-9.99992446910626e-01	 -4.94561114771705e-05	-1.45288176755534e-10		1.41420822240723e+00
4.20000000000000e-01    	-2.96984733717409e-01 	 -8.09020273502046e-01   -5.87785252298166e-01 	-9.99986664058340e-01	 -6.27541955194379e-05	-1.59652560698738e-10		1.41420413386209e+00
4.50000000000000e-01    	-3.18197760004347e-01 	 -8.09021712306420e-01   -5.87785252300856e-01 	-9.99979812724142e-01	 -7.18906003819833e-05	-7.09935800740643e-11		1.41419928971276e+00
4.80000000000000e-01    	-3.39410711256945e-01 	 -8.09023266660376e-01   -5.87785252300027e-01 	-9.99972681838893e-01	 -7.29721263393554e-05	1.78281032467514e-10		1.41419424753073e+00
5.10000000000000e-01    	-3.60623590439167e-01 	 -8.09024723085408e-01   -5.87785252292186e-01 	-9.99966447953100e-01	 -6.20249986120649e-05	5.79565461551051e-10		1.41418983905240e+00
5.40000000000000e-01    	-3.81836414699831e-01 	 -8.09025789323744e-01   -5.87785252275287e-01 	-9.99962587306804e-01	 -3.57302958361732e-05	9.97045123355988e-10		1.41418710830285e+00
5.70000000000000e-01    	-4.03049217706744e-01 	 -8.09026117014976e-01   -5.87785252251712e-01 	-9.99962704500150e-01	 7.74109619396422e-06	1.15373747088367e-09		1.41418719073932e+00
