0.00000000000000e+00    	0.00000000000000e+00 	 -8.09016994370000e-01  	5.87785252290000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.79685423210051e-13 	 -8.09016994367797e-01   5.87785252290000e-01 	-2.98426130596761e-11	 4.40223458851144e-10	-4.23365915912481e-21		1.00000000000000e+00
6.00000000000000e-02    	-5.60077729063481e-12 	 -8.09016994230394e-01   5.87785252290000e-01 	-4.60173985552286e-10	 1.38983996985614e-08	-2.04855287150594e-18		1.00000000000000e+00
9.00000000000000e-02    	-4.06869065116317e-11 	 -8.09016992805977e-01   5.87785252290000e-01 	-2.18746359269477e-09	 1.03233942370937e-07	-7.15203661244425e-17		1.00000000000001e+00
1.20000000000000e-01    	-1.60852192440177e-10 	 -8.09016985783091e-01   5.87785252290000e-01 	-6.30388062834689e-09	 4.21785107691619e-07	-8.26746414241766e-16		1.00000000000009e+00
1.50000000000000e-01    	-4.50558862114983e-10 	 -8.09016962574155e-01   5.87785252290000e-01 	-1.35505425066842e-08	 1.23670393421586e-06	-5.05901940998014e-15		1.00000000000076e+00
1.80000000000000e-01    	-1.00303638231916e-09 	 -8.09016902839795e-01   5.87785252290000e-01 	-2.36553844200250e-08	 2.92870676337853e-06	-1.99095820515698e-14		1.00000000000429e+00
2.10000000000000e-01    	-1.87951651455665e-09 	 -8.09016773425658e-01   5.87785252289999e-01 	-3.46459241203733e-08	 5.96442361000445e-06	-5.42504730377064e-14		1.00000000001779e+00
2.40000000000000e-01    	-3.04873798522654e-09 	 -8.09016526554476e-01   5.87785252289996e-01 	-4.22386123515557e-08	 1.08404858411410e-05	-9.80066734437001e-14		1.00000000005876e+00
2.70000000000000e-01    	-4.31059433764348e-09 	 -8.09016100094091e-01   5.87785252289993e-01 	-3.94096541346852e-08	 1.80017052003474e-05	-6.34331504167299e-14		1.00000000016203e+00
3.00000000000000e-01    	-5.21088402827482e-09 	 -8.09015420603040e-01   5.87785252289996e-01 	-1.62466005008326e-08	 2.77389084361658e-05	3.29447925404192e-13		1.00000000038472e+00
3.30000000000000e-01    	-4.95689951088000e-09 	 -8.09014409643274e-01   5.87785252290023e-01 	3.98350627646296e-08	 4.00749328923178e-05	1.72198934431319e-12		1.00000000080300e+00
3.60000000000000e-01    	-2.34576426810506e-09 	 -8.09012993556566e-01   5.87785252290121e-01 	1.43451538494156e-07	 5.46497019375968e-05	5.30042581951111e-12		1.00000000149331e+00
3.90000000000000e-01    	4.28132808680224e-09 	 -8.09011116546629e-01   5.87785252290381e-01 	3.10164168776527e-07	 7.06169559432760e-05	1.29016838671263e-11		1.00000000249343e+00
4.20000000000000e-01    	1.70458257379712e-08 	 -8.09008756518390e-01   5.87785252290959e-01 	5.54971174866072e-07	 8.65659305201978e-05	2.69042753251287e-11		1.00000000374698e+00
4.50000000000000e-01    	3.84878734124658e-08 	 -8.09005942729620e-01   5.87785252292084e-01 	8.90456710397526e-07	 1.00480923944892e-04	4.97583707574617e-11		1.00000000504860e+00
4.80000000000000e-01    	7.14633253097665e-08 	 -8.09002773941077e-01   5.87785252294050e-01 	1.32473278785019e-06	 1.09750225188907e-04	8.30686113692082e-11		1.00000000602343e+00
5.10000000000000e-01    	1.18978173670776e-07 	 -8.08999435443094e-01   5.87785252297169e-01 	1.85935930706233e-06	 1.11233304539443e-04	1.26291218639218e-10		1.00000000618815e+00
5.40000000000000e-01    	1.83962944390390e-07 	 -8.08996213120668e-01   5.87785252301687e-01 	2.48745931846123e-06	 1.01391601184002e-04	1.75337935797680e-10		1.00000000514322e+00
5.70000000000000e-01    	2.68996259495601e-07 	 -8.08993502623151e-01   5.87785252307663e-01 	3.19225011452369e-06	 7.64838531938162e-05	2.21650702164840e-10		1.00000000292999e+00
6.00000000000000e-01    	3.75992994211637e-07 	 -8.08991811749640e-01   5.87785252314833e-01 	3.94617851165768e-06	 3.28219504501207e-05	2.52541215355556e-10		1.00000000054643e+00
6.30000000000000e-01    	5.05877165839448e-07 	 -8.08991754360106e-01   5.87785252322517e-01 	4.71078034830272e-06	 -3.29219481550025e-05	2.53669708973910e-10		1.00000000055302e+00
6.60000000000000e-01    	6.58261908987688e-07 	 -8.08994034478177e-01   5.87785252329645e-01 	5.43728876274344e-06	 -1.23371463825272e-04	2.14356800561753e-10		1.00000000762504e+00
6.90000000000000e-01    	8.31158063873925e-07 	 -8.08999419757141e-01   5.87785252334980e-01 	6.06791218096896e-06	 -2.40084386338237e-04	1.35905880954045e-10		1.00000002883867e+00
7.20000000000000e-01    	1.02072917257666e-06 	 -8.09008704117559e-01   5.87785252337636e-01 	6.53761782540329e-06	 -3.83196526997502e-04	4.22611472799751e-11		1.00000007344116e+00
7.50000000000000e-01    	1.22110503677674e-06 	 -8.09022660104240e-01   5.87785252337927e-01 	6.77621902933591e-06	 -5.51096985470296e-04	-8.75549886865132e-12		1.00000015187689e+00
7.80000000000000e-01    	1.42426024665241e-06 	 -8.09041982313810e-01   5.87785252338528e-01 	6.71059835345226e-06	 -7.40162185226771e-04	8.35264334206987e-11		1.00000027394251e+00
8.10000000000000e-01    	1.61996056814610e-06 	 -8.09067224065534e-01   5.87785252345824e-01 	6.26701283229932e-06	 -9.44575794046823e-04	4.65710837510409e-10		1.00000044613125e+00
8.40000000000000e-01    	1.79578106787845e-06 	 -8.09098730275887e-01   5.87785252371222e-01 	5.37361016294443e-06	 -1.15625962431962e-03	1.32381003704236e-09		1.00000066848237e+00
8.70000000000000e-01    	1.93720689864678e-06 	 -8.09136570197049e-01   5.87785252432080e-01 	3.96349715509212e-06	 -1.36493676129199e-03	2.86426510935411e-09		1.00000093153360e+00
9.00000000000000e-01    	2.02784079058497e-06 	 -8.09180474237084e-01   5.87785252551866e-01 	1.97888267281523e-06	 -1.55834256235972e-03	5.28168772141741e-09		1.00000121421699e+00
9.30000000000000e-01    	2.04975842809801e-06 	 -8.09229779444510e-01   5.87785252759180e-01 	-6.23109116363744e-07	 -1.72259198432643e-03	8.71557563073815e-09		1.00000148366067e+00
9.60000000000000e-01    	1.98406968725663e-06 	 -8.09283388368985e-01   5.87785253085375e-01 	-3.86246674440611e-06	 -1.84270321382392e-03	1.32019881601441e-08		1.00000169778359e+00
9.90000000000000e-01    	1.81175388830173e-06 	 -8.09339745869576e-01   5.87785253560772e-01 	-7.72601137937417e-06	 -1.90326818309542e-03	1.86298543635277e-08		1.00000181124309e+00
1.02000000000000e+00    	1.51483359697227e-06 	 -8.09396838012300e-01   5.87785254209788e-01 	-1.21552369492857e-05	 -1.88925071641634e-03	2.47142886656793e-08		1.00000178470642e+00
1.05000000000000e+00    	1.07792757545611e-06 	 -8.09452216473861e-01   5.87785255045683e-01 	-1.70334609105638e-05	 -1.78688330054878e-03	3.09999997692126e-08		1.00000159661976e+00
1.08000000000000e+00    	4.90175342207534e-07 	 -8.09503050860097e-01   5.87785256065999e-01 	-2.21743024468582e-05	 -1.58462437063018e-03	3.69057469352651e-08		1.00000125576226e+00
1.11000000000000e+00    	-2.52545918841447e-07 	 -8.09546210083402e-01   5.87785257250032e-01 	-2.73142165925891e-05	 -1.27413012276302e-03	4.18153794028319e-08		1.00000081207649e+00
1.14000000000000e+00    	-1.14528008143143e-06 	 -8.09578372468252e-01   5.87785258559707e-01 	-3.21121978853999e-05	 -8.51188755531311e-04	4.52124801335550e-08		1.00000036277668e+00
1.17000000000000e+00    	-2.17178719264572e-06 	 -8.09596162628014e-01   5.87785259944988e-01 	-3.61596204760797e-05	 -3.16561201545986e-04	4.68449893777882e-08		1.00000005075926e+00
1.20000000000000e+00    	-3.30281418424742e-06 	 -8.09596311453322e-01   5.87785261354388e-01 	-3.90023543956988e-05	 3.23328747016892e-04	4.68951453856003e-08		1.00000005303133e+00
1.23000000000000e+00    	-4.49522310912556e-06 	 -8.09575833857481e-01   5.87785262750232e-01 	-4.01757478073565e-05	 1.05591017930498e-03	4.61209824190964e-08		1.00000055828004e+00
1.26000000000000e+00    	-5.69234530629470e-06 	 -8.09532217330320e-01   5.87785264127274e-01 	-3.92508967431320e-05	 1.86223692810615e-03	4.59310381004505e-08		1.00000173473200e+00
1.29000000000000e+00    	-6.82584515346517e-06 	 -8.09463612955262e-01   5.87785265532079e-01 	-3.58881048588017e-05	 2.71705760975569e-03	4.83561394704684e-08		1.00000369183819e+00
1.32000000000000e+00    	-7.81921650158641e-06 	 -8.09369019440781e-01   5.87785267079682e-01 	-2.98909832636401e-05	 3.58921465293759e-03	5.58926095802846e-08		1.00000644165690e+00
1.35000000000000e+00    	-8.59280809153063e-06 	 -8.09248449995582e-01   5.87785268963498e-01 	-2.12527704273451e-05	 4.44238916599633e-03	7.12100331299667e-08		1.00000986758791e+00
1.38000000000000e+00    	-9.07000679272101e-06 	 -8.09103071612802e-01   5.87785271454624e-01 	-1.01856948727872e-05	 5.23619232524624e-03	9.67421638516314e-08		1.00001370881295e+00
