0.00000000000000e+00    	0.00000000000000e+00 	 9.51056516300000e-01  	3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.11232884205086e-13 	 9.51056516302203e-01   3.09016994370000e-01 	3.50820959032603e-11	 4.40223458822147e-10	-2.22576633787024e-21		1.00000000000000e+00
6.00000000000000e-02    	6.58410973735107e-12 	 9.51056516439606e-01   3.09016994370000e-01 	5.40967174427206e-10	 1.38983996844155e-08	-1.07698797815183e-18		1.00000000000000e+00
9.00000000000000e-02    	4.78304232316458e-11 	 9.51056517864023e-01   3.09016994370000e-01 	2.57152927220415e-09	 1.03233941860956e-07	-3.76004814188744e-17		1.00000000000001e+00
1.20000000000000e-01    	1.89095251170016e-10 	 9.51056524886909e-01   3.09016994370000e-01 	7.41084967696934e-09	 4.21785101484765e-07	-4.34646304951405e-16		1.00000000000009e+00
1.50000000000000e-01    	5.29687199860595e-10 	 9.51056548095844e-01   3.09016994370000e-01 	1.59312820859315e-08	 1.23670389311474e-06	-2.65968380932833e-15		1.00000000000076e+00
1.80000000000000e-01    	1.17930065061664e-09 	 9.51056607830201e-01   3.09016994370000e-01 	2.78179041478685e-08	 2.92870658047498e-06	-1.04670860870755e-14		1.00000000000429e+00
2.10000000000000e-01    	2.21029725820380e-09 	 9.51056737244328e-01   3.09016994369999e-01 	4.07674296430825e-08	 5.96442299891232e-06	-2.85211592123762e-14		1.00000000001779e+00
2.40000000000000e-01    	3.58707432004686e-09 	 9.51056984115477e-01   3.09016994369998e-01 	4.97823124872929e-08	 1.08404842072041e-05	-5.15251551791070e-14		1.00000000005876e+00
2.70000000000000e-01    	5.07720987323272e-09 	 9.51057410575786e-01   3.09016994369997e-01 	4.66813483441222e-08	 1.80017015677157e-05	-3.33488070493508e-14		1.00000000016203e+00
3.00000000000000e-01    	6.15256301569874e-09 	 9.51058090066683e-01   3.09016994369998e-01 	1.99359665627147e-08	 2.77389015688092e-05	1.73200830986135e-13		1.00000000038472e+00
3.30000000000000e-01    	5.89145462990754e-09 	 9.51059101026180e-01   3.09016994370012e-01 	-4.50822710979315e-08	 4.00749217261881e-05	9.05302567498756e-13		1.00000000080300e+00
3.60000000000000e-01    	2.89515077746276e-09 	 9.51060517112484e-01   3.09016994370063e-01 	-1.65389803028568e-07	 5.46496862576993e-05	2.78659625234038e-12		1.00000000149331e+00
3.90000000000000e-01    	-4.76708202010938e-09 	 9.51062394121896e-01   3.09016994370200e-01 	-3.59198585181049e-07	 7.06169368302931e-05	6.78281025326643e-12		1.00000000249344e+00
4.20000000000000e-01    	-1.95701548854021e-08 	 9.51064754149530e-01   3.09016994370504e-01 	-6.44263934351373e-07	 8.65659094705821e-05	1.41444008671994e-11		1.00000000374704e+00
4.50000000000000e-01    	-4.44895260208522e-08 	 9.51067567937624e-01   3.09016994371095e-01 	-1.03582797630168e-06	 1.00480898874298e-04	2.61594972997802e-11		1.00000000504874e+00
4.80000000000000e-01    	-8.28908462058294e-08 	 9.51070736725194e-01   3.09016994372129e-01 	-1.54424468600146e-06	 1.09750181039960e-04	4.36717063543730e-11		1.00000000602374e+00
