0.00000000000000e+00    	0.00000000000000e+00 	 -9.51056516300000e-01  	3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.11232883678455e-13 	 -9.51056516297797e-01   3.09016994370000e-01 	-3.50820957101392e-11	 4.40223458853159e-10	-2.22576633804368e-21		1.00000000000000e+00
6.00000000000000e-02    	-6.58410867880656e-12 	 -9.51056516160394e-01   3.09016994370000e-01 	-5.40966981373930e-10	 1.38983996996928e-08	-1.07698797945478e-18		1.00000000000000e+00
9.00000000000000e-02    	-4.78303349728756e-11 	 -9.51056514735977e-01   3.09016994370000e-01 	-2.57151861558471e-09	 1.03233942412017e-07	-3.76004816376096e-17		1.00000000000001e+00
1.20000000000000e-01    	-1.89093267265827e-10 	 -9.51056507713091e-01   3.09016994370000e-01 	-7.41067175529362e-09	 4.21785108192206e-07	-4.34646312346318e-16		1.00000000000009e+00
1.50000000000000e-01    	-5.29665605044188e-10 	 -9.51056484504155e-01   3.09016994370000e-01 	-1.59297523991011e-08	 1.23670393753185e-06	-2.65968390797232e-15		1.00000000000076e+00
1.80000000000000e-01    	-1.17915295341021e-09 	 -9.51056424769794e-01   3.09016994370000e-01 	-2.78093253529172e-08	 2.92870677813685e-06	-1.04670867642271e-14		1.00000000000429e+00
2.10000000000000e-01    	-2.20956818351169e-09 	 -9.51056295355657e-01   3.09016994369999e-01 	-4.07318499595594e-08	 5.96442365931574e-06	-2.85211617091742e-14		1.00000000001779e+00
2.40000000000000e-01    	-3.58425403607198e-09 	 -9.51056048484473e-01   3.09016994369998e-01 	-4.96647840156016e-08	 1.08404859729932e-05	-5.15251576051375e-14		1.00000000005876e+00
2.70000000000000e-01    	-5.06819860858019e-09 	 -9.51055622024081e-01   3.09016994369997e-01 	-4.63572748799239e-08	 1.80017054934908e-05	-3.33487785880301e-14		1.00000000016203e+00
3.00000000000000e-01    	-6.12792440111527e-09 	 -9.51054942533018e-01   3.09016994369998e-01 	-1.91665629081860e-08	 2.77389089903473e-05	1.73201039798815e-13		1.00000000038472e+00
