0.00000000000000e+00    	0.00000000000000e+00 	 -1.00000000000000e+01  	1.22464679910000e-15    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.49693884419312e-13 	 -1.00000000000044e+01   1.22464678264858e-15 	-2.48615416932235e-11	 -8.70329005130857e-10	-6.02770143124214e-21		1.00000000000000e+00
6.00000000000000e-02    	-4.66594231632679e-12 	 -1.00000000002760e+01   1.22461384835870e-15 	-3.83365423266225e-10	 -2.74773643668242e-08	-6.00814106448438e-18		1.00000000000000e+00
9.00000000000000e-02    	-3.38956637549828e-11 	 -1.00000000030921e+01   1.22190121836046e-15 	-1.82233466185088e-09	 -2.04095198743635e-07	-3.31478749654811e-16		1.00000000000002e+00
1.20000000000000e-01    	-1.34001079749908e-10 	 -1.00000000169765e+01   1.16294393271599e-15 	-5.25141741124608e-09	 -8.33876081255705e-07	-5.53341398253267e-15		1.00000000000035e+00
1.50000000000000e-01    	-3.75322225528283e-10 	 -1.00000000628609e+01   5.53065160554725e-16 	-1.12864483172268e-08	 -2.44498397422161e-06	-4.75709871013755e-14		1.00000000000299e+00
1.80000000000000e-01    	-8.35390879774303e-10 	 -1.00000001809567e+01   -3.36850082369151e-15 	-1.96938288353528e-08	 -5.79010132292586e-06	-2.66785641216039e-13		1.00000000001676e+00
2.10000000000000e-01    	-1.56468186829782e-09 	 -1.00000004368106e+01   -2.14485351132583e-14 	-2.88083787487480e-08	 -1.17917632997662e-05	-1.10649032261975e-12		1.00000000006952e+00
2.40000000000000e-01    	-2.53552969792635e-09 	 -1.00000009248790e+01   -8.64845442343608e-14 	-3.50077118991621e-08	 -2.14318182227591e-05	-3.65517464448715e-12		1.00000000022966e+00
2.70000000000000e-01    	-3.57724590053309e-09 	 -1.00000017679981e+01   -2.79033322282322e-13 	-3.23333655110725e-08	 -3.55896661501865e-05	-1.00794747886872e-11		1.00000000063331e+00
3.00000000000000e-01    	-4.30324011077326e-09 	 -1.00000031113631e+01   -7.65106812572604e-13 	-1.23521197582025e-08	 -5.48402762899778e-05	-2.39325684814915e-11		1.00000000150373e+00
3.30000000000000e-01    	-4.03871413855052e-09 	 -1.00000051100471e+01   -1.83659606751456e-12 	3.56531856498792e-08	 -7.92287984530671e-05	-4.99523746351852e-11		1.00000000313860e+00
3.60000000000000e-01    	-1.75995471394251e-09 	 -1.00000079096737e+01   -3.93221953339123e-12 	1.24091779955967e-07	 -1.08043355328927e-04	-9.28936594813818e-11		1.00000000583669e+00
3.90000000000000e-01    	3.94212291447016e-09 	 -1.00000116205530e+01   -7.60487356218406e-12 	2.66039198333112e-07	 -1.39610877912631e-04	-1.55105929418067e-10		1.00000000974563e+00
4.20000000000000e-01    	1.48614442343144e-08 	 -1.00000162863674e+01   -1.33993591382590e-11 	4.73809227960144e-07	 -1.71142261934199e-04	-2.33079647608381e-10		1.00000001464495e+00
4.50000000000000e-01    	3.31287381969348e-08 	 -1.00000218492738e+01   -2.16231792708180e-11 	7.57242902595754e-07	 -1.98652431590323e-04	-3.14034616868028e-10		1.00000001973168e+00
4.80000000000000e-01    	6.11105218093083e-08 	 -1.00000281140205e+01   -3.20405790859563e-11 	1.12193164369305e-06	 -2.16977989643651e-04	-3.74645971480601e-10		1.00000002354035e+00
