0.00000000000000e+00    	0.00000000000000e+00 	 -5.22642316340000e-01  	4.97260947680000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.48154829932146e-13 	 -5.22642316342813e-01   4.97260947680000e+00 	-2.46059317219382e-11	 -5.61861435432463e-10	5.83436566169504e-20		1.00000000000000e+00
6.00000000000000e-02    	-4.61797132368582e-12 	 -5.22642316518181e-01   4.97260947680000e+00 	-3.79424126338633e-10	 -1.77386612349724e-08	2.82309134468272e-17		1.00000000000000e+00
9.00000000000000e-02    	-3.35472696744867e-11 	 -5.22642318336178e-01   4.97260947680000e+00 	-1.80361056366109e-09	 -1.31758473695280e-07	9.85615403326953e-16		1.00000000000001e+00
1.20000000000000e-01    	-1.32625594030405e-10 	 -5.22642327299555e-01   4.97260947680000e+00 	-5.19762538186060e-09	 -5.38328389836559e-07	1.13933141464473e-14		1.00000000000014e+00
1.50000000000000e-01    	-3.71487631935710e-10 	 -5.22642356921343e-01   4.97260947680000e+00 	-1.11721242054316e-08	 -1.57841712397103e-06	6.97178677373293e-14		1.00000000000125e+00
1.80000000000000e-01    	-8.26967578042554e-10 	 -5.22642433160881e-01   4.97260947680000e+00 	-1.95009693494588e-08	 -3.73793659712006e-06	2.74372063642563e-13		1.00000000000699e+00
2.10000000000000e-01    	-1.54941224687908e-09 	 -5.22642598333388e-01   4.97260947680002e+00 	-2.85520720065217e-08	 -7.61245116763516e-06	7.47620616441241e-13		1.00000000002898e+00
2.40000000000000e-01    	-2.51262195529706e-09 	 -5.22642913417449e-01   4.97260947680005e+00 	-3.47794690572910e-08	 -1.38358161949619e-05	1.35062063562098e-12		1.00000000009572e+00
2.70000000000000e-01    	-3.55056242073423e-09 	 -5.22643457712933e-01   4.97260947680009e+00 	-3.23638436056684e-08	 -2.29757491467563e-05	8.74166329349548e-13		1.00000000026394e+00
3.00000000000000e-01    	-4.28658588411314e-09 	 -5.22644324953881e-01   4.97260947680006e+00 	-1.30861383942555e-08	 -3.54034349718845e-05	-4.54008878011741e-12		1.00000000062670e+00
