0.00000000000000e+00    	0.00000000000000e+00 	 5.00000000000000e+00  	-5.66553889760000e-15    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.41736351767073e-12 	 4.99999999999719e+00   -5.66553889760000e-15 	2.35399346014061e-10	 -5.61861435294995e-10	-6.64738016183351e-35		1.00000000000000e+00
6.00000000000000e-02    	4.41790889197579e-11 	 4.99999999982182e+00   -5.66553889760000e-15 	3.62986585441714e-09	 -1.77386611630081e-08	-3.21648700348986e-32		1.00000000000000e+00
9.00000000000000e-02    	3.20939846664597e-10 	 4.99999999800382e+00   -5.66553889760000e-15 	1.72548230783890e-08	 -1.31758471091151e-07	-1.12296015257423e-30		1.00000000000001e+00
1.20000000000000e-01    	1.26881591129052e-09 	 4.99999998904045e+00   -5.66553889760000e-15 	4.97260284235911e-08	 -5.38328358121995e-07	-1.29809633017670e-29		1.00000000000015e+00
1.50000000000000e-01    	3.55412331355089e-09 	 4.99999995941866e+00   -5.66553889760000e-15 	1.06894326589689e-07	 -1.57841691392256e-06	-7.94329929677691e-29		1.00000000000125e+00
1.80000000000000e-01    	7.91268109387419e-09 	 4.99999988317914e+00   -5.66553889760001e-15 	1.86635140328820e-07	 -3.73793566232355e-06	-3.12605567327494e-28		1.00000000000700e+00
2.10000000000000e-01    	1.48291469688966e-08 	 4.99999971800669e+00   -5.66553889760002e-15 	2.73457317068651e-07	 -7.61244804432878e-06	-8.51800940426249e-28		1.00000000002901e+00
2.40000000000000e-01    	2.40619499907432e-08 	 4.99999940292279e+00   -5.66553889760006e-15 	3.33738652922686e-07	 -1.38358078437471e-05	-1.53882907573519e-27		1.00000000009577e+00
2.70000000000000e-01    	3.40449703736473e-08 	 4.99999885862769e+00   -5.66553889760010e-15 	3.12406683158063e-07	 -2.29757305798633e-05	-9.95983608542487e-28		1.00000000026399e+00
3.00000000000000e-01    	4.12208478494952e-08 	 4.99999799138753e+00   -5.66553889760006e-15 	1.31814982173442e-07	 -3.54033998716994e-05	5.17274198254295e-27		1.00000000062671e+00
3.30000000000000e-01    	3.93813146300429e-08 	 4.99999670109126e+00   -5.66553889759964e-15 	-3.06579751818412e-07	 -5.11479641348890e-05	2.70374236615902e-26		1.00000000130810e+00
3.60000000000000e-01    	1.91050849316108e-08 	 4.99999489372828e+00   -5.66553889759810e-15 	-1.11734590346189e-06	 -6.97498585243090e-05	8.32235778055912e-26		1.00000000243315e+00
3.90000000000000e-01    	-3.26081689327469e-08 	 4.99999249808519e+00   -5.66553889759402e-15 	-2.42287788524836e-06	 -9.01290004875972e-05	2.02573690174676e-25		1.00000000406455e+00
4.20000000000000e-01    	-1.32409567024284e-07 	 4.99998948596160e+00   -5.66553889758495e-15 	-4.34202843472836e-06	 -1.10484820034681e-04	4.22434380035293e-25		1.00000000611287e+00
4.50000000000000e-01    	-3.00289571751804e-07 	 4.99998589469947e+00   -5.66553889756728e-15 	-6.97603072191192e-06	 -1.28244639013069e-04	7.81278154265619e-25		1.00000000824768e+00
4.80000000000000e-01    	-5.58812552213021e-07 	 4.99998185034926e+00   -5.66553889753641e-15 	-1.03924581247925e-05	 -1.40075037911084e-04	1.30430206988744e-24		1.00000000986451e+00
5.10000000000000e-01    	-9.31853049453704e-07 	 4.99997758940322e+00   -5.66553889748744e-15 	-1.46082332846471e-05	 -1.41967572383725e-04	1.98296921864747e-24		1.00000001018410e+00
5.40000000000000e-01    	-1.44282328605707e-06 	 4.99997347675013e+00   -5.66553889741650e-15 	-1.95729250843989e-05	 -1.29405653392162e-04	2.75308580816846e-24		1.00000000856446e+00
5.70000000000000e-01    	-2.11242147050897e-06 	 4.99997001738324e+00   -5.66553889732267e-15 	-2.51537537599002e-05	 -9.76138095593675e-05	3.48026861876606e-24		1.00000000508058e+00
6.00000000000000e-01    	-2.95597510043121e-06 	 4.99996785945036e+00   -5.66553889721009e-15 	-3.11238506333443e-05	 -4.18842196185031e-05	3.96527517437594e-24		1.00000000136149e+00
6.30000000000000e-01    	-3.98050090505130e-06 	 4.99996778648784e+00   -5.66553889708944e-15 	-3.71553751099415e-05	 4.20312806848004e-05	3.98293034237404e-24		1.00000000157358e+00
6.60000000000000e-01    	-5.18165086361194e-06 	 4.99997069713427e+00   -5.66553889697753e-15 	-4.28190548984370e-05	 1.57482115721874e-04	3.36555013282527e-24		1.00000001331704e+00
6.90000000000000e-01    	-6.54075866640612e-06 	 4.99997757126443e+00   -5.66553889689377e-15 	-4.75915553269398e-05	 3.06457271646681e-04	2.13365132060529e-24		1.00000004809051e+00
7.20000000000000e-01    	-8.02223883311668e-06 	 4.99998942229646e+00   -5.66553889685207e-15 	-5.08717658540585e-05	 4.89130504168457e-04	6.63340502550884e-25		1.00000012091829e+00
7.50000000000000e-01    	-9.57161627287551e-06 	 5.00000723637003e+00   -5.66553889684750e-15 	-5.20065871802755e-05	 7.03445602085518e-04	-1.37229043870111e-25		1.00000024877017e+00
7.80000000000000e-01    	-1.11144715135175e-05 	 5.00003190011944e+00   -5.66553889683805e-15 	-5.03260988368542e-05	 9.44776675436387e-04	1.31295304560136e-24		1.00000044756774e+00
8.10000000000000e-01    	-1.25565703658402e-05 	 5.00006411981656e+00   -5.66553889672341e-15 	-4.51871036031550e-05	 1.20569815431983e-03	7.31602824729040e-24		1.00000072787469e+00
8.40000000000000e-01    	-1.37854018126569e-05 	 5.00010433566632e+00   -5.66553889632447e-15 	-3.60230420392102e-05	 1.47589661312864e-03	2.07925148353823e-23		1.00000108978364e+00
