0.00000000000000e+00    	0.00000000000000e+00 	 -3.00000000000000e+00  	3.67394039740000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.61280168426612e-12 	 -2.99999999999467e+00   3.67394039740000e-16 	-2.67858214522437e-10	 1.06555946939420e-09	-1.55038063280037e-35		1.00000000000000e+00
6.00000000000000e-02    	-5.02708744175089e-11 	 -2.99999999966208e+00   3.67394039740000e-16 	-4.13038197651728e-09	 3.36410319853451e-08	-7.50187152498955e-33		1.00000000000000e+00
9.00000000000000e-02    	-3.65193431158128e-10 	 -2.99999999621429e+00   3.67394039740000e-16 	-1.96340243140182e-08	 2.49877430677889e-07	-2.61910060301022e-31		1.00000000000003e+00
1.20000000000000e-01    	-1.44376343925326e-09 	 -2.99999997921541e+00   3.67394039740000e-16 	-5.65819925129080e-08	 1.02092955441492e-06	-3.02757413651180e-30		1.00000000000052e+00
1.50000000000000e-01    	-4.04411297907204e-09 	 -2.99999992303825e+00   3.67394039740000e-16 	-1.21627934151440e-07	 2.99343826795491e-06	-1.85263061757845e-29		1.00000000000449e+00
1.80000000000000e-01    	-9.00317982207669e-09 	 -2.99999977845140e+00   3.67394039739998e-16 	-2.12336912685641e-07	 7.08892694325504e-06	-7.29095913119781e-29		1.00000000002515e+00
2.10000000000000e-01    	-1.68711052414529e-08 	 -2.99999946520480e+00   3.67394039739995e-16 	-3.11026736471041e-07	 1.44368736256745e-05	-1.98667149512246e-28		1.00000000010426e+00
2.40000000000000e-01    	-2.73689405800639e-08 	 -2.99999886765362e+00   3.67394039739986e-16 	-3.79304078779196e-07	 2.62393756787272e-05	-3.58903825486443e-28		1.00000000034432e+00
2.70000000000000e-01    	-3.87046252844634e-08 	 -2.99999783540695e+00   3.67394039739976e-16 	-3.54233946674961e-07	 4.35731018759317e-05	-2.32293744191088e-28		1.00000000094937e+00
3.00000000000000e-01    	-4.68096950597113e-08 	 -2.99999619069968e+00   3.67394039739985e-16 	-1.47022982104155e-07	 6.71419997192572e-05	1.20645310115752e-27		1.00000000225403e+00
3.30000000000000e-01    	-4.45836541359983e-08 	 -2.99999374367243e+00   3.67394039740084e-16 	3.55046736980369e-07	 9.70013453617331e-05	6.30599476376785e-27		1.00000000470469e+00
3.60000000000000e-01    	-2.12517893109202e-08 	 -2.99999031603555e+00   3.67394039740442e-16 	1.28292853833707e-06	 1.32279566881445e-04	1.94103608046992e-26		1.00000000874976e+00
3.90000000000000e-01    	3.80472169541660e-08 	 -2.99998577273441e+00   3.67394039741395e-16 	2.77618012911804e-06	 1.70928284019349e-04	4.72464160142485e-26		1.00000001461209e+00
4.20000000000000e-01    	1.52327676337005e-07 	 -2.99998006028839e+00   3.67394039743511e-16 	4.96959907504204e-06	 2.09532742459765e-04	9.85242821371853e-26		1.00000002196433e+00
4.50000000000000e-01    	3.44373961019308e-07 	 -2.99997324951589e+00   3.67394039747632e-16 	7.97678023848684e-06	 2.43213974708111e-04	1.82216432228799e-25		1.00000002960833e+00
4.80000000000000e-01    	6.39831474632966e-07 	 -2.99996557946502e+00   3.67394039754830e-16 	1.18717069178709e-05	 2.65650458354353e-04	3.04198960929794e-25		1.00000003535555e+00
5.10000000000000e-01    	1.06573438715994e-06 	 -2.99995749862283e+00   3.67394039766251e-16 	1.66698913895272e-05	 2.69240817929674e-04	4.62480547047722e-25		1.00000003638425e+00
5.40000000000000e-01    	1.64848304622324e-06 	 -2.99994969895421e+00   3.67394039782797e-16 	2.23108588318989e-05	 2.45420472512570e-04	6.42090434042359e-25		1.00000003036449e+00
5.70000000000000e-01    	2.41133958566109e-06 	 -2.99994313808920e+00   3.67394039804681e-16 	2.86438500371028e-05	 1.85134497251317e-04	8.11690349362773e-25		1.00000001754763e+00
6.00000000000000e-01    	3.37156468652682e-06 	 -2.99993904508757e+00   3.67394039830937e-16 	3.54184533125050e-05	 7.94569398300002e-05	9.24818152984088e-25		1.00000000378394e+00
6.30000000000000e-01    	4.53736407340549e-06 	 -2.99993890569170e+00   3.67394039859077e-16 	4.22814570842125e-05	 -7.96658534405005e-05	9.28964179401819e-25		1.00000000406718e+00
6.60000000000000e-01    	5.90484313118525e-06 	 -2.99994442384120e+00   3.67394039885179e-16 	4.87805920002530e-05	 -2.98582862047974e-04	7.85020083698728e-25		1.00000004576563e+00
6.90000000000000e-01    	7.45517741614494e-06 	 -2.99995745744725e+00   3.67394039904717e-16 	5.43751160965134e-05	 -5.81063390555544e-04	4.97749310392810e-25		1.00000017029564e+00
7.20000000000000e-01    	9.15219533931233e-06 	 -2.99997992796610e+00   3.67394039914446e-16 	5.84525483391896e-05	 -9.27435406659291e-04	1.54808192919282e-25		1.00000043177647e+00
7.50000000000000e-01    	1.09405415837989e-05 	 -3.00001370510013e+00   3.67394039915513e-16 	6.03504510117587e-05	 -1.33379998343629e-03	-3.21128741660383e-26		1.00000089133189e+00
7.80000000000000e-01    	1.27445555238461e-05 	 -3.00006046989830e+00   3.67394039917707e-16 	5.93821472279797e-05	 -1.79138797529402e-03	3.05559320268493e-25		1.00000160629727e+00
8.10000000000000e-01    	1.44679710074075e-05 	 -3.00012156151383e+00   3.67394039944410e-16 	5.48657023758100e-05	 -2.28612444813579e-03	1.70458763986345e-24		1.00000261468420e+00
8.40000000000000e-01    	1.59945354923013e-05 	 -3.00019781478098e+00   3.67394040037380e-16 	4.61563374616226e-05	 -2.79846147219274e-03	4.84605922154446e-24		1.00000391675084e+00
8.70000000000000e-01    	1.71896668204463e-05 	 -3.00028939746303e+00   3.67394040260169e-16 	3.26834690084393e-05	 -3.30353057947418e-03	1.04859300125454e-23		1.00000545717636e+00
9.00000000000000e-01    	1.79033156106098e-05 	 -3.00039565736897e+00   3.67394040698710e-16 	1.39944382244547e-05	 -3.77165265534149e-03	1.93369523961613e-23		1.00000711275450e+00
9.30000000000000e-01    	1.79742692852884e-05 	 -3.00051499041618e+00   3.67394041457726e-16 	-1.01927274670719e-05	 -4.16922571093870e-03	3.19102106413621e-23		1.00000869123569e+00
9.60000000000000e-01    	1.72361960957123e-05 	 -3.00064474102596e+00   3.67394042652034e-16 	-3.99259028048014e-05	 -4.45999056389800e-03	4.83381543181601e-23		1.00000994650549e+00
9.90000000000000e-01    	1.55257492663222e-05 	 -3.00078114590051e+00   3.67394044392687e-16 	-7.49452028987804e-05	 -4.60665186423309e-03	6.82145216487500e-23		1.00001061337277e+00
1.02000000000000e+00    	1.26929925616783e-05 	 -3.00091933119624e+00   3.67394046769132e-16 	-1.14602813023727e-04	 -4.57280825399830e-03	9.04964605193087e-23		1.00001046179984e+00
