0.00000000000000e+00    	0.00000000000000e+00 	 1.76335575690000e+00  	2.42705098310000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	9.47981047291580e-13 	 1.76335575690533e+00   2.42705098310000e+00 	1.57443109085567e-10	 1.06555946894094e-09	-1.02420083893473e-19		1.00000000000000e+00
6.00000000000000e-02    	2.95484834996389e-11 	 1.76335575723792e+00   2.42705098310000e+00 	2.42777850616024e-09	 3.36410317612544e-08	-4.95583013275263e-17		1.00000000000000e+00
9.00000000000000e-02    	2.14655722660116e-10 	 1.76335576068571e+00   2.42705098310000e+00 	1.15406394132309e-08	 2.49877422593199e-07	-1.73021056041999e-15		1.00000000000003e+00
1.20000000000000e-01    	8.48632074538403e-10 	 1.76335577768459e+00   2.42705098310000e+00 	3.32588875823297e-08	 1.02092945600584e-06	-2.00005314775833e-14		1.00000000000052e+00
1.50000000000000e-01    	2.37717034835050e-09 	 1.76335583386174e+00   2.42705098310000e+00 	7.14982177423907e-08	 2.99343761627731e-06	-1.22387070315459e-13		1.00000000000448e+00
1.80000000000000e-01    	5.29262306822712e-09 	 1.76335597844854e+00   2.42705098309999e+00 	1.24848399390741e-07	 7.08892404319552e-06	-4.81649711427864e-13		1.00000000002513e+00
2.10000000000000e-01    	9.91997740056050e-09 	 1.76335629169497e+00   2.42705098309996e+00 	1.82982407028554e-07	 1.44368639363385e-05	-1.31241946823648e-12		1.00000000010423e+00
2.40000000000000e-01    	1.61001768217835e-08 	 1.76335688924565e+00   2.42705098309991e+00 	2.23496011355640e-07	 2.62393497713236e-05	-2.37096329174458e-12		1.00000000034428e+00
2.70000000000000e-01    	2.27919228249244e-08 	 1.76335792149111e+00   2.42705098309984e+00 	2.09720977413441e-07	 4.35730442774976e-05	-1.53456930643307e-12		1.00000000094933e+00
3.00000000000000e-01    	2.76286591189929e-08 	 1.76335956619594e+00   2.42705098309990e+00 	8.99971569024122e-08	 6.71418908314383e-05	7.96993195730323e-12		1.00000000225402e+00
3.30000000000000e-01    	2.64804641541211e-08 	 1.76336201321892e+00   2.42705098310056e+00 	-2.01221249731287e-07	 9.70011683131072e-05	4.16580156155774e-11		1.00000000470463e+00
3.60000000000000e-01    	1.30797014291497e-08 	 1.76336544084941e+00   2.42705098310292e+00 	-7.40196735650498e-07	 1.32279318263080e-04	1.28226817904540e-10		1.00000000874918e+00
3.90000000000000e-01    	-2.12262872472955e-08 	 1.76336998414220e+00   2.42705098310922e+00 	-1.60861027211891e-06	 1.70927980966343e-04	3.12114863913139e-10		1.00000001460948e+00
4.20000000000000e-01    	-8.75325363311005e-08 	 1.76337569657864e+00   2.42705098312320e+00 	-2.88622288906863e-06	 2.09532408699292e-04	6.50862589090338e-10		1.00000002195608e+00
4.50000000000000e-01    	-1.99185709167531e-07 	 1.76338250734041e+00   2.42705098315042e+00 	-4.64172141665574e-06	 2.43213577189785e-04	1.20374394308659e-09		1.00000002958719e+00
4.80000000000000e-01    	-3.71295595211395e-07 	 1.76339017737586e+00   2.42705098319797e+00 	-6.92208801830485e-06	 2.65649758327510e-04	2.00957777614334e-09		1.00000003530885e+00
5.10000000000000e-01    	-6.19911045578986e-07 	 1.76339825818448e+00   2.42705098327342e+00 	-9.74094542839436e-06	 2.69239101890991e-04	3.05520800955784e-09		1.00000003629229e+00
5.40000000000000e-01    	-9.60838077463338e-07 	 1.76340605776794e+00   2.42705098338273e+00 	-1.30664691169685e-05	 2.45416145450022e-04	4.24172933395367e-09		1.00000003019991e+00
5.70000000000000e-01    	-1.40809840766562e-06 	 1.76341261842866e+00   2.42705098352729e+00 	-1.68096558388314e-05	 1.85124556893391e-04	5.36210048275807e-09		1.00000001727683e+00
6.00000000000000e-01    	-1.97205428337447e-06 	 1.76341671098851e+00   2.42705098370074e+00 	-2.08140123480350e-05	 7.94364050598258e-05	6.10935850945402e-09		1.00000000337168e+00
6.30000000000000e-01    	-2.65726231579086e-06 	 1.76341684951975e+00   2.42705098388663e+00 	-2.48480628643678e-05	 -7.97044223952672e-05	6.13658881287067e-09		1.00000000348511e+00
6.60000000000000e-01    	-3.46016610286965e-06 	 1.76341132981974e+00   2.42705098405905e+00 	-2.86024073723296e-05	 -2.98649555426484e-04	5.18544154734395e-09		1.00000004500483e+00
6.90000000000000e-01    	-4.36679317105485e-06 	 1.76339829363806e+00   2.42705098418811e+00 	-3.16932846895820e-05	 -5.81170625737253e-04	3.28749329036028e-09		1.00000016938187e+00
7.20000000000000e-01    	-5.35068070258648e-06 	 1.76337581912308e+00   2.42705098425235e+00 	-3.36745592823216e-05	 -9.27596882954406e-04	1.02212964449133e-09		1.00000043078488e+00
7.50000000000000e-01    	-6.37130666389305e-06 	 1.76334203616467e+00   2.42705098425940e+00 	-3.40596101728450e-05	 -1.33402879881203e-03	-2.11555874997200e-10		1.00000089039605e+00
7.80000000000000e-01    	-7.37333435979037e-06 	 1.76329526336255e+00   2.42705098427396e+00 	-3.23536466603292e-05	 -1.79169395608864e-03	2.02231372502664e-09		1.00000160560571e+00
