0.00000000000000e+00    	0.00000000000000e+00 	 -2.85316954890000e+00  	9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.53386555123716e-12 	 -2.85316954889467e+00   9.27050983120000e-01 	-2.54748300336497e-10	 1.06555946937702e-09	-3.91209909344362e-20		1.00000000000000e+00
6.00000000000000e-02    	-4.78104425411766e-11 	 -2.85316954856208e+00   9.27050983120000e-01 	-3.92822666562157e-09	 3.36410319783363e-08	-1.89295868168639e-17		1.00000000000000e+00
9.00000000000000e-02    	-3.47319579696121e-10 	 -2.85316954511429e+00   9.27050983120000e-01 	-1.86730652311966e-08	 2.49877430427926e-07	-6.60881648969306e-16		1.00000000000003e+00
1.20000000000000e-01    	-1.37310034175083e-09 	 -2.85316952811541e+00   9.27050983120000e-01 	-5.38126471268465e-08	 1.02092955137838e-06	-7.63952399490907e-15		1.00000000000052e+00
1.50000000000000e-01    	-3.84617690106861e-09 	 -2.85316947193825e+00   9.27050983119999e-01 	-1.15674819806960e-07	 2.99343824785793e-06	-4.67477112623328e-14		1.00000000000449e+00
1.80000000000000e-01    	-8.56251164554641e-09 	 -2.85316932735140e+00   9.27050983119996e-01 	-2.01943173900184e-07	 7.08892685383934e-06	-1.83973889012802e-13		1.00000000002515e+00
2.10000000000000e-01    	-1.60452700080585e-08 	 -2.85316901410481e+00   9.27050983119987e-01 	-2.95798902411501e-07	 1.44368733269571e-05	-5.01299887175601e-13		1.00000000010426e+00
2.40000000000000e-01    	-2.60290048774965e-08 	 -2.85316841655364e+00   9.27050983119965e-01 	-3.60722765917225e-07	 2.62393748800520e-05	-9.05627641865460e-13		1.00000000034432e+00
2.70000000000000e-01    	-3.68089941716747e-08 	 -2.85316738430701e+00   9.27050983119939e-01 	-3.36850048318630e-07	 4.35731001003275e-05	-5.86150378169665e-13		1.00000000094936e+00
3.00000000000000e-01    	-4.45151336157474e-08 	 -2.85316573959981e+00   9.27050983119962e-01 	-1.39716886290950e-07	 6.71419963625851e-05	3.04426468074693e-12		1.00000000225403e+00
3.30000000000000e-01    	-4.23931061867452e-08 	 -2.85316329257270e+00   9.27050983120212e-01 	3.37899636499883e-07	 9.70013399039118e-05	1.59120359493697e-11		1.00000000470469e+00
3.60000000000000e-01    	-2.01935312233238e-08 	 -2.85315986493601e+00   9.27050983121117e-01 	1.22056538146606e-06	 1.32279559217375e-04	4.89785660808965e-11		1.00000000874969e+00
3.90000000000000e-01    	3.62200870805864e-08 	 -2.85315532163513e+00   9.27050983123521e-01 	2.64101832487383e-06	 1.70928274677194e-04	1.19217978689222e-10		1.00000001461172e+00
4.20000000000000e-01    	1.44933934830619e-07 	 -2.85314960918940e+00   9.27050983128861e-01 	4.72744221014347e-06	 2.09532732170868e-04	2.48608918026109e-10		1.00000002196316e+00
4.50000000000000e-01    	3.27618638431669e-07 	 -2.85314279841724e+00   9.27050983139258e-01 	7.58781301151789e-06	 2.43213962453580e-04	4.59792206772887e-10		1.00000002960530e+00
