0.00000000000000e+00    	0.00000000000000e+00 	 1.54508497190000e+00  	-4.75528258150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.31396824184013e-13 	 1.54508497189916e+00   -4.75528258150000e+00 	-2.18227194888948e-11	 -1.68558430629949e-10	5.02143829730914e-21		1.00000000000000e+00
6.00000000000000e-02    	-4.09562662671644e-12 	 1.54508497184655e+00   -4.75528258150000e+00 	-3.36507042525657e-10	 -5.32159837028120e-09	2.42973783550359e-18		1.00000000000000e+00
9.00000000000000e-02    	-2.97527469786675e-11 	 1.54508497130115e+00   -4.75528258150000e+00 	-1.59960849081149e-09	 -3.95275421003742e-08	8.48285352452514e-17		1.00000000000000e+00
1.20000000000000e-01    	-1.17625409274323e-10 	 1.54508496861213e+00   -4.75528258150000e+00 	-4.60982991971776e-09	 -1.61498516849756e-07	9.80583447698498e-16		1.00000000000001e+00
1.50000000000000e-01    	-3.29482140631251e-10 	 1.54508495972560e+00   -4.75528258150000e+00 	-9.90942152544547e-09	 -4.73525136518845e-07	6.00037760751111e-15		1.00000000000011e+00
1.80000000000000e-01    	-7.33523904141756e-10 	 1.54508493685374e+00   -4.75528258150000e+00 	-1.73007522928034e-08	 -1.12138097614160e-06	2.36142618779844e-14		1.00000000000063e+00
2.10000000000000e-01    	-1.37462901480001e-09 	 1.54508488730198e+00   -4.75528258150000e+00 	-2.53455910033382e-08	 -2.28373534029611e-06	6.43451406818399e-14		1.00000000000261e+00
2.40000000000000e-01    	-2.23024561002472e-09 	 1.54508479277677e+00   -4.75528258150000e+00 	-3.09217780468031e-08	 -4.15074483184484e-06	1.16243283333162e-13		1.00000000000861e+00
2.70000000000000e-01    	-3.15480087014525e-09 	 1.54508462948812e+00   -4.75528258150000e+00 	-2.89134508132188e-08	 -6.89272468514639e-06	7.52364982136045e-14		1.00000000002376e+00
3.00000000000000e-01    	-3.81771525620301e-09 	 1.54508436931584e+00   -4.75528258150000e+00 	-1.21054105250107e-08	 -1.06210303814653e-05	-3.90749856993968e-13		1.00000000005640e+00
3.30000000000000e-01    	-3.64205561855827e-09 	 1.54508398222655e+00   -4.75528258150004e+00 	2.86604046300367e-08	 -1.53444061864379e-05	-2.04240791543008e-12		1.00000000011773e+00
3.60000000000000e-01    	-1.75232682398218e-09 	 1.54508344001704e+00   -4.75528258150015e+00 	1.04027634762063e-07	 -2.09249813613294e-05	-6.28669965027575e-12		1.00000000021893e+00
3.90000000000000e-01    	3.05929992658093e-09 	 1.54508272132331e+00   -4.75528258150046e+00 	2.25353738889665e-07	 -2.70387291771904e-05	-1.53023540197871e-11		1.00000000036557e+00
4.20000000000000e-01    	1.23390469630429e-08 	 1.54508181768532e+00   -4.75528258150114e+00 	4.03639550331797e-07	 -3.31454780039135e-05	-3.19104566555313e-11		1.00000000054939e+00
4.50000000000000e-01    	2.79415519918814e-08 	 1.54508074030564e+00   -4.75528258150248e+00 	6.48207827877850e-07	 -3.84734298141123e-05	-5.90170802038647e-11		1.00000000074031e+00
4.80000000000000e-01    	5.19574362814308e-08 	 1.54507952699909e+00   -4.75528258150481e+00 	9.65210219541418e-07	 -4.20225784035477e-05	-9.85254313641367e-11		1.00000000088341e+00
5.10000000000000e-01    	8.65948253189352e-08 	 1.54507824871205e+00   -4.75528258150851e+00 	1.35607051480273e-06	 -4.25904358449322e-05	-1.49790530996113e-10		1.00000000090789e+00
5.40000000000000e-01    	1.34014812265849e-07 	 1.54507701490797e+00   -4.75528258151387e+00 	1.81599386781764e-06	 -3.88221097236493e-05	-2.07963395813914e-10		1.00000000075523e+00
5.70000000000000e-01    	1.96124952735192e-07 	 1.54507597707837e+00   -4.75528258152096e+00 	2.33268365130014e-06	 -2.92850932624585e-05	-2.62893547158350e-10		1.00000000043153e+00
6.00000000000000e-01    	2.74339158104004e-07 	 1.54507532965626e+00   -4.75528258152946e+00 	2.88540735580361e-06	 -1.25672294604063e-05	-2.99531764338450e-10		1.00000000008313e+00
6.30000000000000e-01    	3.69316427836370e-07 	 1.54507530768482e+00   -4.75528258153857e+00 	3.44453947439357e-06	 1.26056956768856e-05	-3.00870087616688e-10		1.00000000008538e+00
6.60000000000000e-01    	4.80694339799389e-07 	 1.54507618073047e+00   -4.75528258154703e+00 	3.97168344323756e-06	 4.72382560589438e-05	-2.54242031854136e-10		1.00000000112361e+00
6.90000000000000e-01    	6.06835766968043e-07 	 1.54507824272324e+00   -4.75528258155336e+00 	4.42043926513060e-06	 9.19269257579338e-05	-1.61193537268724e-10		1.00000000423505e+00
7.20000000000000e-01    	7.44608686149738e-07 	 1.54508179765097e+00   -4.75528258155651e+00 	4.73784293054005e-06	 1.46723711049235e-04	-5.01242739351419e-11		1.00000001077515e+00
7.50000000000000e-01    	8.89219117485923e-07 	 1.54508714131712e+00   -4.75528258155685e+00 	4.86646357274642e-06	 2.11011810203729e-04	1.03841999443383e-11		1.00000002227483e+00
7.80000000000000e-01    	1.03411627167615e-06 	 1.54509453967949e+00   -4.75528258155757e+00 	4.74710956621049e-06	 2.83403775148584e-04	-9.90725442487289e-11		1.00000004017012e+00
8.10000000000000e-01    	1.17098710639030e-06 	 1.54510420460179e+00   -4.75528258156622e+00 	4.32206896582325e-06	 3.61672557983383e-04	-5.52382087300050e-10		1.00000006541286e+00
8.40000000000000e-01    	1.28985498902814e-06 	 1.54511626815148e+00   -4.75528258159634e+00 	3.53879339265481e-06	 4.42725051388248e-04	-1.57017801925345e-09		1.00000009800899e+00
8.70000000000000e-01    	1.37929428040032e-06 	 1.54513075684543e+00   -4.75528258166852e+00 	2.35392475794639e-06	 5.22626259396719e-04	-3.39733051275094e-09		1.00000013657186e+00
9.00000000000000e-01    	1.42676950315198e-06 	 1.54514756745813e+00   -4.75528258181061e+00 	7.37554772044733e-07	 5.96680089189333e-04	-6.26468644348931e-09		1.00000017801382e+00
9.30000000000000e-01    	1.41910422411888e-06 	 1.54516644614747e+00   -4.75528258205651e+00 	-1.32241044759671e-06	 6.59570003247292e-04	-1.03377288459911e-08		1.00000021751715e+00
9.60000000000000e-01    	1.34308048640123e-06 	 1.54518697270219e+00   -4.75528258244341e+00 	-3.81594256032597e-06	 7.05559523423026e-04	-1.56592547180050e-08		1.00000024891437e+00
9.90000000000000e-01    	1.18616398510010e-06 	 1.54520855166189e+00   -4.75528258300730e+00 	-6.70685806976679e-06	 7.28748981039203e-04	-2.20975436413268e-08		1.00000026555999e+00
1.02000000000000e+00    	9.37342520066325e-07 	 1.54523041189566e+00   -4.75528258377712e+00 	-9.92935604943069e-06	 7.23381138763728e-04	-2.93146964649818e-08		1.00000026168940e+00
1.05000000000000e+00    	5.88055043810488e-07 	 1.54525161594799e+00   -4.75528258476862e+00 	-1.33855127246228e-05	 6.84184573475309e-04	-3.67706687973985e-08		1.00000023414382e+00
1.08000000000000e+00    	1.33175715148729e-07 	 1.54527108007406e+00   -4.75528258597887e+00 	-1.69442044897780e-05	 6.06740221689020e-04	-4.37759971069220e-08		1.00000018421039e+00
1.11000000000000e+00    	-4.27997712861240e-07 	 1.54528760540184e+00   -4.75528258738332e+00 	-2.04419857531802e-05	 4.87853470699145e-04	-4.95997880723109e-08		1.00000011920944e+00
1.14000000000000e+00    	-1.09081774201377e-06 	 1.54529992009293e+00   -4.75528258893681e+00 	-2.36864426695928e-05	 3.25911841239833e-04	-5.36294396197994e-08		1.00000005338979e+00
1.17000000000000e+00    	-1.84450427030560e-06 	 1.54530673175145e+00   -4.75528259057999e+00 	-2.64624505751920e-05	 1.21206842425276e-04	-5.55659299681882e-08		1.00000000769568e+00
1.20000000000000e+00    	-2.67159619788753e-06 	 1.54530678867785e+00   -4.75528259225177e+00 	-2.85415630323762e-05	 -1.23801853970044e-04	-5.56254128536004e-08		1.00000000807076e+00
1.23000000000000e+00    	-3.54773113380500e-06 	 1.54529894791728e+00   -4.75528259390747e+00 	-2.96944513626851e-05	 -4.04301059182209e-04	-5.47070631253664e-08		1.00000008217055e+00
1.26000000000000e+00    	-4.44183860760055e-06 	 1.54528224744288e+00   -4.75528259554087e+00 	-2.97059148586660e-05	 -7.13036747672047e-04	-5.44816752162132e-08		1.00000025465189e+00
1.29000000000000e+00    	-5.31681116631563e-06 	 1.54525597928245e+00   -4.75528259720720e+00 	-2.83915372421072e-05	 -1.04034084664998e-03	-5.73581522133691e-08		1.00000054155743e+00
1.32000000000000e+00    	-6.13068348055272e-06 	 1.54521975997563e+00   -4.75528259904291e+00 	-2.56146400204290e-05	 -1.37428391509048e-03	-6.62974539837199e-08		1.00000094465575e+00
1.35000000000000e+00    	-6.83830386178288e-06 	 1.54517359447326e+00   -4.75528260127742e+00 	-2.13018581068740e-05	 -1.70096016967408e-03	-8.44658791435501e-08		1.00000144685859e+00
1.38000000000000e+00    	-7.39342963742486e-06 	 1.54511792948712e+00   -4.75528260423229e+00 	-1.54555190330802e-05	 -2.00490515542819e-03	-1.14749746862457e-07		1.00000200993976e+00
1.41000000000000e+00    	-7.75112414881423e-06 	 1.54505369239042e+00   -4.75528260830441e+00 	-8.16111162050381e-06	 -2.26963961269892e-03	-1.59187466567132e-07		1.00000257566198e+00
1.44000000000000e+00    	-7.87028683216579e-06 	 1.54498231206831e+00   -4.75528261393196e+00 	4.11480689914547e-07	 -2.47832605993590e-03	-2.18406664057826e-07		1.00000307104542e+00
1.47000000000000e+00    	-7.71611744928065e-06 	 1.54490571862809e+00   -4.75528262154498e+00 	1.00136417147215e-05	 -2.61451763127638e-03	-2.91176486443649e-07		1.00000341789556e+00
1.50000000000000e+00    	-7.26230851363793e-06 	 1.54482631959293e+00   -4.75528263150561e+00 	2.03303618413607e-05	 -2.66297213821155e-03	-3.74191637239152e-07		1.00000354591075e+00
