0.00000000000000e+00    	0.00000000000000e+00 	 5.00000000000000e+00  	-1.22464679910000e-15    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.25209055154470e-13 	 4.99999999999916e+00   -1.22464679910000e-15 	-7.06198037489864e-11	 -1.68558430640288e-10	1.29319093712324e-36		1.00000000000000e+00
6.00000000000000e-02    	-1.32537263490317e-11 	 4.99999999994654e+00   -1.22464679910000e-15 	-1.08895969635425e-09	 -5.32159837441506e-09	6.25740030004298e-34		1.00000000000000e+00
9.00000000000000e-02    	-9.62819262548213e-11 	 4.99999999940114e+00   -1.22464679910000e-15 	-5.17644356492457e-09	 -3.95275422476043e-08	2.18462294841299e-32		1.00000000000000e+00
1.20000000000000e-01    	-3.80644145949956e-10 	 4.99999999671213e+00   -1.22464679910000e-15 	-1.49177521769826e-08	 -1.61498518637877e-07	2.52533550111235e-31		1.00000000000001e+00
1.50000000000000e-01    	-1.06623014601404e-09 	 4.99999998782559e+00   -1.22464679910000e-15 	-3.20678124683701e-08	 -4.73525148352544e-07	1.54530109129480e-30		1.00000000000011e+00
1.80000000000000e-01    	-2.37375742806840e-09 	 4.99999996495373e+00   -1.22464679910000e-15 	-5.59878164888233e-08	 -1.12138102879092e-06	6.08147473828974e-30		1.00000000000063e+00
2.10000000000000e-01    	-4.44851242065798e-09 	 4.99999991540198e+00   -1.22464679910000e-15 	-8.20258857960538e-08	 -2.28373551618346e-06	1.65710596812858e-29		1.00000000000261e+00
2.40000000000000e-01    	-7.21768855963128e-09 	 4.99999982087675e+00   -1.22464679910000e-15 	-1.00084234391657e-07	 -4.15074530210893e-06	2.99365924910853e-29		1.00000000000862e+00
2.70000000000000e-01    	-1.02106267394496e-08 	 4.99999965758809e+00   -1.22464679910000e-15 	-9.36189997164314e-08	 -6.89272573062807e-06	1.93759436144208e-29		1.00000000002376e+00
3.00000000000000e-01    	-1.23584238875187e-08 	 4.99999939741576e+00   -1.22464679910000e-15 	-3.93000363860142e-08	 -1.06210323578814e-05	-1.00631379192350e-28		1.00000000005640e+00
3.30000000000000e-01    	-1.17956235783123e-08 	 4.99999901032639e+00   -1.22464679910001e-15 	9.24837781115132e-08	 -1.53444094000123e-05	-5.25989317548761e-28		1.00000000011773e+00
3.60000000000000e-01    	-5.69137735931902e-09 	 4.99999846811677e+00   -1.22464679910004e-15 	3.36150872890043e-07	 -2.09249858739441e-05	-1.61903780679427e-27		1.00000000021898e+00
3.90000000000000e-01    	9.86001323960050e-09 	 4.99999774942288e+00   -1.22464679910012e-15 	7.28442253163148e-07	 -2.70387346778555e-05	-3.94087182363228e-27		1.00000000036581e+00
4.20000000000000e-01    	3.98593487758863e-08 	 4.99999684578471e+00   -1.22464679910029e-15 	1.30497564038155e-06	 -3.31454840619879e-05	-8.21801273486387e-27		1.00000000055016e+00
4.50000000000000e-01    	9.03067252953645e-08 	 4.99999576840484e+00   -1.22464679910064e-15 	2.09598713950006e-06	 -3.84734370294370e-05	-1.51988658877845e-26		1.00000000074230e+00
4.80000000000000e-01    	1.67968749449902e-07 	 4.99999455509801e+00   -1.22464679910124e-15 	3.12150641374883e-06	 -4.20225911093301e-05	-2.53735627747858e-26		1.00000000088782e+00
5.10000000000000e-01    	2.79996585126598e-07 	 4.99999327681037e+00   -1.22464679910219e-15 	4.38629903806972e-06	 -4.25904669909225e-05	-3.85759944683048e-26		1.00000000091659e+00
5.40000000000000e-01    	4.33393752130306e-07 	 4.99999204300474e+00   -1.22464679910357e-15 	5.87497940383083e-06	 -3.88221882585531e-05	-5.35573939592750e-26		1.00000000077084e+00
5.70000000000000e-01    	6.34345431750673e-07 	 4.99999100517143e+00   -1.22464679910540e-15 	7.54774157044056e-06	 -2.92852736760102e-05	-6.77037094739065e-26		1.00000000045730e+00
6.00000000000000e-01    	8.87434724723101e-07 	 4.99999035774130e+00   -1.22464679910759e-15 	9.33716769050067e-06	 -1.25676021572845e-05	-7.71393325764161e-26		1.00000000012256e+00
6.30000000000000e-01    	1.19478483851334e-06 	 4.99999033575417e+00   -1.22464679910993e-15 	1.11465504252730e-05	 1.26049956688402e-05	-7.74842235512048e-26		1.00000000014157e+00
6.60000000000000e-01    	1.55517847390203e-06 	 4.99999120877167e+00   -1.22464679911211e-15 	1.28501066216955e-05	 4.72370456074728e-05	-6.54763508636127e-26		1.00000000119823e+00
6.90000000000000e-01    	1.96321569327180e-06 	 4.99999327071770e+00   -1.22464679911374e-15 	1.42953674030057e-05	 9.19249794943907e-05	-4.15136562348566e-26		1.00000000432728e+00
7.20000000000000e-01    	2.40857838115498e-06 	 4.99999682557290e+00   -1.22464679911455e-15 	1.53079109238598e-05	 1.46720780338092e-04	-1.29094594380990e-26		1.00000001088066e+00
7.50000000000000e-01    	2.87547237262757e-06 	 5.00000216913334e+00   -1.22464679911464e-15 	1.56984669736184e-05	 2.11007657322192e-04	2.67515833280928e-27		1.00000002238534e+00
7.80000000000000e-01    	3.34231702721788e-06 	 5.00000956735045e+00   -1.22464679911482e-15 	1.52722771192646e-05	 2.83398221750040e-04	-2.55092590833282e-26		1.00000004027390e+00
8.10000000000000e-01    	3.78174635489185e-06 	 5.00001923208417e+00   -1.22464679911705e-15 	1.38404494615894e-05	 3.61665542722936e-04	-1.42243849716393e-25		1.00000006549676e+00
8.40000000000000e-01    	4.16097589941851e-06 	 5.00003129540263e+00   -1.22464679912481e-15 	1.12329106990962e-05	 4.42716686882916e-04	-4.04350064235345e-25		1.00000009806212e+00
8.70000000000000e-01    	4.44257577425921e-06 	 5.00004578382923e+00   -1.22464679914340e-15 	7.31243445465963e-06	 5.22616874525932e-04	-8.74894308120980e-25		1.00000013659093e+00
9.00000000000000e-01    	4.58567293211604e-06 	 5.00006259415176e+00   -1.22464679917999e-15 	1.98911494509457e-06	 5.96670240425311e-04	-1.61333613305822e-24		1.00000017800965e+00
9.30000000000000e-01    	4.54758533449044e-06 	 5.00008147254786e+00   -1.22464679924332e-15 	-4.76544208099627e-06	 6.59560439562917e-04	-2.66230662693337e-24		1.00000021752132e+00
9.60000000000000e-01    	4.28586752680973e-06 	 5.00010199883055e+00   -1.22464679934296e-15 	-1.29050253594217e-05	 7.05551094354528e-04	-4.03284421611940e-24		1.00000024898441e+00
