0.00000000000000e+00    	0.00000000000000e+00 	 -4.04508497190000e+00  	-2.93892626150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	3.44001351864789e-13 	 -4.04508497190084e+00   -2.93892626150000e+00 	5.71326213992025e-11	 -1.68558430615798e-10	3.10341953993112e-21		1.00000000000000e+00
6.00000000000000e-02    	1.07224899930767e-11 	 -4.04508497195346e+00   -2.93892626150000e+00 	8.80986925748866e-10	 -5.32159836367382e-09	1.50166056415990e-18		1.00000000000000e+00
9.00000000000000e-02    	7.78937262069611e-11 	 -4.04508497249886e+00   -2.93892626150000e+00 	4.18783221953762e-09	 -3.95275418627551e-08	5.24269176884762e-17		1.00000000000000e+00
1.20000000000000e-01    	3.07947845161352e-10 	 -4.04508497518787e+00   -2.93892626150000e+00 	1.20687385764727e-08	 -1.61498513958984e-07	6.06033889985894e-16		1.00000000000001e+00
1.50000000000000e-01    	8.62601168864093e-10 	 -4.04508498407441e+00   -2.93892626150000e+00 	2.59436080435743e-08	 -4.73525117378757e-07	3.70843719875987e-15		1.00000000000011e+00
1.80000000000000e-01    	1.92042968640898e-09 	 -4.04508500694627e+00   -2.93892626150000e+00 	4.52962331385825e-08	 -1.12138089097036e-06	1.45944159117201e-14		1.00000000000063e+00
2.10000000000000e-01    	3.59901888029796e-09 	 -4.04508505649801e+00   -2.93892626150000e+00 	6.63650572314360e-08	 -2.28373505573935e-06	3.97674832280820e-14		1.00000000000261e+00
2.40000000000000e-01    	5.83960695950053e-09 	 -4.04508515102321e+00   -2.93892626150000e+00 	8.09854432783511e-08	 -4.15074407100509e-06	7.18423066179065e-14		1.00000000000862e+00
2.70000000000000e-01    	8.26176629933361e-09 	 -4.04508531431182e+00   -2.93892626150000e+00 	7.57823586811828e-08	 -6.89272299362702e-06	4.64987535444083e-14		1.00000000002376e+00
3.00000000000000e-01    	1.00014435902522e-08 	 -4.04508557448403e+00   -2.93892626150000e+00 	3.18964341129858e-08	 -1.06210271837194e-05	-2.41496624933343e-13		1.00000000005640e+00
3.30000000000000e-01    	9.55069493769267e-09 	 -4.04508596157320e+00   -2.93892626150002e+00 	-7.46081468327012e-08	 -1.53444009869998e-05	-1.26227789951862e-12		1.00000000011773e+00
3.60000000000000e-01    	4.62117818708058e-09 	 -4.04508650378252e+00   -2.93892626150009e+00 	-2.71556488542350e-07	 -2.09249740600864e-05	-3.88539759015011e-12		1.00000000021896e+00
3.90000000000000e-01    	-7.94454634539658e-09 	 -4.04508722247601e+00   -2.93892626150028e+00 	-5.88663236151017e-07	 -2.70387202773492e-05	-9.45739100274406e-12		1.00000000036572e+00
4.20000000000000e-01    	-3.21899316995035e-08 	 -4.04508812611372e+00   -2.93892626150071e+00 	-1.05475965541452e-06	 -3.31454682022845e-05	-1.97218005292432e-11		1.00000000054987e+00
4.50000000000000e-01    	-7.29679252100878e-08 	 -4.04508920349308e+00   -2.93892626150153e+00 	-1.69436316464834e-06	 -3.84734181401547e-05	-3.64747053179466e-11		1.00000000074154e+00
4.80000000000000e-01    	-1.35753958383544e-07 	 -4.04509041679918e+00   -2.93892626150297e+00 	-2.52377929705332e-06	 -4.20225578459797e-05	-6.08923862910935e-11		1.00000000088613e+00
5.10000000000000e-01    	-2.26338122969906e-07 	 -4.04509169508523e+00   -2.93892626150526e+00 	-3.54699344172170e-06	 -4.25903854504671e-05	-9.25762434024969e-11		1.00000000091326e+00
5.40000000000000e-01    	-3.50394801331172e-07 	 -4.04509292888681e+00   -2.93892626150857e+00 	-4.75166543868318e-06	 -3.88219826517050e-05	-1.28529397827434e-10		1.00000000076486e+00
5.70000000000000e-01    	-5.12938055219186e-07 	 -4.04509396671041e+00   -2.93892626151295e+00 	-6.10558008097578e-06	 -2.92848013451987e-05	-1.62478348431927e-10		1.00000000044744e+00
6.00000000000000e-01    	-7.17682030370249e-07 	 -4.04509461411955e+00   -2.93892626151821e+00 	-7.55392717973840e-06	 -1.25666264165606e-05	-1.85121865919954e-10		1.00000000010749e+00
6.30000000000000e-01    	-9.66336873661121e-07 	 -4.04509463606560e+00   -2.93892626152384e+00 	-9.01778278795242e-06	 1.26068283331258e-05	-1.85948112683074e-10		1.00000000012013e+00
6.60000000000000e-01    	-1.25788145883691e-06 	 -4.04509376297442e+00   -2.93892626152906e+00 	-1.03941354163790e-05	 4.72402146512088e-05	-1.57128697945727e-10		1.00000000116984e+00
6.90000000000000e-01    	-1.58786376363533e-06 	 -4.04509170090601e+00   -2.93892626153297e+00 	-1.15577449423140e-05	 9.19300749522857e-05	-9.96198046975232e-11		1.00000000429236e+00
7.20000000000000e-01    	-1.94778715356609e-06 	 -4.04508814586092e+00   -2.93892626153492e+00 	-1.23650355428742e-05	 1.46728453158080e-04	-3.09755688924110e-11		1.00000001084107e+00
7.50000000000000e-01    	-2.32464518916254e-06 	 -4.04508280202372e+00   -2.93892626153513e+00 	-1.26601070970575e-05	 2.11018529876797e-04	6.41439344844582e-12		1.00000002234455e+00
7.80000000000000e-01    	-2.70066799565963e-06 	 -4.04507540342630e+00   -2.93892626153557e+00 	-1.22828044255428e-05	 2.83412760950494e-04	-6.12507289978543e-11		1.00000004023683e+00
8.10000000000000e-01    	-3.05333895080176e-06 	 -4.04506573819889e+00   -2.93892626154092e+00 	-1.10786164812701e-05	 3.61683909147359e-04	-3.41442558002261e-10		1.00000006546899e+00
8.40000000000000e-01    	-3.35573093755936e-06 	 -4.04505367427504e+00   -2.93892626155954e+00 	-8.90999862467458e-06	 4.42738585651182e-04	-9.70517017288651e-10		1.00000009804842e+00
8.70000000000000e-01    	-3.57719653680290e-06 	 -4.04503918514851e+00   -2.93892626160416e+00 	-5.66853544756162e-06	 5.22641444563259e-04	-2.09979658927737e-09		1.00000013659310e+00
9.00000000000000e-01    	-3.68442667398436e-06 	 -4.04502237406631e+00   -2.93892626169197e+00 	-1.28720802540906e-06	 5.96696024818098e-04	-3.87191893300126e-09		1.00000017802389e+00
9.30000000000000e-01    	-3.64286835384018e-06 	 -4.04500349490251e+00   -2.93892626184395e+00 	4.24808144145593e-06	 6.59585477458660e-04	-6.38910542422379e-09		1.00000021753550e+00
9.60000000000000e-01    	-3.41846579678256e-06 	 -4.04498296790763e+00   -2.93892626208307e+00 	1.08886234760087e-05	 7.05573161682006e-04	-9.67774102389081e-09		1.00000024897599e+00
9.90000000000000e-01    	-2.97966262881912e-06 	 -4.04496138858284e+00   -2.93892626243155e+00 	1.85155216685205e-05	 7.28759488370701e-04	-1.36563583071984e-08		1.00000026571657e+00
1.02000000000000e+00    	-2.29957819312990e-06 	 -4.04493952809284e+00   -2.93892626290730e+00 	2.69355767422581e-05	 7.23387615319579e-04	-1.81160963895045e-08		1.00000026200755e+00
1.05000000000000e+00    	-1.35825098722493e-06 	 -4.04491832390988e+00   -2.93892626352003e+00 	3.58810029637201e-05	 6.84186858653707e-04	-2.27232221048536e-08		1.00000023469952e+00
1.08000000000000e+00    	-1.44828786028831e-07 	 -4.04489885976858e+00   -2.93892626426792e+00 	4.50132966923650e-05	 6.06739198791886e-04	-2.70517331809499e-08		1.00000018507931e+00
1.11000000000000e+00    	1.34042041632185e-06 	 -4.04488233449634e+00   -2.93892626513581e+00 	5.39312968503482e-05	 4.87851248232913e-04	-3.06500883668739e-08		1.00000012045371e+00
1.14000000000000e+00    	3.08439952943268e-06 	 -4.04487001984994e+00   -2.93892626609578e+00 	6.21832027045570e-05	 3.25911724387777e-04	-3.31398701141029e-08		1.00000005504260e+00
1.17000000000000e+00    	5.05988779484320e-06 	 -4.04486320811164e+00   -2.93892626711116e+00 	6.92820841388773e-05	 1.21213023724716e-04	-3.43363911583314e-08		1.00000000974630e+00
