0.00000000000000e+00    	0.00000000000000e+00 	 -9.51056516300000e-01  	3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-7.30764826781057e-13 	 -9.51056516302117e-01   3.09016994370000e-01 	-1.21445864693031e-10	 -3.71638938395472e-10	-4.48458408971983e-21		1.00000000000000e+00
6.00000000000000e-02    	-2.28529321740390e-11 	 -9.51056516385077e-01   3.09016994370000e-01 	-1.88022449101544e-09	 -7.64330800159867e-09	-2.68635985020243e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.66597480397048e-10 	 -9.51056517065956e-01   3.09016994370000e-01 	-8.97711154285751e-09	 -4.63308743004141e-08	-1.17123042149375e-16		1.00000000000000e+00
1.20000000000000e-01    	-6.61176040770907e-10 	 -9.51056519974737e-01   3.09016994370000e-01 	-2.60022644677588e-08	 -1.66950082667576e-07	-1.69421092823385e-15		1.00000000000001e+00
1.50000000000000e-01    	-1.86022971785233e-09 	 -9.51056528676215e-01   3.09016994370000e-01 	-5.62448947880954e-08	 -4.47657537637269e-07	-1.31749988088033e-14		1.00000000000010e+00
1.80000000000000e-01    	-4.16340634338558e-09 	 -9.51056549433114e-01   3.09016994369999e-01 	-9.90139332314585e-08	 -9.88576377612308e-07	-6.84150482605544e-14		1.00000000000049e+00
2.10000000000000e-01    	-7.85471532527924e-09 	 -9.51056591684978e-01   3.09016994369994e-01 	-1.46835212474477e-07	 -1.89855353600272e-06	-2.66395710747765e-13		1.00000000000181e+00
2.40000000000000e-01    	-1.28600842727449e-08 	 -9.51056668023086e-01   3.09016994369979e-01 	-1.82938747642144e-07	 -3.27498457790972e-06	-8.33258893588547e-13		1.00000000000538e+00
2.70000000000000e-01    	-1.84392055207154e-08 	 -9.51056793474016e-01   3.09016994369937e-01 	-1.79460254562629e-07	 -5.17822124945383e-06	-2.18709786844064e-12		1.00000000001342e+00
3.00000000000000e-01    	-2.28391442697880e-08 	 -9.51056983962160e-01   3.09016994369834e-01 	-9.67516157309585e-08	 -7.60287168021265e-06	-4.95745006140089e-12		1.00000000002891e+00
3.30000000000000e-01    	-2.29480820237440e-08 	 -9.51057253900878e-01   3.09016994369617e-01 	1.15874031011308e-07	 -1.04489432463320e-05	-9.89006276850467e-12		1.00000000005460e+00
3.60000000000000e-01    	-1.39958438739501e-08 	 -9.51057612957410e-01   3.09016994369213e-01 	5.17742211736894e-07	 -1.34962020134384e-05	-1.75763129390311e-11		1.00000000009121e+00
3.90000000000000e-01    	1.06474961618014e-08 	 -9.51058062141032e-01   3.09016994368535e-01 	1.17267705600263e-06	 -1.63852824718366e-05	-2.80081505170238e-11		1.00000000013493e+00
