0.00000000000000e+00    	0.00000000000000e+00 	 -9.51056516300000e-01  	-3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-7.26100321257868e-13 	 -9.51056516299068e-01   -3.09016994370000e-01 	-1.20514012672534e-10	 1.34799241565409e-10	1.37937163299120e-21		1.00000000000000e+00
6.00000000000000e-02    	-2.25574178787715e-11 	 -9.51056516290031e-01   -3.09016994370000e-01 	-1.85080479617023e-09	 1.65985498056878e-10	1.80524045790251e-19		1.00000000000000e+00
9.00000000000000e-02    	-1.63286811436063e-10 	 -9.51056516375486e-01   -3.09016994370000e-01 	-8.75858999818597e-09	 -9.20886418996847e-09	-1.51138801827365e-17		1.00000000000000e+00
1.20000000000000e-01    	-6.42999676783310e-10 	 -9.51056517245010e-01   -3.09016994370000e-01 	-2.51094542829907e-08	 -5.99698078776945e-08	-4.78242859894667e-16		1.00000000000000e+00
1.50000000000000e-01    	-1.79292645056676e-09 	 -9.51056521029912e-01   -3.09016994370000e-01 	-5.36271527331760e-08	 -2.17687737945126e-07	-5.36391824434328e-15		1.00000000000003e+00
1.80000000000000e-01    	-3.96966435445896e-09 	 -9.51056532410030e-01   -3.09016994370000e-01 	-9.28148490659136e-08	 -5.87064513305749e-07	-3.51443025533789e-14		1.00000000000018e+00
2.10000000000000e-01    	-7.38705093754338e-09 	 -9.51056559782826e-01   -3.09016994370003e-01 	-1.34210839397138e-07	 -1.31029972857329e-06	-1.62138965899073e-13		1.00000000000087e+00
2.40000000000000e-01    	-1.18698945988403e-08 	 -9.51056616261144e-01   -3.09016994370013e-01 	-1.59994018235016e-07	 -2.55718513452749e-06	-5.80459793967535e-13		1.00000000000328e+00
2.70000000000000e-01    	-1.65463788755410e-08 	 -9.51056720245451e-01   -3.09016994370045e-01 	-1.41358024585172e-07	 -4.50667745643350e-06	-1.70842377487291e-12		1.00000000001016e+00
3.00000000000000e-01    	-1.95080822498661e-08 	 -9.51056895322799e-01   -3.09016994370130e-01 	-3.80368144035864e-08	 -7.32063319186639e-06	-4.28902447945149e-12		1.00000000002680e+00
3.30000000000000e-01    	-1.74770058538721e-08 	 -9.51057169279434e-01   -3.09016994370328e-01 	2.00710607914327e-07	 -1.11113312681895e-05	-9.41012877008016e-12		1.00000000006175e+00
3.60000000000000e-01    	-5.52666483608145e-09 	 -9.51057572076164e-01   -3.09016994370733e-01 	6.33458485250641e-07	 -1.59052841232421e-05	-1.83302855505971e-11		1.00000000012669e+00
3.90000000000000e-01    	2.30917793380329e-08 	 -9.51058132722040e-01   -3.09016994371475e-01 	1.32225605043240e-06	 -2.16065695238771e-05	-3.19988330470708e-11		1.00000000023430e+00
4.20000000000000e-01    	7.69679094662670e-08 	 -9.51058875087243e-01   -3.09016994372699e-01 	2.32665074455446e-06	 -2.79634359105408e-05	-5.02314656459375e-11		1.00000000039368e+00
