0.00000000000000e+00    	0.00000000000000e+00 	 8.09016994370000e-01  	-5.87785252290000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-7.47911319868312e-13 	 8.09016994373404e-01   -5.87785252290000e-01 	-1.24342162754234e-10	 5.82385270937973e-10	7.55139886698590e-21		1.00000000000000e+00
6.00000000000000e-02    	-2.34337769201993e-11 	 8.09016994492340e-01   -5.87785252290000e-01 	-1.92953634830087e-09	 1.06073746869592e-08	3.88511003457707e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.71176699443366e-10 	 8.09016995384563e-01   -5.87785252290000e-01 	-9.23582986488709e-09	 5.89275913462865e-08	1.53526379457829e-16		1.00000000000000e+00
1.20000000000000e-01    	-6.80851895890082e-10 	 8.09016998931021e-01   -5.87785252290000e-01 	-2.68291431773099e-08	 1.98259081725395e-07	2.06207234453262e-15		1.00000000000002e+00
1.50000000000000e-01    	-1.92040869017193e-09 	 8.09017008917738e-01   -5.87785252290000e-01 	-5.82382473015192e-08	 5.01702525375639e-07	1.50910632718687e-14		1.00000000000013e+00
1.80000000000000e-01    	-4.31095112672192e-09 	 8.09017031504277e-01   -5.87785252289999e-01 	-1.02997520092182e-07	 1.05202057560621e-06	7.43418183381485e-14		1.00000000000056e+00
2.10000000000000e-01    	-8.16354274179822e-09 	 8.09017075268248e-01   -5.87785252289994e-01 	-1.53766320877200e-07	 1.92426943269332e-06	2.75918579908691e-13		1.00000000000186e+00
2.40000000000000e-01    	-1.34326825826677e-08 	 8.09017150646231e-01   -5.87785252289979e-01 	-1.93726992292687e-07	 3.16323778260937e-06	8.24685783621798e-13		1.00000000000502e+00
2.70000000000000e-01    	-1.94013517238101e-08 	 8.09017268646836e-01   -5.87785252289938e-01 	-1.94696276509477e-07	 4.75790954778423e-06	2.06989880088676e-12		1.00000000001134e+00
3.00000000000000e-01    	-2.43252542954984e-08 	 8.09017438787664e-01   -5.87785252289843e-01 	-1.16356780447834e-07	 6.61577043017594e-06	4.48277734907910e-12		1.00000000002189e+00
3.30000000000000e-01    	-2.50751423271743e-08 	 8.09017666298905e-01   -5.87785252289653e-01 	9.30537270491144e-08	 8.54016381077828e-06	8.52408480298617e-12		1.00000000003647e+00
3.60000000000000e-01    	-1.68247404700321e-08 	 8.09017948735041e-01   -5.87785252289313e-01 	4.94363647000924e-07	 1.02140251894041e-05	1.43795717605685e-11		1.00000000005229e+00
3.90000000000000e-01    	7.16325957072759e-09 	 8.09018272234253e-01   -5.87785252288776e-01 	1.15330530627360e-06	 1.11931595844219e-05	2.16210663558451e-11		1.00000000006331e+00
4.20000000000000e-01    	5.56001880668633e-08 	 8.09018607753911e-01   -5.87785252288015e-01 	2.13463434509832e-06	 1.09117667314588e-05	2.89773073714859e-11		1.00000000006181e+00
4.50000000000000e-01    	1.39034921440637e-07 	 8.09018907681226e-01   -5.87785252287055e-01 	3.49476621198367e-06	 8.70217925997875e-06	3.45404050170539e-11		1.00000000004397e+00
4.80000000000000e-01    	2.69479104920283e-07 	 8.09019103262910e-01   -5.87785252285976e-01 	5.27333365155550e-06	 3.82979506677374e-06	3.68319546423451e-11		1.00000000002124e+00
5.10000000000000e-01    	4.59769706606345e-07 	 8.09019103309891e-01   -5.87785252284867e-01 	7.48422230617219e-06	 -4.45698779766160e-06	3.71308407849038e-11		1.00000000003794e+00
5.40000000000000e-01    	7.22663212205274e-07 	 8.09018794608258e-01   -5.87785252283694e-01 	1.01067667028718e-05	 -1.68633150862933e-05	4.32520166536700e-11		1.00000000019326e+00
5.70000000000000e-01    	1.06967763315720e-06 	 8.09018044403300e-01   -5.87785252282026e-01 	1.30778744785012e-05	 -3.39737018968015e-05	7.45287080779445e-11		1.00000000066262e+00
6.00000000000000e-01    	1.50972222046245e-06 	 8.09016705220235e-01   -5.87785252278616e-01 	1.62858835684058e-05	 -5.61712026078141e-05	1.67124806557473e-10		1.00000000171022e+00
6.30000000000000e-01    	2.04757879135387e-06 	 8.09014622146305e-01   -5.87785252270822e-01 	1.95669391617859e-05	 -8.35550914237350e-05	3.78113153482847e-10		1.00000000368216e+00
6.60000000000000e-01    	2.68232119399333e-06 	 8.09011642530356e-01   -5.87785252253964e-01 	2.27046018878655e-05	 -1.15863074844991e-04	7.86207634026523e-10		1.00000000696988e+00
6.90000000000000e-01    	3.40577893919465e-06 	 8.09007627866583e-01   -5.87785252220726e-01 	2.54332668616896e-05	 -1.52404582381701e-04	1.48689324053374e-09		1.00000001193700e+00
7.20000000000000e-01    	4.20116577860434e-06 	 8.09002467429775e-01   -5.87785252160820e-01 	2.74457891216509e-05	 -1.92011810546488e-04	2.58020818925994e-09		1.00000001881090e+00
7.50000000000000e-01    	5.04200253798201e-06 	 8.08996093032640e-01   -5.87785252061128e-01 	2.84054817379801e-05	 -2.33014882142779e-04	4.15075047292831e-09		1.00000002755140e+00
