0.00000000000000e+00    	0.00000000000000e+00 	 6.12323399570000e-17  	1.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-7.85254093076432e-13 	 -4.93383575492146e-12   1.00000000000000e+00 	-1.30417001277549e-10	 -8.19434188396721e-10	-8.31304030965928e-21		1.00000000000000e+00
6.00000000000000e-02    	-2.44762960337911e-11 	 -1.53789045873984e-10   1.00000000000000e+00 	-2.01103440051380e-09	 -1.26357023121150e-08	-4.06666837497372e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.77808475643340e-10 	 -1.11720366176062e-09   1.00000000000000e+00 	-9.55958793887531e-09	 -6.00646741165662e-08	-1.44856243647924e-16		1.00000000000000e+00
1.20000000000000e-01    	-7.02953978620139e-10 	 -4.41679144488175e-09   1.00000000000000e+00 	-2.75493425185799e-08	 -1.73097720896094e-07	-1.72965658370890e-15		1.00000000000002e+00
1.50000000000000e-01    	-1.96906031103030e-09 	 -1.23719792917725e-08   1.00000000000000e+00 	-5.92213163101270e-08	 -3.72098952542561e-07	-1.11396272888242e-14		1.00000000000007e+00
1.80000000000000e-01    	-4.38374726077855e-09 	 -2.75439303594277e-08   9.99999999999999e-01 	-1.03396356984643e-07	 -6.49659841420252e-07	-4.76355100055840e-14		1.00000000000022e+00
2.10000000000000e-01    	-8.21536653790746e-09 	 -5.16187679921338e-08   9.99999999999996e-01 	-1.51485533415198e-07	 -9.51814638405164e-07	-1.50198754366275e-13		1.00000000000046e+00
2.40000000000000e-01    	-1.33296038633082e-08 	 -8.37525824295380e-08   9.99999999999989e-01 	-1.84845631054467e-07	 -1.16142382723007e-06	-3.68025876270863e-13		1.00000000000069e+00
2.70000000000000e-01    	-1.88576253111164e-08 	 -1.18486301572445e-07   9.99999999999973e-01 	-1.72933995704136e-07	 -1.08658046368605e-06	-7.10795658689892e-13		1.00000000000061e+00
3.00000000000000e-01    	-2.28261692146028e-08 	 -1.43421482544454e-07   9.99999999999946e-01 	-7.26812217326731e-08	 -4.56670913149384e-07	-1.04027210948261e-12		1.00000000000011e+00
