0.00000000000000e+00    	0.00000000000000e+00 	 -4.75528258150000e+00  	-1.54508497190000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.88969059085456e-12 	 -4.75528258150595e+00   -1.54508497190000e+00 	4.82434474987849e-10	 -8.60227843580598e-10	6.19588365067885e-20		1.00000000000000e+00
6.00000000000000e-02    	9.24664161260138e-11 	 -4.75528258156362e+00   -1.54508497190000e+00 	7.67926981042106e-09	 -1.05924448082076e-09	4.83297466774533e-18		1.00000000000000e+00
9.00000000000000e-02    	6.90292781415624e-10 	 -4.75528258101828e+00   -1.54508497190000e+00 	3.77590881327995e-08	 5.87668057210588e-08	-2.83227014530619e-16		1.00000000000000e+00
1.20000000000000e-01    	2.81020047897646e-09 	 -4.75528257546938e+00   -1.54508497190000e+00 	1.13013319843522e-07	 3.82700146303165e-07	-7.68966596325738e-15		1.00000000000008e+00
1.50000000000000e-01    	8.13321007754767e-09 	 -4.75528255131585e+00   -1.54508497190000e+00 	2.54084341907003e-07	 1.38918424120415e-06	-7.64192515260936e-14		1.00000000000100e+00
1.80000000000000e-01    	1.88076647454526e-08 	 -4.75528247869312e+00   -1.54508497190001e+00 	4.69606250401073e-07	 3.74637776709956e-06	-4.53090865517468e-13		1.00000000000713e+00
2.10000000000000e-01    	3.69156655054715e-08 	 -4.75528230401248e+00   -1.54508497190004e+00 	7.44561473054418e-07	 8.36173091437667e-06	-1.91354524317028e-12		1.00000000003524e+00
2.40000000000000e-01    	6.35904222066334e-08 	 -4.75528194359392e+00   -1.54508497190015e+00 	1.02893053607675e-06	 1.63187711857121e-05	-6.30319959747546e-12		1.00000000013368e+00
2.70000000000000e-01    	9.78188348486658e-08 	 -4.75528128001446e+00   -1.54508497190048e+00 	1.22834560713192e-06	 2.87595092114201e-05	-1.70691383746498e-11		1.00000000041431e+00
3.00000000000000e-01    	1.35014953150987e-07 	 -4.75528016275306e+00   -1.54508497190129e+00 	1.19843183477894e-06	 4.67168285644138e-05	-3.92250045548539e-11		1.00000000109195e+00
3.30000000000000e-01    	1.65498009360862e-07 	 -4.75527841449157e+00   -1.54508497190300e+00 	7.44328341114593e-07	 7.09072364846527e-05	-7.78630067832623e-11		1.00000000251420e+00
3.60000000000000e-01    	1.73048621211404e-07 	 -4.75527584403475e+00   -1.54508497190614e+00 	-3.73467153937717e-07	 1.01499932258663e-04	-1.34274396047097e-10		1.00000000515119e+00
3.90000000000000e-01    	1.33744190585094e-07 	 -4.75527226626047e+00   -1.54508497191115e+00 	-2.42626436112201e-06	 1.37882815900417e-04	-1.99244833321784e-10		1.00000000950878e+00
4.20000000000000e-01    	1.52861121564495e-08 	 -4.75526752883921e+00   -1.54508497191791e+00 	-5.69726195828617e-06	 1.78449376269801e-04	-2.44332197835830e-10		1.00000001593832e+00
4.50000000000000e-01    	-2.22974942303402e-07 	 -4.75526154471487e+00   -1.54508497192506e+00 	-1.04550668954831e-05	 2.20432006243068e-04	-2.13827975672144e-10		1.00000002434979e+00
4.80000000000000e-01    	-6.29134392856774e-07 	 -4.75525432857267e+00   -1.54508497192913e+00 	-1.69217920776430e-05	 2.59806938556587e-04	-2.21923645356767e-11		1.00000003389300e+00
5.10000000000000e-01    	-1.25681155601814e-06 	 -4.75524603479565e+00   -1.54508497192372e+00 	-2.52374528647418e-05	 2.91293550370926e-04	4.36795261765346e-10		1.00000004274443e+00
5.40000000000000e-01    	-2.16213116769667e-06 	 -4.75523699379139e+00   -1.54508497189923e+00 	-3.54228957402246e-05	 3.08466257427917e-04	1.26317074861236e-09		1.00000004820311e+00
5.70000000000000e-01    	-3.39960356831383e-06 	 -4.75522774311667e+00   -1.54508497184375e+00 	-4.73439217219142e-05	 3.03990764346183e-04	2.50310775805094e-09		1.00000004732591e+00
6.00000000000000e-01    	-5.01698365413810e-06 	 -4.75521904959201e+00   -1.54508497174558e+00 	-6.06796031816002e-05	 2.69988351685199e-04	4.08336090805421e-09		1.00000003828786e+00
6.30000000000000e-01    	-7.04928241991682e-06 	 -4.75521191862502e+00   -1.54508497159791e+00 	-7.48980250297206e-05	 1.98522587688593e-04	5.73946736675516e-09		1.00000002251047e+00
6.60000000000000e-01    	-9.51220379333550e-06 	 -4.75520758727807e+00   -1.54508497140549e+00 	-8.92427873586754e-05	 8.21928872962800e-05	6.95910180008664e-09		1.00000000735997e+00
6.90000000000000e-01    	-1.23953791271529e-05 	 -4.75520749823427e+00   -1.54508497119238e+00 	-1.02733543915548e-04	 -8.51906799601054e-05	6.97001637792561e-09		1.00000000890582e+00
