0.00000000000000e+00    	0.00000000000000e+00 	 -3.00000000000000e+00  	3.67394039740000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.10315635307153e-12 	 -2.99999999999955e+00   3.67394039740000e-16 	-1.83215019113069e-10	 8.95069954215061e-11	-8.90786696298556e-37		1.00000000000000e+00
6.00000000000000e-02    	-3.43852801952660e-11 	 -2.99999999997161e+00   3.67394039740000e-16 	-2.82518165395772e-09	 2.82584668302180e-09	-4.31027529726308e-34		1.00000000000000e+00
9.00000000000000e-02    	-2.49792481730446e-10 	 -2.99999999968200e+00   3.67394039740000e-16 	-1.34296937433519e-08	 2.09897040417793e-08	-1.50483043251049e-32		1.00000000000000e+00
1.20000000000000e-01    	-9.87538124067966e-10 	 -2.99999999825409e+00   3.67394039740000e-16 	-3.87024355202147e-08	 8.57580809256788e-08	-1.73952296397629e-31		1.00000000000000e+00
1.50000000000000e-01    	-2.76621608385518e-09 	 -2.99999999353521e+00   3.67394039740000e-16 	-8.31965394256233e-08	 2.51448803614130e-07	-1.06444740849277e-30		1.00000000000004e+00
1.80000000000000e-01    	-6.15846781165071e-09 	 -2.99999998138992e+00   3.67394039740000e-16 	-1.45255457054720e-07	 5.95469814757752e-07	-4.18909324491293e-30		1.00000000000019e+00
2.10000000000000e-01    	-1.15412815329866e-08 	 -2.99999995507721e+00   3.67394039740000e-16 	-2.12812836112824e-07	 1.21269722262920e-06	-1.14146191173105e-29		1.00000000000076e+00
2.40000000000000e-01    	-1.87259475955615e-08 	 -2.99999990488292e+00   3.67394039739999e-16 	-2.59677045490380e-07	 2.20410712423290e-06	-2.06211789087170e-29		1.00000000000246e+00
2.70000000000000e-01    	-2.64918329676852e-08 	 -2.99999981817422e+00   3.67394039739999e-16 	-2.42938692155950e-07	 3.66013959616311e-06	-1.33466823179236e-29		1.00000000000673e+00
3.00000000000000e-01    	-3.20666926847299e-08 	 -2.99999968001885e+00   3.67394039739999e-16 	-1.02089640650140e-07	 5.63992616144169e-06	6.93179161224039e-29		1.00000000001591e+00
3.30000000000000e-01    	-3.06123964313663e-08 	 -2.99999947446863e+00   3.67394039740005e-16 	2.39667183877149e-07	 8.14811006633659e-06	3.62317136180629e-28		1.00000000003322e+00
3.60000000000000e-01    	-1.47870054375659e-08 	 -2.99999918654723e+00   3.67394039740026e-16 	8.71600964012637e-07	 1.11114795002668e-05	1.11524180827785e-27		1.00000000006211e+00
3.90000000000000e-01    	2.55393886738145e-08 	 -2.99999880491007e+00   3.67394039740080e-16 	1.88901992114833e-06	 1.43579708696116e-05	2.71459169678850e-27		1.00000000010486e+00
4.20000000000000e-01    	1.03337881161834e-07 	 -2.99999832506475e+00   3.67394039740202e-16 	3.38435031395104e-06	 1.76007449170830e-05	5.66081813370030e-27		1.00000000016062e+00
4.50000000000000e-01    	2.34173454621213e-07 	 -2.99999775296002e+00   3.67394039740439e-16 	5.43610729533649e-06	 2.04299673955265e-05	1.04694482215841e-26		1.00000000022347e+00
4.80000000000000e-01    	4.35602722909605e-07 	 -2.99999710867598e+00   3.67394039740852e-16 	8.09638435082360e-06	 2.23146269198996e-05	1.74781045226432e-26		1.00000000028175e+00
5.10000000000000e-01    	7.26184509203362e-07 	 -2.99999642988577e+00   3.67394039741509e-16 	1.13777110083585e-05	 2.26161999203711e-05	2.65723753542625e-26		1.00000000032047e+00
5.40000000000000e-01    	1.12409936952534e-06 	 -2.99999577471502e+00   3.67394039742459e-16 	1.52403084997324e-05	 2.06152467780387e-05	3.68920884811145e-26		1.00000000032863e+00
5.70000000000000e-01    	1.64540702974523e-06 	 -2.99999522360579e+00   3.67394039743717e-16 	1.95808928013942e-05	 1.55511302707715e-05	4.66366330917421e-26		1.00000000031262e+00
6.00000000000000e-01    	2.30200606733867e-06 	 -2.99999487980109e+00   3.67394039745225e-16 	2.42242198028744e-05	 6.67403742742133e-06	5.31364107568392e-26		1.00000000031568e+00
6.30000000000000e-01    	3.09939564579251e-06 	 -2.99999486810637e+00   3.67394039746842e-16 	2.89185283491407e-05	 -6.69257967233628e-06	5.33743499517316e-26		1.00000000044054e+00
6.60000000000000e-01    	4.03437208618004e-06 	 -2.99999533165697e+00   3.67394039748342e-16 	3.33359089456383e-05	 -2.50820800092309e-05	4.51034354864391e-26		1.00000000087020e+00
6.90000000000000e-01    	5.09282087208191e-06 	 -2.99999642652324e+00   3.67394039749464e-16 	3.70784102557481e-05	 -4.88111259051563e-05	2.85975618155438e-26		1.00000000187867e+00
7.20000000000000e-01    	6.24778479464824e-06 	 -2.99999831411457e+00   3.67394039750023e-16 	3.96903994984053e-05	 -7.79072926730629e-05	8.89371708954812e-27		1.00000000382244e+00
7.50000000000000e-01    	7.45799912671624e-06 	 -3.00000115149395e+00   3.67394039750085e-16 	4.06773296181266e-05	 -1.12043068878546e-04	-1.84404958501369e-27		1.00000000710415e+00
7.80000000000000e-01    	8.66708321409790e-06 	 -3.00000507987772e+00   3.67394039750211e-16 	3.95306538833786e-05	 -1.50481803772098e-04	1.75627313025583e-26		1.00000001210372e+00
8.10000000000000e-01    	9.80356354376171e-06 	 -3.00001021176209e+00   3.67394039751745e-16 	3.57581895804486e-05	 -1.92041108015493e-04	9.79562765487916e-26		1.00000001907922e+00
8.40000000000000e-01    	1.07818757570509e-05 	 -3.00001661727806e+00   3.67394039757088e-16 	2.89187915323229e-05	 -2.35078801956349e-04	2.78470576419422e-25		1.00000002804917e+00
