0.00000000000000e+00    	0.00000000000000e+00 	 2.85316954890000e+00  	9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.04916403803974e-12 	 2.85316954890045e+00   9.27050983120000e-01 	1.74247837799795e-10	 8.95069953872252e-11	-2.24773565400556e-21		1.00000000000000e+00
6.00000000000000e-02    	3.27023448075658e-11 	 2.85316954892839e+00   9.27050983120000e-01 	2.68690742518251e-09	 2.82584666712869e-09	-1.08761833210519e-18		1.00000000000000e+00
9.00000000000000e-02    	2.37566770039651e-10 	 2.85316954921800e+00   9.27050983120000e-01 	1.27723980825708e-08	 2.09897034704539e-08	-3.79716146819476e-17		1.00000000000000e+00
1.20000000000000e-01    	9.39204637195579e-10 	 2.85316955064591e+00   9.27050983120000e-01 	3.68082099500542e-08	 8.57580739756725e-08	-4.38936445625368e-16		1.00000000000000e+00
1.50000000000000e-01    	2.63082864273913e-09 	 2.85316955536479e+00   9.27050983120000e-01 	7.91246697304755e-08	 2.51448757598357e-07	-2.68593590351175e-15		1.00000000000003e+00
1.80000000000000e-01    	5.85705669699165e-09 	 2.85316956751008e+00   9.27050983120000e-01 	1.38146488408618e-07	 5.95469609994257e-07	-1.05703997440341e-14		1.00000000000019e+00
2.10000000000000e-01    	1.09764400173776e-08 	 2.85316959382278e+00   9.27050983119999e-01 	2.02398465741615e-07	 1.21269653851743e-06	-2.88026718836864e-14		1.00000000000076e+00
2.40000000000000e-01    	1.78095481319273e-08 	 2.85316964401703e+00   9.27050983119998e-01 	2.46972319463099e-07	 2.20410529507736e-06	-5.20337299999517e-14		1.00000000000246e+00
2.70000000000000e-01    	2.51955963204410e-08 	 2.85316973072565e+00   9.27050983119997e-01 	2.31061659409781e-07	 3.66013552953898e-06	-3.36780305036810e-14		1.00000000000672e+00
3.00000000000000e-01    	3.04982421575589e-08 	 2.85316986888084e+00   9.27050983119998e-01 	9.71245149655634e-08	 5.63991847366425e-06	1.74910063015142e-13		1.00000000001591e+00
3.30000000000000e-01    	2.91165347030249e-08 	 2.85317007443076e+00   9.27050983120013e-01 	-2.27871291220096e-07	 8.14809756624640e-06	9.14237108669231e-13		1.00000000003322e+00
3.60000000000000e-01    	1.40684489183539e-08 	 2.85317036235170e+00   9.27050983120065e-01 	-8.28819776023626e-07	 1.11114619471784e-05	2.81409818148669e-12		1.00000000006208e+00
3.90000000000000e-01    	-2.42794186154046e-08 	 2.85317074398828e+00   9.27050983120203e-01 	-1.79636194675281e-06	 1.43579494732880e-05	6.84975417952571e-12		1.00000000010469e+00
4.20000000000000e-01    	-9.82626367731511e-08 	 2.85317122383292e+00   9.27050983120510e-01 	-3.21840614809128e-06	 1.76007213527241e-05	1.42840065138527e-11		1.00000000016007e+00
4.50000000000000e-01    	-2.22684063107894e-07 	 2.85317179593689e+00   9.27050983121107e-01 	-5.16964326775377e-06	 2.04299393298093e-05	2.64177045039806e-11		1.00000000022205e+00
4.80000000000000e-01    	-4.14241481671371e-07 	 2.85317244021984e+00   9.27050983122151e-01 	-7.69964988836635e-06	 2.23145774968478e-05	4.41027874250691e-11		1.00000000027861e+00
5.10000000000000e-01    	-6.90586968658087e-07 	 2.85317311900768e+00   9.27050983123807e-01 	-1.08203833787866e-05	 2.26160787658605e-05	6.70505366244396e-11		1.00000000031428e+00
5.40000000000000e-01    	-1.06901400418746e-06 	 2.85317377417242e+00   9.27050983126205e-01 	-1.44940439067909e-05	 2.06149412821151e-05	9.30903443852138e-11		1.00000000031753e+00
5.70000000000000e-01    	-1.56479948495320e-06 	 2.85317432526723e+00   9.27050983129378e-01 	-1.86223936927770e-05	 1.55504284685708e-05	1.17678394850762e-10		1.00000000029430e+00
6.00000000000000e-01    	-2.18926138686974e-06 	 2.85317466904074e+00   9.27050983133185e-01 	-2.30386704452732e-05	 6.67258764382263e-06	1.34077931362644e-10		1.00000000028765e+00
