0.00000000000000e+00    	0.00000000000000e+00 	 5.87785252290000e-01  	8.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.27067792459266e-13 	 5.87785252290676e-01   8.09016994370000e-01 	2.11037428777976e-11	 1.35001860707573e-10	-1.73933413332111e-21		1.00000000000000e+00
6.00000000000000e-02    	3.96069123848815e-12 	 5.87785252332813e-01   8.09016994370000e-01 	3.25420422237396e-10	 4.26217590416108e-09	-8.41616624409065e-19		1.00000000000000e+00
9.00000000000000e-02    	2.87725161279120e-11 	 5.87785252769634e-01   8.09016994370000e-01 	1.54690865578875e-09	 3.16584088710788e-08	-2.93830487614506e-17		1.00000000000000e+00
1.20000000000000e-01    	1.13750327781130e-10 	 5.87785254923319e-01   8.09016994370000e-01 	4.45797431906983e-09	 1.29347431532003e-07	-3.39656119285159e-16		1.00000000000001e+00
1.50000000000000e-01    	3.18629488254631e-10 	 5.87785262040726e-01   8.09016994370000e-01 	9.58312370390113e-09	 3.79255863269595e-07	-2.07842071768008e-15		1.00000000000007e+00
1.80000000000000e-01    	7.09374465037256e-10 	 5.87785280359262e-01   8.09016994370000e-01 	1.67317692290479e-08	 8.98136696758211e-07	-8.17954699575251e-15		1.00000000000040e+00
2.10000000000000e-01    	1.32942613494631e-09 	 5.87785320046261e-01   8.09016994370000e-01 	2.45147450294860e-08	 1.82908976002998e-06	-2.22879760043209e-14		1.00000000000167e+00
2.40000000000000e-01    	2.15709999512997e-09 	 5.87785395753416e-01   8.09016994369999e-01 	2.99168815235138e-08	 3.32441526484032e-06	-4.02645420808168e-14		1.00000000000553e+00
2.70000000000000e-01    	3.05192469000796e-09 	 5.87785526534583e-01   8.09016994369998e-01 	2.79990754291503e-08	 5.52052205430578e-06	-2.60605560314921e-14		1.00000000001524e+00
3.00000000000000e-01    	3.69484116792370e-09 	 5.87785734911801e-01   8.09016994369999e-01 	1.17972985825392e-08	 8.50659693579768e-06	1.35348529131378e-13		1.00000000003618e+00
3.30000000000000e-01    	3.52902967360083e-09 	 5.87786044939399e-01   8.09016994370010e-01 	-2.75268641887932e-08	 1.22896434036750e-05	7.07452530805822e-13		1.00000000007552e+00
3.60000000000000e-01    	1.70949975491753e-09 	 5.87786479205893e-01   8.09016994370050e-01 	-1.00248448135697e-07	 1.67592381633794e-05	2.17759750777151e-12		1.00000000014044e+00
3.90000000000000e-01    	-2.92969450802362e-09 	 5.87787054822148e-01   8.09016994370157e-01 	-2.17341989968351e-07	 2.16558619083277e-05	5.30045614330002e-12		1.00000000023451e+00
4.20000000000000e-01    	-1.18817811957177e-08 	 5.87787778563999e-01   8.09016994370394e-01 	-3.89459474593875e-07	 2.65468803247234e-05	1.10532031419752e-11		1.00000000035244e+00
4.50000000000000e-01    	-2.69391526227265e-08 	 5.87788641459064e-01   8.09016994370857e-01 	-6.25665369711163e-07	 3.08141440156647e-05	2.04424531330312e-11		1.00000000047495e+00
4.80000000000000e-01    	-5.01244832699464e-08 	 5.87789613220655e-01   8.09016994371664e-01 	-9.31997581440661e-07	 3.36567251289244e-05	3.41274472896447e-11		1.00000000056682e+00
5.10000000000000e-01    	-8.35772023240917e-08 	 5.87790637026200e-01   8.09016994372945e-01 	-1.30994751378557e-06	 3.41115206586964e-05	5.18847781311405e-11		1.00000000058266e+00
5.40000000000000e-01    	-1.29394553501238e-07 	 5.87791625203787e-01   8.09016994374802e-01 	-1.75497289477850e-06	 3.10933585574314e-05	7.20348347353696e-11		1.00000000048494e+00
5.70000000000000e-01    	-1.89430129939178e-07 	 5.87792456419922e-01   8.09016994377257e-01 	-2.25517244111833e-06	 2.34548971405469e-05	9.10616398128892e-11		1.00000000027761e+00
6.00000000000000e-01    	-2.65056799062081e-07 	 5.87792974947749e-01   8.09016994380202e-01 	-2.79026063001741e-06	 1.00650859635522e-05	1.03752351871202e-10		1.00000000005455e+00
6.30000000000000e-01    	-3.56905126664507e-07 	 5.87792992534065e-01   8.09016994383359e-01 	-3.33098256933402e-06	 -1.00966502064934e-05	1.04215651688131e-10		1.00000000005652e+00
6.60000000000000e-01    	-4.64592524799783e-07 	 5.87792293274295e-01   8.09016994386288e-01 	-3.83910169285568e-06	 -3.78349288574545e-05	8.80640958492219e-11		1.00000000072311e+00
6.90000000000000e-01    	-5.86462089104253e-07 	 5.87790641749586e-01   8.09016994388479e-01 	-4.26807501980992e-06	 -7.36275079376352e-05	5.58333733001905e-11		1.00000000271961e+00
7.20000000000000e-01    	-7.19353110002541e-07 	 5.87787794484855e-01   8.09016994389570e-01 	-4.56450029609497e-06	 -1.17516056781792e-04	1.73612051961447e-11		1.00000000691543e+00
7.50000000000000e-01    	-8.58427145928780e-07 	 5.87783514559898e-01   8.09016994389690e-01 	-4.67037529536970e-06	 -1.69006558818611e-04	-3.59587871134381e-12		1.00000001429251e+00
7.80000000000000e-01    	-9.97073923218971e-07 	 5.87777588959199e-01   8.09016994389937e-01 	-4.52615193302887e-06	 -2.26987737115479e-04	3.43232662111643e-11		1.00000002577196e+00
8.10000000000000e-01    	-1.12691979315810e-06 	 5.87769847994135e-01   8.09016994392935e-01 	-4.07449862228489e-06	 -2.89675821641645e-04	1.91351864119603e-10		1.00000004196434e+00
8.40000000000000e-01    	-1.23795774486377e-06 	 5.87760185889563e-01   8.09016994403371e-01 	-3.26460800226444e-06	 -3.54593357621694e-04	5.43914354304699e-10		1.00000006287355e+00
8.70000000000000e-01    	-1.31881193309889e-06 	 5.87748581412129e-01   8.09016994428375e-01 	-2.05681104212190e-06	 -4.18588574581966e-04	1.17682827571898e-09		1.00000008761031e+00
9.00000000000000e-01    	-1.35714147676443e-06 	 5.87735117246523e-01   8.09016994477591e-01 	-4.27192144330360e-07	 -4.77900115790190e-04	2.17005044070949e-09		1.00000011419435e+00
9.30000000000000e-01    	-1.34017836990804e-06 	 5.87719996713918e-01   8.09016994562768e-01 	1.62814597123691e-06	 -5.28269722002235e-04	3.58089283283967e-09		1.00000013953577e+00
9.60000000000000e-01    	-1.25538349675499e-06 	 5.87703556387184e-01   8.09016994696789e-01 	4.08953385690527e-06	 -5.65102859299374e-04	5.42416801627850e-09		1.00000015967897e+00
9.90000000000000e-01    	-1.09119400281856e-06 	 5.87686273200559e-01   8.09016994892111e-01 	6.91124632157107e-06	 -5.83674396366045e-04	7.65423851445311e-09		1.00000017036177e+00
1.02000000000000e+00    	-8.37825851348168e-07 	 5.87668764783434e-01   8.09016995158765e-01 	1.00203513672251e-05	 -5.79373415663061e-04	1.01540546720364e-08		1.00000016788697e+00
1.05000000000000e+00    	-4.88088477690101e-07 	 5.87651781970609e-01   8.09016995502199e-01 	1.33170742002560e-05	 -5.47978248788574e-04	1.27365572325394e-08		1.00000015022874e+00
1.08000000000000e+00    	-3.81650043921253e-08 	 5.87636192751212e-01   8.09016995921402e-01 	1.66767262194119e-05	 -4.85950033514510e-04	1.51629443454919e-08		1.00000011821277e+00
1.11000000000000e+00    	5.11687983527987e-07 	 5.87622957306976e-01   8.09016996407870e-01 	1.99531137593627e-05	 -3.90730675578192e-04	1.71800757798814e-08		1.00000007653429e+00
1.14000000000000e+00    	1.15656266954197e-06 	 5.87613094243514e-01   8.09016996945957e-01 	2.29832204784258e-05	 -2.61029232084421e-04	1.85757884741424e-08		1.00000003433224e+00
1.17000000000000e+00    	1.88647824750030e-06 	 5.87607638617201e-01   8.09016997515107e-01 	2.55928731806905e-05	 -9.70795680580766e-05	1.92465243278184e-08		1.00000000503972e+00
1.20000000000000e+00    	2.68613988369801e-06 	 5.87607592881922e-01   8.09016998094167e-01 	2.76030717525899e-05	 9.91482004915123e-05	1.92671380639058e-08		1.00000000529615e+00
1.23000000000000e+00    	3.53489389114480e-06 	 5.87613872398329e-01   8.09016998667657e-01 	2.88366987093704e-05	 3.23799383510712e-04	1.89490185410807e-08		1.00000005283880e+00
1.26000000000000e+00    	4.40688735891484e-06 	 5.87627247634734e-01   8.09016999233420e-01 	2.91254183384607e-05	 5.71064873057056e-04	1.88707749618706e-08		1.00000016348168e+00
1.29000000000000e+00    	5.27143673627604e-06 	 5.87648285614332e-01   8.09016999810579e-01 	2.83167102954008e-05	 8.33202622255799e-04	1.98666515197364e-08		1.00000034751416e+00
1.32000000000000e+00    	6.09361037701915e-06 	 5.87677293499526e-01   8.09017000446388e-01 	2.62811244908252e-05	 1.10065985664526e-03	2.29621338439345e-08		1.00000060607123e+00
1.35000000000000e+00    	6.83503439173738e-06 	 5.87714267424532e-01   8.09017001220300e-01 	2.29199504369075e-05	 1.36230117707469e-03	2.92539260490344e-08		1.00000092819448e+00
1.38000000000000e+00    	7.45493758943957e-06 	 5.87758849769856e-01   8.09017002243682e-01 	1.81735202389974e-05	 1.60574279869445e-03	3.97419214202604e-08		1.00000128936928e+00
1.41000000000000e+00    	7.91145682300645e-06 	 5.87810297999482e-01   8.09017003654003e-01 	1.20302733773267e-05	 1.81778778979153e-03	5.51325290192481e-08		1.00000165224722e+00
1.44000000000000e+00    	8.16322484090778e-06 	 5.87867467943293e-01   8.09017005603052e-01 	4.53648485827734e-06	 1.98495156395819e-03	7.56436901794006e-08		1.00000197002471e+00
1.47000000000000e+00    	8.17125477932178e-06 	 5.87928814000495e-01   8.09017008239808e-01 	-4.19379514322598e-06	 2.09406130503298e-03	1.00849708283109e-07		1.00000219255277e+00
1.50000000000000e+00    	7.90111542702175e-06 	 5.87992408170071e-01   8.09017011689758e-01 	-1.39694815945558e-05	 2.13290774946618e-03	1.29606268055813e-07		1.00000227474273e+00
1.53000000000000e+00    	7.32535778721045e-06 	 5.88055979095594e-01   8.09017016033620e-01 	-2.45152196504521e-05	 2.09092310254224e-03	1.60090935099837e-07		1.00000218627783e+00
1.56000000000000e+00    	6.42610723075128e-06 	 5.88116971466518e-01   8.09017021289315e-01 	-3.54678897854371e-05	 1.95985510101979e-03	1.89981241321829e-07		1.00000192114317e+00
1.59000000000000e+00    	5.19768075813289e-06 	 5.88172625176752e-01   8.09017027401395e-01 	-4.63787494848226e-05	 1.73440460970865e-03	2.16771840718859e-07		1.00000150515406e+00
1.62000000000000e+00    	3.64903275386209e-06 	 5.88220072641118e-01   8.09017034241798e-01 	-5.67230020781290e-05	 1.41279287132330e-03	2.38206432306105e-07		1.00000099960013e+00
1.65000000000000e+00    	1.80578483855996e-06 	 5.88256451654304e-01   8.09017041624673e-01 	-6.59181237490748e-05	 9.97224787104688e-04	2.52772970346055e-07		1.00000049940114e+00
1.68000000000000e+00    	-2.88433005081531e-07 	 5.88279030192408e-01   8.09017049336099e-01 	-7.33514511826605e-05	 4.94216500274850e-04	2.60186987125385e-07		1.00000012481522e+00
1.71000000000000e+00    	-2.57160143782311e-06 	 5.88285338653760e-01   8.09017057176999e-01 	-7.84163853880435e-05	 -8.52408732934262e-05	2.61772891176441e-07		1.00000000670760e+00
1.74000000000000e+00    	-4.96412312500493e-06 	 5.88273304263522e-01   8.09017065014815e-01 	-8.05552237381053e-05	 -7.25704307868841e-04	2.60651574527595e-07		1.00000026656794e+00
1.77000000000000e+00    	-7.37097846102573e-06 	 5.88241381773810e-01   8.09017072836911e-01 	-7.93052775194613e-05	 -1.40750492429519e-03	2.61657706211337e-07		1.00000099367926e+00
1.80000000000000e+00    	-9.68525941469914e-06 	 5.88188674221375e-01   8.09017080796833e-01 	-7.43437939961908e-05	 -2.10718517564059e-03	2.70942375326975e-07		1.00000222287575e+00
1.83000000000000e+00    	-1.17929690488448e-05 	 5.88115037394729e-01   8.09017089243896e-01 	-6.55265168457655e-05	 -2.79814619299718e-03	2.95263859227474e-07		1.00000391695029e+00
1.86000000000000e+00    	-1.35788169293718e-05 	 5.88021161838713e-01   8.09017098727480e-01 	-5.29146909216979e-05	 -3.45149453725609e-03	3.41025582111100e-07		1.00000595778956e+00
1.89000000000000e+00    	-1.49325940869145e-05 	 5.87908626700917e-01   8.09017109970056e-01 	-3.67860747504748e-05	 -4.03706755885809e-03	4.13177351632560e-07		1.00000814960072e+00
1.92000000000000e+00    	-1.57555995671702e-05 	 5.87779920501560e-01   8.09017123807200e-01 	-1.76270818001461e-05	 -4.52460672954016e-03	5.14143517980425e-07		1.00001023613613e+00
1.95000000000000e+00    	-1.59665364533438e-05 	 5.87638424971341e-01   8.09017141098241e-01 	3.89459226387809e-06	 -4.88503916103311e-03	6.42969398711354e-07		1.00001193174041e+00
1.98000000000000e+00    	-1.55063153249149e-05 	 5.87488359420929e-01   8.09017162616975e-01 	2.69748446893662e-05	 -5.09181954029497e-03	7.94876437520830e-07		1.00001296359323e+00
2.01000000000000e+00    	-1.43413045179164e-05 	 5.87334684637974e-01   8.09017188937201e-01 	5.07308351247088e-05	 -5.12227832943434e-03	9.61381962610858e-07		1.00001312006884e+00
2.04000000000000e+00    	-1.24647438766158e-05 	 5.87182966998081e-01   8.09017220331509e-01 	7.42644482867717e-05	 -4.95891768410529e-03	1.13107104453897e-06		1.00001229811492e+00
2.07000000000000e+00    	-9.89627299533843e-06 	 5.87039205261602e-01   8.09017256703033e-01 	9.67231049396212e-05	 -4.59059444601813e-03	1.29101179354549e-06		1.00001054140164e+00
2.10000000000000e+00    	-6.67978491030120e-06 	 5.86909624338122e-01   8.09017297567942e-01 	1.17349251548018e-04	 -4.01352998798701e-03	1.42869341161930e-06		1.00000806106544e+00
2.13000000000000e+00    	-2.88006159038072e-06 	 5.86800442060858e-01   8.09017342101131e-01 	1.35511068304080e-04	 -3.23208976807702e-03	1.53425520099245e-06		1.00000523237125e+00
