0.00000000000000e+00    	0.00000000000000e+00 	 -2.85316954890000e+00  	-9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-6.12071357310900e-14 	 -2.85316954889932e+00   -9.27050983120000e-01 	-9.99425574484392e-12	 9.78843394559837e-11	-9.43613466714350e-23		1.00000000000000e+00
6.00000000000000e-02    	-1.74430397902489e-12 	 -2.85316954889276e+00   -9.27050983120000e-01 	-1.37718357996539e-10	 1.20530210436208e-10	9.40191293753227e-21		1.00000000000000e+00
9.00000000000000e-02    	-1.14037709943156e-11 	 -2.85316954895481e+00   -9.27050983120000e-01 	-5.68960122674680e-10	 -6.68700778192031e-09	-1.59324259630734e-18		1.00000000000000e+00
1.20000000000000e-01    	-3.95421174006020e-11 	 -2.85316954958622e+00   -9.27050983120000e-01 	-1.35311603264249e-09	 -4.35470169021017e-08	-5.88629166699424e-17		1.00000000000000e+00
1.50000000000000e-01    	-9.29100348376767e-11 	 -2.85316955233462e+00   -9.27050983120000e-01 	-2.14781642611506e-09	 -1.58073730903919e-07	-7.25451710554632e-16		1.00000000000001e+00
1.80000000000000e-01    	-1.59021068636425e-10 	 -2.85316956059828e+00   -9.27050983120000e-01 	-1.97567656359098e-09	 -4.26296279780934e-07	-5.06925290072938e-15		1.00000000000009e+00
2.10000000000000e-01    	-1.84082093978197e-10 	 -2.85316958047501e+00   -9.27050983120000e-01 	9.64439144681428e-10	 -9.51472701149731e-07	-2.45610308394690e-14		1.00000000000045e+00
2.40000000000000e-01    	-4.65815944787259e-11 	 -2.85316962148667e+00   -9.27050983120002e-01 	9.39199873861980e-09	 -1.85689699624527e-06	-9.15629815159777e-14		1.00000000000172e+00
2.70000000000000e-01    	4.70124551310799e-10 	 -2.85316969699475e+00   -9.27050983120007e-01 	2.69123294675761e-08	 -3.27251826002600e-06	-2.79334727022959e-13		1.00000000000536e+00
3.00000000000000e-01    	1.70204950392380e-09 	 -2.85316982412695e+00   -9.27050983120021e-01 	5.78344973526065e-08	 -5.31586829979510e-06	-7.25359255507759e-13		1.00000000001413e+00
3.30000000000000e-01    	4.12096778085973e-09 	 -2.85317002306020e+00   -9.27050983120055e-01 	1.06830139894613e-07	 -8.06847839214178e-06	-1.64586510151204e-12		1.00000000003256e+00
3.60000000000000e-01    	8.33823927051440e-09 	 -2.85317031555050e+00   -9.27050983120127e-01 	1.78439046630300e-07	 -1.15496009311572e-05	-3.32154871226266e-12		1.00000000006671e+00
