0.00000000000000e+00    	0.00000000000000e+00 	 -9.27050983120000e-01  	2.85316954890000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.82083105520058e-13 	 -9.27050983123547e-01   2.85316954890000e+00 	-3.04120075986605e-11	 -5.93848433557692e-10	-2.52298501440299e-21		1.00000000000000e+00
6.00000000000000e-02    	-5.83902976504397e-12 	 -9.27050983235069e-01   2.85316954890000e+00 	-4.85347516144525e-10	 -9.60842706557849e-09	-7.70458776741891e-19		1.00000000000000e+00
9.00000000000000e-02    	-4.36854830899684e-11 	 -9.27050983990816e-01   2.85316954890000e+00 	-2.39282509992801e-09	 -4.80332170437126e-08	-2.20179524645624e-17		1.00000000000000e+00
1.20000000000000e-01    	-1.78249517661364e-10 	 -9.27050986715267e-01   2.85316954890000e+00 	-7.18231308626290e-09	 -1.46312555786780e-07	-2.31562493082098e-16		1.00000000000001e+00
1.50000000000000e-01    	-5.17150551325774e-10 	 -9.27050993682208e-01   2.85316954890000e+00 	-1.62002968402510e-08	 -3.35465611938273e-07	-1.37897756494739e-15		1.00000000000006e+00
1.80000000000000e-01    	-1.19916297106509e-09 	 -9.27051007951296e-01   2.85316954890000e+00 	-3.00587266452651e-08	 -6.34539195974664e-07	-5.63019534427180e-15		1.00000000000020e+00
2.10000000000000e-01    	-2.36121358545596e-09 	 -9.27051032791213e-01   2.85316954890000e+00 	-4.78973818773880e-08	 -1.03588004537512e-06	-1.74184980570561e-14		1.00000000000054e+00
2.40000000000000e-01    	-4.08317762296703e-09 	 -9.27051070651465e-01   2.85316954890000e+00 	-6.66589132173516e-08	 -1.49011067707250e-06	-4.32054625037545e-14		1.00000000000111e+00
2.70000000000000e-01    	-6.31246048930386e-09 	 -9.27051121705356e-01   2.85316954890000e+00 	-8.04844108474935e-08	 -1.89292971695475e-06	-8.86836997678400e-14		1.00000000000179e+00
3.00000000000000e-01    	-8.77360273135221e-09 	 -9.27051182051580e-01   2.85316954889999e+00 	-8.03366423458143e-08	 -2.07590716385440e-06	-1.52852639667841e-13		1.00000000000216e+00
3.30000000000000e-01    	-1.08712216328017e-08 	 -9.27051241725176e-01   2.85316954889999e+00 	-5.39471853121407e-08	 -1.80329396639135e-06	-2.21304613306575e-13		1.00000000000163e+00
3.60000000000000e-01    	-1.15972016546543e-08 	 -9.27051282724436e-01   2.85316954889998e+00 	1.38370858607312e-08	 -7.76514757722044e-07	-2.65947355603917e-13		1.00000000000030e+00
3.90000000000000e-01    	-9.45488759381295e-09 	 -9.27051277302831e-01   2.85316954889997e+00 	1.40262152668647e-07	 1.35252135070830e-06	-2.63959374948161e-13		1.00000000000092e+00
4.20000000000000e-01    	-2.41388478127425e-09 	 -9.27051186799082e-01   2.85316954889996e+00 	3.43419899363071e-07	 4.95884406329703e-06	-2.52346727205125e-13		1.00000000001235e+00
4.50000000000000e-01    	1.20912387350234e-08 	 -9.27050961280211e-01   2.85316954889995e+00 	6.40576921509196e-07	 1.04129285503505e-05	-4.32516378938899e-13		1.00000000005442e+00
4.80000000000000e-01    	3.71066109472270e-08 	 -9.27050540249186e-01   2.85316954889993e+00 	1.04615209088578e-06	 1.80414885583973e-05	-1.32861984860637e-12		1.00000000016329e+00
5.10000000000000e-01    	7.60401454852435e-08 	 -9.27049854619828e-01   2.85316954889986e+00 	1.56945651730239e-06	 2.80826090829426e-05	-3.98283397426611e-12		1.00000000039555e+00
5.40000000000000e-01    	1.32473099125877e-07 	 -9.27048830088100e-01   2.85316954889966e+00 	2.21234577299507e-06	 4.06380538149895e-05	-1.01425481515022e-11		1.00000000082817e+00
5.70000000000000e-01    	2.09902087633543e-07 	 -9.27047391933645e-01   2.85316954889919e+00 	2.96696334000843e-06	 5.56262333058592e-05	-2.23653459229874e-11		1.00000000155154e+00
6.00000000000000e-01    	3.11417239533826e-07 	 -9.27045471173439e-01   2.85316954889822e+00 	3.81377383943307e-06	 7.27397804183706e-05	-4.39484375588381e-11		1.00000000265281e+00
6.30000000000000e-01    	4.39328276964498e-07 	 -9.27043011867040e-01   2.85316954889642e+00 	4.72009273202596e-06	 9.14119002403185e-05	-7.85925232625165e-11		1.00000000418921e+00
6.60000000000000e-01    	5.94756474081916e-07 	 -9.27039979248036e-01   2.85316954889334e+00 	5.63931427355827e-06	 1.10795604861297e-04	-1.29747040037971e-10		1.00000000615373e+00
6.90000000000000e-01    	7.77216247023680e-07 	 -9.27036368237562e-01   2.85316954888845e+00 	6.51102040166248e-06	 1.29759587541082e-04	-1.99659373718848e-10		1.00000000843997e+00
7.20000000000000e-01    	9.84215137179187e-07 	 -9.27032211792243e-01   2.85316954888117e+00 	7.26211920988707e-06	 1.46903832070057e-04	-2.88259556343219e-10		1.00000001081674e+00
7.50000000000000e-01    	1.21090471028805e-06 	 -9.27027588459568e-01   2.85316954887100e+00 	7.80911258873739e-06	 1.60597107071055e-04	-3.92135913650888e-10		1.00000001292621e+00
7.80000000000000e-01    	1.44981696350988e-06 	 -9.27022628466588e-01   2.85316954885756e+00 	8.06152913726021e-06	 1.69037296672192e-04	-5.03965218647211e-10		1.00000001431930e+00
8.10000000000000e-01    	1.69072080217061e-06 	 -9.27017517659866e-01   2.85316954884079e+00 	7.92648232064829e-06	 1.70334122049454e-04	-6.12814040719543e-10		1.00000001453827e+00
8.40000000000000e-01    	1.92063068133686e-06 	 -9.27012498650578e-01   2.85316954882096e+00 	7.31422822748674e-06	 1.62612282985305e-04	-7.05687049989975e-10		1.00000001324813e+00
8.70000000000000e-01    	2.12399438767675e-06 	 -9.27007868601395e-01   2.85316954879873e+00 	6.14450696815818e-06	 1.44131478386474e-04	-7.70535032124877e-10		1.00000001040582e+00
9.00000000000000e-01    	2.28307911682517e-06 	 -9.27003973221044e-01   2.85316954877507e+00 	4.35336324247454e-06	 1.13418242508620e-04	-8.00645132970979e-10		1.00000000644132e+00
9.30000000000000e-01    	2.37856465036347e-06 	 -9.27001196705497e-01   2.85316954875100e+00 	1.90006280088938e-06	 6.94031567482576e-05	-7.99945510627588e-10		1.00000000241020e+00
9.60000000000000e-01    	2.39033997543506e-06 	 -9.26999947575685e-01   2.85316954872719e+00 	-1.22633886991539e-06	 1.15558616698456e-05	-7.88329408236017e-10		1.00000000006752e+00
9.90000000000000e-01    	2.29848580059029e-06 	 -9.27000640601875e-01   2.85316954870342e+00 	-5.00125279795889e-06	 -5.99905096821575e-05	-8.05734780727211e-10		1.00000000181194e+00
1.02000000000000e+00    	2.08441102129843e-06 	 -9.27003675263257e-01   2.85316954867795e+00 	-9.36011444946595e-06	 -1.44334250344562e-04	-9.13518127693588e-10		1.00000001045999e+00
1.05000000000000e+00    	1.73209736660809e-06 	 -9.27009411454550e-01   2.85316954864691e+00 	-1.41956815340646e-05	 -2.39728047220803e-04	-1.19174371200297e-09		1.00000002883553e+00
1.08000000000000e+00    	1.22939437164173e-06 	 -9.27018143404936e-01   2.85316954860383e+00 	-1.93574330927329e-05	 -3.43538110789532e-04	-1.73144792700542e-09		1.00000005919657e+00
1.11000000000000e+00    	5.69297561539425e-07 	 -9.27030073002687e-01   2.85316954853951e+00 	-2.46533207247644e-05	 -4.52246472535728e-04	-2.62174842573697e-09		1.00000010256732e+00
1.14000000000000e+00    	-2.48862814473973e-07 	 -9.27045283906057e-01   2.85316954844231e+00 	-2.98539877973431e-05	 -5.61501841290847e-04	-3.93278137088809e-09		1.00000015808778e+00
1.17000000000000e+00    	-1.21839644976848e-06 	 -9.27063717952632e-01   2.85316954829900e+00 	-3.46994261212286e-05	 -6.66222331012067e-04	-5.69670951044828e-09		1.00000022252810e+00
1.20000000000000e+00    	-2.32446191606600e-06 	 -9.27085155442524e-01   2.85316954809619e+00 	-3.89078970906072e-05	 -7.60750902368245e-04	-7.89021003419875e-09		1.00000029012784e+00
1.23000000000000e+00    	-3.54357362576888e-06 	 -9.27109200855191e-01   2.85316954782217e+00 	-4.21868205572580e-05	 -8.39061598432090e-04	-1.04226370021953e-08		1.00000035290198e+00
1.26000000000000e+00    	-4.84346019022501e-06 	 -9.27135275458327e-01   2.85316954746902e+00 	-4.42452415264487e-05	 -8.95011724110799e-04	-1.31341737760146e-08		1.00000040150173e+00
1.29000000000000e+00    	-6.18331490373371e-06 	 -9.27162618077268e-01   2.85316954703449e+00 	-4.48074282673805e-05	 -9.22632161855177e-04	-1.58075278962558e-08		1.00000042662881e+00
1.32000000000000e+00    	-7.51446529424694e-06 	 -9.27190295016179e-01   2.85316954652343e+00 	-4.36271343633685e-05	 -9.16445187544349e-04	-1.81949875013280e-08		1.00000042088747e+00
1.35000000000000e+00    	-8.78147468918153e-06 	 -9.27217219764196e-01   2.85316954594804e+00 	-4.05020624817758e-05	 -8.71796610568432e-04	-2.00600524793933e-08		1.00000038083480e+00
1.38000000000000e+00    	-9.92367511605066e-06 	 -9.27242182691792e-01   2.85316954532682e+00 	-3.52880835046414e-05	 -7.85186968760492e-04	-2.12296833087551e-08		1.00000030888186e+00
1.41000000000000e+00    	-1.08771176239083e-05 	 -9.27263890460460e-01   2.85316954468181e+00 	-2.79127717604967e-05	 -6.54585008694065e-04	-2.16499816718785e-08		1.00000021463031e+00
1.44000000000000e+00    	-1.15769127210596e-05 	 -9.27281014352180e-01   2.85316954403424e+00 	-1.83877968034198e-05	 -4.79705902296780e-04	-2.14354747708093e-08		1.00000011522793e+00
1.47000000000000e+00    	-1.19599190409638e-05 	 -9.27292246197149e-01   2.85316954339895e+00 	-6.81965173620908e-06	 -2.62236691727341e-04	-2.09008042690190e-08		1.00000003440729e+00
1.50000000000000e+00    	-1.19677213036777e-05 	 -9.27296360064588e-01   2.85316954277827e+00 	6.58190450261846e-06	 -5.99238161491357e-06	-2.05641128837034e-08		1.00000000003962e+00
1.53000000000000e+00    	-1.15498180173023e-05 	 -9.27292277409227e-01   2.85316954215627e+00 	2.14984457904765e-05	 2.83012063521790e-04	-2.11141343094726e-08		1.00000004027901e+00
1.56000000000000e+00    	-1.06669146520907e-05 	 -9.27279132962343e-01   2.85316954149468e+00 	3.75014074885385e-05	 5.96585827468926e-04	-2.33379229859831e-08		1.00000017866049e+00
1.59000000000000e+00    	-9.29418975865504e-06 	 -9.27256338347155e-01   2.85316954073144e+00 	5.40555288735785e-05	 9.24490908198988e-04	-2.80128674061920e-08		1.00000042880263e+00
1.62000000000000e+00    	-7.42437160994412e-06 	 -9.27223640207191e-01   2.85316953978295e+00 	7.05281989355360e-05	 1.25467951912068e-03	-3.57742246216499e-08		1.00000078959715e+00
1.65000000000000e+00    	-5.07043483770210e-06 	 -9.27181169582266e-01   2.85316953855044e+00 	8.62055635027775e-05	 1.57363956869158e-03	-4.69766360293103e-08		1.00000124188568e+00
1.68000000000000e+00    	-2.26770493933591e-06 	 -9.27129479364103e-01   2.85316953693025e+00 	1.00315945044879e-04	 1.86684236036734e-03	-6.15734762947981e-08		1.00000174758032e+00
1.71000000000000e+00    	9.24851002114763e-07 	 -9.27069566919845e-01   2.85316953482717e+00 	1.12060629454540e-04	 2.11928131247720e-03	-7.90400293209653e-08		1.00000225195290e+00
1.74000000000000e+00    	4.42436095380355e-06 	 -9.27002879387451e-01   2.85316953216914e+00 	1.20651402134230e-04	 2.31608526015363e-03	-9.83642790921117e-08		1.00000268940024e+00
1.77000000000000e+00    	8.12499522580515e-06 	 -9.26931299714845e-01   2.85316952892091e+00 	1.25353420234372e-04	 2.44318502524259e-03	-1.18122044459165e-07		1.00000299242880e+00
