0.00000000000000e+00    	0.00000000000000e+00 	 -2.42705098310000e+00  	1.76335575690000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.08721243490442e-13 	 -2.42705098310247e+00   1.76335575690000e+00 	-1.83336784962115e-11	 -4.22898503666096e-10	-3.07381415780325e-21		1.00000000000000e+00
6.00000000000000e-02    	-3.65340638940919e-12 	 -2.42705098318884e+00   1.76335575690000e+00 	-3.09230973026106e-10	 -7.70253490402968e-09	-1.09352647982165e-18		1.00000000000000e+00
9.00000000000000e-02    	-2.85915015816837e-11 	 -2.42705098383672e+00   1.76335575690000e+00 	-1.60860472448850e-09	 -4.27902134173807e-08	-3.55469288170310e-17		1.00000000000000e+00
1.20000000000000e-01    	-1.22001561074044e-10 	 -2.42705098641198e+00   1.76335575690000e+00 	-5.09939677739509e-09	 -1.43965638307529e-07	-4.19718765968580e-16		1.00000000000001e+00
1.50000000000000e-01    	-3.70626223358271e-10 	 -2.42705099366382e+00   1.76335575690000e+00 	-1.21930105072262e-08	 -3.64310788679774e-07	-2.78862975131251e-15		1.00000000000007e+00
1.80000000000000e-01    	-9.02509927041992e-10 	 -2.42705101006502e+00   1.76335575690000e+00 	-2.41587150529425e-08	 -7.63923661102519e-07	-1.26888131787298e-14		1.00000000000029e+00
2.10000000000000e-01    	-1.87567462523029e-09 	 -2.42705104184418e+00   1.76335575690000e+00 	-4.16377796391623e-08	 -1.39730619587597e-06	-4.39073642745334e-14		1.00000000000098e+00
2.40000000000000e-01    	-3.45114717506507e-09 	 -2.42705109657982e+00   1.76335575690000e+00 	-6.40963566933830e-08	 -2.29698158828720e-06	-1.22880334654835e-13		1.00000000000264e+00
2.70000000000000e-01    	-5.74948018720525e-09 	 -2.42705118226582e+00   1.76335575689999e+00 	-8.92841417493310e-08	 -3.45495046287408e-06	-2.88923730757520e-13		1.00000000000597e+00
3.00000000000000e-01    	-8.79204596107595e-09 	 -2.42705130581338e+00   1.76335575689998e+00 	-1.12773286546739e-07	 -4.80403362470121e-06	-5.84331932814769e-13		1.00000000001155e+00
3.30000000000000e-01    	-1.24306486538791e-08 	 -2.42705147102039e+00   1.76335575689995e+00 	-1.27652983508322e-07	 -6.20142905297272e-06	-1.03010160427378e-12		1.00000000001924e+00
3.60000000000000e-01    	-1.62711893178979e-08 	 -2.42705167611101e+00   1.76335575689992e+00 	-1.24449091473692e-07	 -7.41690051555536e-06	-1.59043959229034e-12		1.00000000002751e+00
3.90000000000000e-01    	-1.95990216139798e-08 	 -2.42705191101950e+00   1.76335575689986e+00 	-9.13251904973253e-08	 -8.12789549526221e-06	-2.14280615060570e-12		1.00000000003304e+00
4.20000000000000e-01    	-2.13150529270829e-08 	 -2.42705215465650e+00   1.76335575689979e+00 	-1.46021727588479e-08	 -7.92355639232408e-06	-2.48735080324631e-12		1.00000000003139e+00
4.50000000000000e-01    	-1.98924039404437e-08 	 -2.42705237244787e+00   1.76335575689971e+00 	1.20390905276322e-07	 -6.31905193879430e-06	-2.44378524954570e-12		1.00000000001997e+00
4.80000000000000e-01    	-1.33634105534476e-08 	 -2.42705251446807e+00   1.76335575689965e+00 	3.28149789834308e-07	 -2.78094143274862e-06	-2.08571338647790e-12		1.00000000000392e+00
5.10000000000000e-01    	6.54137802136713e-10 	 -2.42705251449945e+00   1.76335575689959e+00 	6.21556115080800e-07	 3.23656703838366e-06	-2.14263254465250e-12		1.00000000000543e+00
5.40000000000000e-01    	2.48843901335660e-08 	 -2.42705229033041e+00   1.76335575689949e+00 	1.01023938944356e-06	 1.22455394070760e-05	-4.55229958842599e-12		1.00000000007549e+00
5.70000000000000e-01    	6.22699008698177e-08 	 -2.42705174555895e+00   1.76335575689925e+00 	1.49883833956576e-06	 2.46704537627119e-05	-1.30728840672774e-11		1.00000000030544e+00
6.00000000000000e-01    	1.15795899561069e-07 	 -2.42705077309302e+00   1.76335575689859e+00 	2.08528111812593e-06	 4.07895030402608e-05	-3.37783144602593e-11		1.00000000083407e+00
6.30000000000000e-01    	1.88264917707781e-07 	 -2.42704926043832e+00   1.76335575689702e+00 	2.75921887725145e-06	 6.06748129491516e-05	-7.51859877154778e-11		1.00000000184452e+00
6.60000000000000e-01    	2.82028499727257e-07 	 -2.42704709674182e+00   1.76335575689377e+00 	3.50075513642507e-06	 8.41359473704934e-05	-1.47736236559032e-10		1.00000000354556e+00
6.90000000000000e-01    	3.98687020831708e-07 	 -2.42704418142153e+00   1.76335575688773e+00 	4.27961357030486e-06	 1.10671455653833e-04	-2.62390982093817e-10		1.00000000613324e+00
7.20000000000000e-01    	5.38772814569438e-07 	 -2.42704043406864e+00   1.76335575687751e+00 	5.05487886093099e-06	 1.39433310921481e-04	-4.28268202471363e-10		1.00000000973360e+00
7.50000000000000e-01    	7.01435625848589e-07 	 -2.42703580516464e+00   1.76335575686148e+00 	5.77542871223320e-06	 1.69208862372136e-04	-6.49481018188177e-10		1.00000001433250e+00
7.80000000000000e-01    	8.84152588063955e-07 	 -2.42703028702555e+00   1.76335575683803e+00 	6.38114957506026e-06	 1.98424362313772e-04	-9.21676297239161e-10		1.00000001970647e+00
8.10000000000000e-01    	1.08248719819700e-06 	 -2.42702392427571e+00   1.76335575680582e+00 	6.80499360197243e-06	 2.25173234889115e-04	-1.22910444919168e-09		1.00000002537465e+00
8.40000000000000e-01    	1.28992284131824e-06 	 -2.42701682307607e+00   1.76335575676421e+00 	6.97588950677684e-06	 2.47271053823083e-04	-1.54330737103956e-09		1.00000003059582e+00
8.70000000000000e-01    	1.49779600191798e-06 	 -2.42700915829422e+00   1.76335575671355e+00 	6.82246550315653e-06	 2.62337737478535e-04	-1.82457977260909e-09		1.00000003443382e+00
