0.00000000000000e+00    	0.00000000000000e+00 	 -2.16311896060000e+00  	-6.65739561410000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	7.03601419652796e-14 	 -2.16311896059991e+00   -6.65739561410000e+00 	1.16855917286749e-11	 1.81399931880080e-11	-2.89372068932107e-22		1.00000000000000e+00
6.00000000000000e-02    	2.19311903584660e-12 	 -2.16311896059425e+00   -6.65739561410000e+00 	1.80192211183212e-10	 5.72702046275671e-10	-1.40019297744190e-19		1.00000000000000e+00
9.00000000000000e-02    	1.59319525276271e-11 	 -2.16311896053555e+00   -6.65739561410000e+00 	8.56555988106477e-10	 4.25389189942016e-09	-4.88844176364958e-18		1.00000000000000e+00
1.20000000000000e-01    	6.29859282589096e-11 	 -2.16311896024616e+00   -6.65739561410000e+00 	2.46847080755500e-09	 1.73802162397277e-08	-5.65084030197400e-17		1.00000000000000e+00
1.50000000000000e-01    	1.76431387096425e-10 	 -2.16311895928981e+00   -6.65739561410000e+00 	5.30634107073319e-09	 5.09600295378641e-08	-3.45785720391410e-16		1.00000000000000e+00
1.80000000000000e-01    	3.92792021900586e-10 	 -2.16311895682838e+00   -6.65739561410000e+00 	9.26452065802054e-09	 1.20681253007541e-07	-1.36082677477940e-15		1.00000000000001e+00
2.10000000000000e-01    	7.36113182600103e-10 	 -2.16311895149569e+00   -6.65739561410000e+00 	1.35734397217071e-08	 2.45771992372103e-07	-3.70803843199429e-15		1.00000000000003e+00
2.40000000000000e-01    	1.19436113084237e-09 	 -2.16311894132304e+00   -6.65739561410000e+00 	1.65626531960854e-08	 4.46696595590269e-07	-6.69878991213071e-15		1.00000000000010e+00
2.70000000000000e-01    	1.68968865414372e-09 	 -2.16311892375017e+00   -6.65739561410000e+00 	1.54955208609605e-08	 7.41784112201261e-07	-4.33567995768883e-15		1.00000000000028e+00
3.00000000000000e-01    	2.04529159864540e-09 	 -2.16311889575085e+00   -6.65739561410000e+00 	6.51303892458124e-09	 1.14301843843015e-06	2.25178648230985e-14		1.00000000000065e+00
3.30000000000000e-01    	1.95261094001568e-09 	 -2.16311885409291e+00   -6.65739561410000e+00 	-1.52826359307286e-08	 1.65134062206823e-06	1.17698508554471e-13		1.00000000000136e+00
3.60000000000000e-01    	9.43403073490460e-10 	 -2.16311879574119e+00   -6.65739561409999e+00 	-5.55848324925326e-08	 2.25191324914790e-06	3.62285765584084e-13		1.00000000000254e+00
3.90000000000000e-01    	-1.62838677238910e-09 	 -2.16311871839651e+00   -6.65739561409998e+00 	-1.20472235695780e-07	 2.90986510032148e-06	8.81834149973126e-13		1.00000000000424e+00
4.20000000000000e-01    	-6.59002785079497e-09 	 -2.16311862114842e+00   -6.65739561409994e+00 	-2.15840147824972e-07	 3.56706376317888e-06	1.83891573522830e-12		1.00000000000639e+00
4.50000000000000e-01    	-1.49342476867946e-08 	 -2.16311850520253e+00   -6.65739561409986e+00 	-3.46697283503204e-07	 4.14044947163361e-06	3.40100052300090e-12		1.00000000000863e+00
4.80000000000000e-01    	-2.77808417787892e-08 	 -2.16311837462841e+00   -6.65739561409973e+00 	-5.16367916553064e-07	 4.52240285461937e-06	5.67776622098057e-12		1.00000000001036e+00
5.10000000000000e-01    	-4.63135868866260e-08 	 -2.16311823706121e+00   -6.65739561409951e+00 	-7.25653357199539e-07	 4.58351341548552e-06	8.63204484782335e-12		1.00000000001077e+00
5.40000000000000e-01    	-7.16921951010583e-08 	 -2.16311810428127e+00   -6.65739561409920e+00 	-9.72018207251086e-07	 4.17796858083804e-06	1.19844008401145e-11		1.00000000000920e+00
5.70000000000000e-01    	-1.04941135603078e-07 	 -2.16311799259195e+00   -6.65739561409879e+00 	-1.24887455368774e-06	 3.15160233685817e-06	1.51498836932815e-11		1.00000000000575e+00
6.00000000000000e-01    	-1.46819404464634e-07 	 -2.16311792291800e+00   -6.65739561409830e+00 	-1.54504033521416e-06	 1.35243791455492e-06	1.72612368855384e-11		1.00000000000211e+00
6.30000000000000e-01    	-1.97677590616534e-07 	 -2.16311792055463e+00   -6.65739561409778e+00 	-1.84444591477742e-06	 -1.35665688929158e-06	1.73383258100126e-11		1.00000000000262e+00
6.60000000000000e-01    	-2.57310704038808e-07 	 -2.16311801451251e+00   -6.65739561409729e+00 	-2.12615507306648e-06	 -5.08379629581118e-06	1.46512131133421e-11		1.00000000001518e+00
6.90000000000000e-01    	-3.24817030850006e-07 	 -2.16311823642438e+00   -6.65739561409693e+00 	-2.36475319695794e-06	 -9.89317503711195e-06	9.28901490449500e-12		1.00000000005173e+00
