0.00000000000000e+00    	0.00000000000000e+00 	 -9.51056516300000e-01  	-3.09016994370000e-01    1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
3.00000000000000e-02    	2.12132034355911e-02 	 -9.51056516299994e-01   -3.09016994370000e-01 	9.99999999997471e-01	 1.49779799445339e-12	-9.21267833848938e-25		1.41421356237131e+00
6.00000000000000e-02    	4.24264068710180e-02 	 -9.51056516299802e-01   -3.09016994370000e-01 	9.99999999958436e-01	 2.30911340971420e-11	-2.11298504782926e-22		1.41421356234371e+00
9.00000000000000e-02    	6.36396103054338e-02 	 -9.51056516298542e-01   -3.09016994370000e-01 	9.99999999784463e-01	 1.12241878271246e-10	-4.79509530320520e-21		1.41421356222069e+00
1.20000000000000e-01    	8.48528137365643e-02 	 -9.51056516294068e-01   -3.09016994370000e-01 	9.99999999304011e-01	 3.39313746821174e-10	-4.18388254690678e-20		1.41421356188096e+00
1.50000000000000e-01    	1.06066017159908e-01 	 -9.51056516282572e-01   -3.09016994370000e-01 	9.99999998268199e-01	 7.89097309895895e-10	-2.14373928666430e-19		1.41421356114853e+00
1.80000000000000e-01    	1.27279220567905e-01 	 -9.51056516258378e-01   -3.09016994370000e-01 	9.99999996348693e-01	 1.55153965451045e-09	-7.77177715935611e-19		1.41421355979123e+00
2.10000000000000e-01    	1.48492423949089e-01 	 -9.51056516213930e-01   -3.09016994370000e-01 	9.99999993137781e-01	 2.71180734615329e-09	-2.19535658511191e-18		1.41421355752077e+00
2.40000000000000e-01    	1.69705627287257e-01 	 -9.51056516140012e-01   -3.09016994370000e-01 	9.99999988150679e-01	 4.33981939746130e-09	-5.09616195439618e-18		1.41421355399436e+00
2.70000000000000e-01    	1.90918830560677e-01 	 -9.51056516026181e-01   -3.09016994370000e-01 	9.99999980830073e-01	 6.47939389026956e-09	-9.99111779579699e-18		1.41421354881791e+00
3.00000000000000e-01    	2.12132033741348e-01 	 -9.51056515861439e-01   -3.09016994370000e-01 	9.99999970552909e-01	 9.13715765337194e-09	-1.66391042266296e-17		1.41421354155086e+00
3.30000000000000e-01    	2.33345236794352e-01 	 -9.51056515635141e-01   -3.09016994370000e-01 	9.99999956639391e-01	 1.22713729259602e-08	-2.29606459066666e-17		1.41421353171251e+00
3.60000000000000e-01    	2.54558439677306e-01 	 -9.51056515338139e-01   -3.09016994370000e-01 	9.99999938364122e-01	 1.57808381972375e-08	-2.35162321808120e-17		1.41421351878995e+00
