0.00000000000000e+00    	0.00000000000000e+00 	 8.09016994370000e-01  	5.87785252290000e-01    1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
3.00000000000000e-02    	2.12132034355941e-02 	 8.09016994369992e-01   5.87785252290000e-01 	9.99999999998878e-01	 -1.84530513094114e-12	1.88828042377810e-24		1.41421356237230e+00
6.00000000000000e-02    	4.24264068711111e-02 	 8.09016994369748e-01   5.87785252290000e-01 	9.99999999980080e-01	 -2.98469234707527e-11	4.78927225235460e-22		1.41421356235901e+00
9.00000000000000e-02    	6.36396103061164e-02 	 8.09016994368068e-01   5.87785252290000e-01 	9.99999999889387e-01	 -1.52422307074998e-10	1.21052895068091e-20		1.41421356229488e+00
1.20000000000000e-01    	8.48528137393344e-02 	 8.09016994361807e-01   5.87785252290000e-01 	9.99999999620273e-01	 -4.84926662888783e-10	1.18695193715893e-19		1.41421356210459e+00
1.50000000000000e-01    	1.06066017168026e-01 	 8.09016994344875e-01   5.87785252290000e-01 	9.99999999001312e-01	 -1.18929526878331e-09	6.91161946078090e-19		1.41421356166692e+00
1.80000000000000e-01    	1.27279220587240e-01 	 8.09016994307268e-01   5.87785252290000e-01 	9.99999997784989e-01	 -2.47228160515761e-09	2.88899650456777e-18		1.41421356080685e+00
2.10000000000000e-01    	1.48492423988952e-01 	 8.09016994234146e-01   5.87785252290000e-01 	9.99999995638085e-01	 -4.58229721737853e-09	9.58970945085980e-18		1.41421355928876e+00
2.40000000000000e-01    	1.69705627361115e-01 	 8.09016994104998e-01   5.87785252290000e-01 	9.99999992133822e-01	 -7.80487414340416e-09	2.68466285303658e-17		1.41421355681087e+00
2.70000000000000e-01    	1.90918830686631e-01 	 8.09016993892912e-01   5.87785252290000e-01 	9.99999986745919e-01	 -1.24567855514463e-08	6.58868976467221e-17		1.41421355300104e+00
3.00000000000000e-01    	2.12132033942273e-01 	 8.09016993563988e-01   5.87785252290000e-01 	9.99999978844713e-01	 -1.88788748258754e-08	1.45525076643880e-16		1.41421354741405e+00
3.30000000000000e-01    	2.33345237097581e-01 	 8.09016993076913e-01   5.87785252290000e-01 	9.99999967695445e-01	 -2.74276576083302e-08	2.94689586209525e-16		1.41421353953033e+00
3.60000000000000e-01    	2.54558440113744e-01 	 8.09016992382728e-01   5.87785252290000e-01 	9.99999952458820e-01	 -3.84657751395562e-08	5.54551340674766e-16		1.41421352875641e+00
3.90000000000000e-01    	2.75771642942507e-01 	 8.09016991424809e-01   5.87785252290000e-01 	9.99999932193921e-01	 -5.23513905527253e-08	9.79523808476554e-16		1.41421351442696e+00
4.20000000000000e-01    	2.96984845525118e-01 	 8.09016990139085e-01   5.87785252290000e-01 	9.99999905863525e-01	 -6.94266324408134e-08	1.63619400798117e-15		1.41421349580856e+00
4.50000000000000e-01    	3.18198047791348e-01 	 8.09016988454504e-01   5.87785252290000e-01 	9.99999872341850e-01	 -9.00052019626972e-08	2.59907126624557e-15		1.41421347210516e+00
4.80000000000000e-01    	3.39411249658598e-01 	 8.09016986293778e-01   5.87785252290000e-01 	9.99999830424753e-01	 -1.14359270872876e-07	3.94193447116904e-15		1.41421344246530e+00
5.10000000000000e-01    	3.60624451031139e-01 	 8.09016983574404e-01   5.87785252290000e-01 	9.99999778842341e-01	 -1.42705808070946e-07	5.72354985487437e-15		1.41421340599103e+00
5.40000000000000e-01    	3.81837651799490e-01 	 8.09016980209988e-01   5.87785252290000e-01 	9.99999716273966e-01	 -1.75192481487303e-07	7.96665036351400e-15		1.41421336174852e+00
5.70000000000000e-01    	4.03050851839965e-01 	 8.09016976111865e-01   5.87785252290000e-01 	9.99999641365539e-01	 -2.11883290275141e-07	1.06293421997428e-14		1.41421330878027e+00
6.00000000000000e-01    	4.24264051014428e-01 	 8.09016971191027e-01   5.87785252290000e-01 	9.99999552749057e-01	 -2.52744089296093e-07	1.35685573854368e-14		1.41421324611898e+00
6.30000000000000e-01    	4.45477249170251e-01 	 8.09016965360360e-01   5.87785252290000e-01 	9.99999449064241e-01	 -2.97628173705181e-07	1.64958197169721e-14		1.41421317280277e+00
6.60000000000000e-01    	4.66690446140523e-01 	 8.09016958537180e-01   5.87785252290000e-01 	9.99999328982143e-01	 -3.46262096004563e-07	1.89264431107755e-14		1.41421308789194e+00
6.90000000000000e-01    	4.87903641744516e-01 	 8.09016950646074e-01   5.87785252290000e-01 	9.99999191230546e-01	 -3.98231891197174e-07	2.01243333741992e-14		1.41421299048690e+00
7.20000000000000e-01    	5.09116835788426e-01 	 8.09016941622012e-01   5.87785252290000e-01 	9.99999034620994e-01	 -4.52969887590665e-07	1.90458021212521e-14		1.41421287974729e+00
7.50000000000000e-01    	5.30330028066415e-01 	 8.09016931413752e-01   5.87785252290000e-01 	9.99998858077229e-01	 -5.09742281347525e-07	1.42871968672914e-14		1.41421275491208e+00
7.80000000000000e-01    	5.51543218361953e-01 	 8.09016919987481e-01   5.87785252290000e-01 	9.99998660664808e-01	 -5.67637652025500e-07	4.04266229637859e-15		1.41421261532053e+00
8.10000000000000e-01    	5.72756406449486e-01 	 8.09016907330697e-01   5.87785252290000e-01 	9.99998441621675e-01	 -6.25556594088984e-07	-1.39200818335730e-14		1.41421246043378e+00
8.40000000000000e-01    	5.93969592096428e-01 	 8.09016893456295e-01   5.87785252289999e-01 	9.99998200389396e-01	 -6.82202635690925e-07	-4.22565005643520e-14		1.41421228985697e+00
8.70000000000000e-01    	6.15182775065491e-01 	 8.09016878406830e-01   5.87785252289998e-01 	9.99997936644808e-01	 -7.36074610929209e-07	-8.40036285808588e-14		1.41421210336159e+00
9.00000000000000e-01    	6.36395955117346e-01 	 8.09016862258931e-01   5.87785252289996e-01 	9.99997650331771e-01	 -7.85460645283363e-07	-1.42487886378400e-13		1.41421190090795e+00
9.30000000000000e-01    	6.57609132013625e-01 	 8.09016845127812e-01   5.87785252289992e-01 	9.99997341692725e-01	 -8.28433906057691e-07	-2.21169141724754e-13		1.41421168266749e+00
9.60000000000000e-01    	6.78822305520252e-01 	 8.09016827171865e-01   5.87785252289986e-01 	9.99997011299745e-01	 -8.62850260425482e-07	-3.23407234068443e-13		1.41421144904472e+00
9.90000000000000e-01    	7.00035475411098e-01 	 8.09016808597277e-01   5.87785252289978e-01 	9.99996660084764e-01	 -8.86347973124325e-07	-4.52137088821012e-13		1.41421120069863e+00
1.02000000000000e+00    	7.21248641471960e-01 	 8.09016789662625e-01   5.87785252289967e-01 	9.99996289368636e-01	 -8.96349564041977e-07	-6.09439070623074e-13		1.41421093856321e+00
1.05000000000000e+00    	7.42461803504828e-01 	 8.09016770683420e-01   5.87785252289952e-01 	9.99995900888726e-01	 -8.90065932911572e-07	-7.95992460307493e-13		1.41421066386697e+00
1.08000000000000e+00    	7.63674961332442e-01 	 8.09016752036528e-01   5.87785252289933e-01 	9.99995496824664e-01	 -8.64502844167915e-07	-1.01040197814038e-12		1.41421037815113e+00
1.11000000000000e+00    	7.84888114803112e-01 	 8.09016734164431e-01   5.87785252289909e-01 	9.99995079821970e-01	 -8.16469849775288e-07	-1.24839018817095e-12		1.41421008328636e+00
1.14000000000000e+00    	8.06101263795775e-01 	 8.09016717579274e-01   5.87785252289880e-01 	9.99994653013192e-01	 -7.42591711600855e-07	-1.50185245549049e-12		1.41420978148771e+00
1.17000000000000e+00    	8.27314408225255e-01 	 8.09016702866641e-01   5.87785252289845e-01 	9.99994220036258e-01	 -6.39322367763323e-07	-1.75777591353874e-12		1.41420947532759e+00
1.20000000000000e+00    	8.48527548047716e-01 	 8.09016690689007e-01   5.87785252289805e-01 	9.99993785049714e-01	 -5.02961469427403e-07	-1.99702962470532e-12		1.41420916774652e+00
1.23000000000000e+00    	8.69740683266242e-01 	 8.09016681788815e-01   5.87785252289761e-01 	9.99993352744573e-01	 -3.29673495840891e-07	-2.19303974147252e-12		1.41420886206156e+00
1.26000000000000e+00    	8.90953813936534e-01 	 8.09016676991116e-01   5.87785252289713e-01 	9.99992928352450e-01	 -1.15509436128641e-07	-2.31037091574167e-12		1.41420856197200e+00
1.29000000000000e+00    	9.12166940172675e-01 	 8.09016677205727e-01   5.87785252289664e-01 	9.99992517649752e-01	 1.43568993422279e-07	-2.30324333824141e-12		1.41420827156240e+00
1.32000000000000e+00    	9.33380062152902e-01 	 8.09016683428840e-01   5.87785252289617e-01 	9.99992126957648e-01	 4.51662648013399e-07	-2.11402345307258e-12		1.41420799530249e+00
1.35000000000000e+00    	9.54593180125375e-01 	 8.09016696744051e-01   5.87785252289576e-01 	9.99991763137587e-01	 8.12905840771148e-07	-1.67173537695231e-12		1.41420773804405e+00
1.38000000000000e+00    	9.75806294413854e-01 	 8.09016718322738e-01   5.87785252289548e-01 	9.99991433582166e-01	 1.23143490937750e-06	-8.90649109605717e-13		1.41420750501446e+00
1.41000000000000e+00    	9.97019405423271e-01 	 8.09016749423749e-01   5.87785252289541e-01 	9.99991146201163e-01	 1.71135457587296e-06	3.30989536774539e-13		1.41420730180679e+00
1.44000000000000e+00    	1.01823251364511e+00 	 8.09016791392358e-01   5.87785252289566e-01 	9.99990909402562e-01	 2.25670223305951e-06	2.11201405753590e-12		1.41420713436641e+00
1.47000000000000e+00    	1.03944561966259e+00 	 8.09016845658440e-01   5.87785252289636e-01 	9.99990732068465e-01	 2.87141031112982e-06	4.58909677956215e-12		1.41420700897396e+00
1.50000000000000e+00    	1.06065872415550e+00 	 8.09016913733829e-01   5.87785252289767e-01 	9.99990623525779e-01	 3.55926689796491e-06	7.91712599285555e-12		1.41420693222461e+00
1.53000000000000e+00    	1.08187182790479e+00 	 8.09016997208823e-01   5.87785252289979e-01 	9.99990593511616e-01	 4.32387480584276e-06	1.22691093923892e-11		1.41420691100362e+00
1.56000000000000e+00    	1.10308493179667e+00 	 8.09017097747809e-01   5.87785252290296e-01 	9.99990652133373e-01	 5.16860929595358e-06	1.78355100723608e-11		1.41420695245811e+00
